STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name,
2,30,156,19705,Bandla Miyan  (166),207,135,BILASPUR SADAR,7548,KANDROUR,
2,30,156,19706,Bhajhwal  (177),500,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19707,Sungal  (179),492,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19708,Jangal Sungal Uperla  (179/1),47,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19709,Jangal Sungal Nichala  (179/2),487,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19710,Nog  (178),1063,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19711,Kandela  (181),110,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19712,Ri-Fatuhi  (182),113,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19713,Bagi  (180),694,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19714,Banaula  (183),378,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19715,Deoli  (108),1435,135,BILASPUR SADAR,7536,DEOLI,
2,30,156,19716,Dalta  (109),64,135,BILASPUR SADAR,7536,DEOLI,
2,30,156,19717,Kanjota  (136),140,135,BILASPUR SADAR,7562,PANJGAIN,
2,30,156,19718,Manar  (137),249,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19719,Ropa Gandhiyan  (135),119,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19720,Digar  (138),112,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19721,Punahan  (134),146,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19722,Panjgain  (126),1914,135,BILASPUR SADAR,7562,PANJGAIN,
2,30,156,19723,Hrkhar  (133),81,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19724,Dasgaon  (143),176,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19725,Beri Rajadyan  (141),816,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19726,Chharol Rajadiyan  (142),368,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19727,Laghat  (132),375,135,BILASPUR SADAR,7529,BARMANA,
2,30,156,19728,Kohanla  (145),29,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19729,Judani  (144),52,135,BILASPUR SADAR,7529,BARMANA,
2,30,156,19730,Nalag  (131),780,135,BILASPUR SADAR,7529,BARMANA,
2,30,156,19731,Khatehr  (130),1866,135,BILASPUR SADAR,7529,BARMANA,
2,30,156,19732,Bhatehr Uparli  (129),968,135,BILASPUR SADAR,7529,BARMANA,
2,30,156,19733,Barmana  (128),521,135,BILASPUR SADAR,7529,BARMANA,
2,30,156,19734,D.P.F.Jamthal (115/1),330,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19735,Jamthal  (119),1214,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19736,Naihar  (118),693,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19737,Devla Chhamb  (117),431,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19738,Harnora  (116),258,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19739,Chamyon  (115),257,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19740,D.P.F.Chamyon (116/1),500,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19741,Bauhat  (114),500,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19742,Kasol  (113),747,135,BILASPUR SADAR,7544,HARNORA,
2,30,156,19743,Kanaun  (121),494,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19744,Dhaon Kothi  (120),585,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19745,Baloh  (127),185,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19746,Ropa  (125),210,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19747,Bagaun  (122),105,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19748,Gahar  (124),262,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19749,Tikri  (123),264,135,BILASPUR SADAR,7538,DHAUN KOTHI,
2,30,156,19750,Goind  (110),37,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19751,Dhar Tatoh  (112),3545,135,BILASPUR SADAR,7539,DHAR TATOH,
2,30,156,19752,D.P.F.Sagan (114/1),500,135,BILASPUR SADAR,7527,BINAULA,
2,30,156,19753,Solag Jurasi  (107),1296,135,BILASPUR SADAR,7539,DHAR TATOH,
2,30,156,19754,Chamlog  (111),340,135,BILASPUR SADAR,7536,DEOLI,
2,30,156,19755,Sarar  (186),84,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19756,Magrot  (185),279,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19757,Sirha  (184),1302,135,BILASPUR SADAR,7571,SIHRA,
2,30,156,19758,Up Mohal Danoh  (199/1),570,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19759,Nihal  (200),671,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19760,Bamta  (201),379,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19761,Badhiat  (176),423,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19762,Baihl Kandaila  (175),509,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19763,Up Mohal Khairian Upparli  (20,239,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19764,Up Mohal Khairian Luhnu  (203/,515,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19765,Bhartpur  (204),500,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19767,Baloh  (211),500,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19768,Oel  (197/1),784,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19769,Dhamnan  (196),182,135,BILASPUR SADAR,7571,SIHRA,
2,30,156,19770,Badsaur  (195),167,135,BILASPUR SADAR,7571,SIHRA,
2,30,156,19771,Bandla  (194),1421,135,BILASPUR SADAR,7528,BANDLA,
2,30,156,19772,Barog  (187),185,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19773,Thohru  (188),146,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19774,Sandauli  (189),334,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19775,Makri  (190),740,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19776,Kathpur  (191),264,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19777,Jinanu  (192),227,135,BILASPUR SADAR,7556,MAKARI MARKAND,
2,30,156,19778,Parnali  (193),848,135,BILASPUR SADAR,7528,BANDLA,
2,30,156,19779,Nauni  (224),209,135,BILASPUR SADAR,235976,NOUNI,
2,30,156,19780,Sai Pharryan  (223),224,135,BILASPUR SADAR,235976,NOUNI,
2,30,156,19781,Garnal  (222),68,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19782,Jabli  (217),404,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19783,Duhkli  (216),120,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19784,Duhak  (212),62,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19785,Nal  (214),261,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19786,Konala  (215),98,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19787,Kohlwin  (213),357,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19788,Khansra  (219),76,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19789,Raghunathpura  (218),476,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19790,Rampur  (220),41,135,BILASPUR SADAR,7563,RAGHUNATH PURA,
2,30,156,19791,Mandi  (226),98,135,BILASPUR SADAR,235976,NOUNI,
2,30,156,19792,Manwan  (221),932,135,BILASPUR SADAR,235976,NOUNI,
2,30,156,19793,Mandlohu  (225),52,135,BILASPUR SADAR,7549,KOTHIPURA,
2,30,156,19794,Bharari  (227),212,135,BILASPUR SADAR,235976,NOUNI,
2,30,156,19795,Parangal  (229),405,135,BILASPUR SADAR,235976,NOUNI,
2,30,156,19796,Kothi Pura  (228),266,135,BILASPUR SADAR,7549,KOTHIPURA,
2,30,156,19797,Gowahan  (230),136,135,BILASPUR SADAR,7549,KOTHIPURA,
2,30,156,19798,Changar Palasiyan  (231),836,135,BILASPUR SADAR,7549,KOTHIPURA,
2,30,156,19799,Rat  (232),373,135,BILASPUR SADAR,7549,KOTHIPURA,
2,30,156,19800,Niahi Sahrli  (233),551,135,BILASPUR SADAR,7549,KOTHIPURA,
2,30,156,19801,Kallar  (269),186,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19802,Patta  (270),332,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19803,Dhaliar  (271),137,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19804,Nerli  (273),11,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19805,Tuhnun  (274),348,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19806,Jol  (272),28,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19807,Talsri  (268),337,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19808,Muhain  (267),184,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19809,Kot  (275),127,135,BILASPUR SADAR,7547,KALLAR,
2,30,156,19810,Sai Brahmna  (266),242,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19811,Sai Kanaitan  (265),277,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19812,Chaihri  (277),91,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19813,Bhal Pothar  (276),4,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19814,Kacholi  (264),156,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19815,Chilla  (263),527,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19816,Jangal Kacholi  (264/1),6,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19817,Chharol  (278),474,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19818,Badhu  (262),84,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19819,Dadhog  (260),119,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19820,Ladhera Khurd  (261),91,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19821,Ladhera Kalan  (257),37,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19822,Sauti  (259),87,135,BILASPUR SADAR,7546,KACHAULI,
2,30,156,19823,Palah  (258),108,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19824,Bahl Karainta  (279),163,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19825,Jamli  (252),786,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19826,Neri  (251),255,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19827,Lag  (250),231,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19828,Saikli  (248),237,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19829,Maithi  (249),201,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19830,Khoi  (253),143,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19831,Jangal Drabar  (252/1),500,135,BILASPUR SADAR,7534,CHHAROL,
2,30,156,19832,Tarambri  (255),144,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19833,Nali Palon  (254),224,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19834,Chiran  (256),94,135,BILASPUR SADAR,7555,MEHATHI,
2,30,156,19835,Chalaili  (238),188,135,BILASPUR SADAR,7564,RAJPURA,
2,30,156,19836,Parohi  (237),211,135,BILASPUR SADAR,7564,RAJPURA,
2,30,156,19837,Noa  (234),892,135,BILASPUR SADAR,7564,RAJPURA,
2,30,156,19838,Rajpura  (235),751,135,BILASPUR SADAR,7564,RAJPURA,
2,30,156,19839,Sagirthi  (236),158,135,BILASPUR SADAR,7564,RAJPURA,
2,30,157,19840,Padhanu  (46),6,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19841,Karot  (105),797,135,BILASPUR SADAR,7541,DOBHA,
2,30,157,19842,Dobha  (106),221,135,BILASPUR SADAR,7541,DOBHA,
2,30,157,19843,Sayar  (99),649,135,BILASPUR SADAR,7541,DOBHA,
2,30,157,19844,Sai Brahmna  (97),652,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19845,Bhareter  (98),364,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19846,Rani Kotla  (96),438,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19847,Gori  (100),254,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19848,Sangrana  (101),156,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19849,Jangal Mungrani  (99/1),116,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19850,Jeora  (103),101,135,BILASPUR SADAR,7541,DOBHA,
2,30,157,19851,Daur  (104),101,135,BILASPUR SADAR,7541,DOBHA,
2,30,157,19852,Kothi Batalan  (102),176,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19853,Dhadas  (49),191,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19854,Bholi  (51),735,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19855,Pahlwana  (50),350,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19856,Dabar  (55),215,135,BILASPUR SADAR,7565,RANI KOTLA,
2,30,157,19857,Leongari Kanaitan  (95),183,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19858,Samlehu  (94),56,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19859,Kharsi Kanaitan  (92),261,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19860,Kharsi Brahmna  (91),295,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19861,Leongari Brahmna  (90),183,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19862,Sohra Biyuns  (93),233,135,BILASPUR SADAR,7568,SAI KHARSI,
2,30,157,19863,Surhwar  (56),382,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19864,Bogar  (54),145,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19865,Chilag  (57),182,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19866,Batho  (53),301,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19867,Suin  (58),578,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19868,Bhandokhar  (87),224,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19869,Digthali  (86),251,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19870,Ghamrara  (88),480,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19871,Garawar  (89),245,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19872,Chambi  (77),205,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19873,Mains  (76),184,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19874,Thach  (75),477,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19875,Malokhar  (74),749,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19876,Charahu  (73),151,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19877,Malothi  (72),657,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19878,Kothi Harari  (71),164,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19879,Chhakoh  (70),702,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19880,Kiahran  (78),162,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19881,Soldha  (80),352,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19882,Bagh Phaglatan  (81),249,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19883,Chandpur  (82),267,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19884,Chambiara  (83),155,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19885,Panjeli  (67),96,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19886,Gherta  (79),186,135,BILASPUR SADAR,7572,SOLDHA,
2,30,157,19887,Samog Brahmna  (69),181,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19888,Samog Kanaitan  (68),225,135,BILASPUR SADAR,7533,CHHAKOH,
2,30,157,19889,Sakroha  (66),218,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19890,Galor  (65),187,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19891,Panjel Kalan  (20),203,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19892,Chanjota  (62),93,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19893,Janed  (64),292,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19894,Bhojpur  (84),245,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19895,Ghanser  (85),98,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19896,Barnu  (59),438,135,BILASPUR SADAR,7573,SUI SURAHAR,
2,30,157,19897,Bahli  (61),167,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19898,Neri  (60),76,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19899,Kolnu  (22),91,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19900,Thalaila  (21),100,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19901,Asha Manjhari  (23),628,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19902,Kamlota  (52),83,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19903,Bharoli  (40),111,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19904,Bhatoli  (41),214,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19905,Kotlu  (47),43,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19906,Nalwar  (48),250,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19907,Gasaur  (45),548,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19908,Dhamthal  (42),114,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19909,Rehri  (44),282,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19910,Rihan  (43),89,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19911,Jukhala  (39),317,135,BILASPUR SADAR,7545,JUKHALA,
2,30,157,19912,Siyohla  (35),1080,135,BILASPUR SADAR,235977,SEOHLA,
2,30,157,19913,Panjetan  (24),249,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19914,Dadog  (25),241,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19915,Kotla  (33),470,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19916,Niharkhan Basla  (32),1123,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19917,Ghiyana  (34),195,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19918,Manjhot  (36),217,135,BILASPUR SADAR,235977,SEOHLA,
2,30,157,19919,Bhalwad  (38),329,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19920,Bhando  (37),104,135,BILASPUR SADAR,235977,SEOHLA,
2,30,157,19921,Deoth  (241),149,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19922,Hamwar  (240),168,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19923,Bhajun  (247),465,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19924,Boh  (239),187,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19925,Jangal Kasal  (32/1),500,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19926,Kothi  (242),276,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19927,Majher  (243),218,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19928,Loharda  (244),325,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19929,Samari  (245),176,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19930,Kahli  (246),222,135,BILASPUR SADAR,7537,DEOTH,
2,30,157,19931,Pohni  (8),238,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19932,Dabar  (4),345,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19933,Kuhal Katal  (2),97,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19934,Jangal Bahadurpur  (1),1,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19935,Sahlon  (5),50,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19936,Ghoawi  (7),241,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19937,Tepra  (3),342,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19938,Tiaman  (6),262,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19939,Ghayal  (11),700,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19940,Mamnu  (10),183,135,BILASPUR SADAR,7543,GHAYAL,
2,30,157,19941,Gotrahan  (9),188,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19942,Sakrehar  (12),153,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19943,Sosan  (27),871,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19944,Khalota  (28),168,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19945,Bag Khurd  (29),105,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19946,Dagsech  (30),460,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19947,Palog  (31),307,135,BILASPUR SADAR,7551,KOTLA,
2,30,157,19948,Dunglu  (26),331,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19949,Panjel Khurd  (63),215,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19950,Sohri  (17),282,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19951,Bagh Kalan  (18),292,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19952,Gahota  (16),133,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19953,Namhol  (13),222,135,BILASPUR SADAR,7560,NAMHOL,
2,30,157,19954,Sai Noruan  (15),280,135,BILASPUR SADAR,7569,SIKROHA,
2,30,157,19955,Patta Noruan  (19),123,135,BILASPUR SADAR,7561,PANJAIL KHURD,
2,30,157,19956,Sihla  (14),414,135,BILASPUR SADAR,7569,SIKROHA,
