STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name,
2,30,154,19394,Jangal Jhunjnu  (88/1),500,136,JHANDUTTA,7597,DUDIAN,
2,30,154,19395,Jangal Khairiyan Bharari  (86/,500,136,JHANDUTTA,7608,KALOL,
2,30,154,19396,Jhareri  (87),250,136,JHANDUTTA,7608,KALOL,
2,30,154,19397,Jangal Jhareri  (87/1),500,136,JHANDUTTA,7608,KALOL,
2,30,154,19398,Kharohl  (85),500,136,JHANDUTTA,7608,KALOL,
2,30,154,19399,Jangal Dholag Chaknar  (42/1),500,136,JHANDUTTA,7597,DUDIAN,
2,30,154,19400,Jangal Jhangwan  (86/2),500,136,JHANDUTTA,7608,KALOL,
2,30,154,19401,Malraun  (41),473,136,JHANDUTTA,7615,MALRAON,
2,30,154,19402,Dholag Chaknar  (42),615,136,JHANDUTTA,7597,DUDIAN,
2,30,154,19403,Makri  (84/1),288,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19404,Chajoti  (82),336,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19405,Kheri  (84),144,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19406,Silh  (83),181,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19407,Karlata  (73),43,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19408,Durghat  (72),174,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19409,Jangal Durghat  (72/2),500,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19410,Jangal Tarkhola  (72/1),500,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19411,Bohar  (71),384,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19412,Dol  (70),38,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19413,Gah  (43),790,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19414,Gadiana  (44),94,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19415,D.P.F.Gadyana  (43/1),109,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19416,Balh Fatu  (45),15,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19417,Sasota  (46),109,136,JHANDUTTA,7596,DHANI,
2,30,154,19418,Jangal Sasota Dhanola  (46/1),500,136,JHANDUTTA,7596,DHANI,
2,30,154,19419,Dhanola  (47),140,136,JHANDUTTA,7596,DHANI,
2,30,154,19420,Dhani  (48),538,136,JHANDUTTA,7596,DHANI,
2,30,154,19421,Parli  (49),153,136,JHANDUTTA,7596,DHANI,
2,30,154,19422,Pakhar  (50),177,136,JHANDUTTA,7596,DHANI,
2,30,154,19423,Kharli  (51),387,136,JHANDUTTA,7596,DHANI,
2,30,154,19424,Jangal Bhagphal  (51/1),500,136,JHANDUTTA,7621,SALWAR,
2,30,154,19425,Jangal Kakrehar  (52/1),500,136,JHANDUTTA,7621,SALWAR,
2,30,154,19426,Kakrehar  (52),266,136,JHANDUTTA,7621,SALWAR,
2,30,154,19427,Bhaliar  (54),117,136,JHANDUTTA,7621,SALWAR,
2,30,154,19428,Phupli Jhalwana  (55),435,136,JHANDUTTA,7621,SALWAR,
2,30,154,19429,Badhu  (57),58,136,JHANDUTTA,7621,SALWAR,
2,30,154,19430,Balh Chalog  (56),555,136,JHANDUTTA,7621,SALWAR,
2,30,154,19431,Jangal Bhaliar  (54/1),500,136,JHANDUTTA,7621,SALWAR,
2,30,154,19432,Marotan  (53),241,136,JHANDUTTA,7621,SALWAR,
2,30,154,19433,Jangal Marotan  (53/1),500,136,JHANDUTTA,7621,SALWAR,
2,30,154,19434,Malhot  (61),410,136,JHANDUTTA,7621,SALWAR,
2,30,154,19435,Bahl  (62),106,136,JHANDUTTA,7596,DHANI,
2,30,154,19436,Dhanar  (60),339,136,JHANDUTTA,7621,SALWAR,
2,30,154,19437,Moa  (58),500,136,JHANDUTTA,7621,SALWAR,
2,30,154,19438,Seri  (59),33,136,JHANDUTTA,7621,SALWAR,
2,30,154,19439,Salwar  (64),356,136,JHANDUTTA,7621,SALWAR,
2,30,154,19440,Jangal Kot Malhot  (63/1),500,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19441,Kot  (63),381,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19442,Katheran  (65),88,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19443,Bhadol  (68),100,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19444,Daroh  (67),196,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19445,Soh  (66),229,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19446,Reti  (77),500,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19447,Sillvin  (76),349,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19448,Jejwin  (75),239,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19449,Jangal Balhi Mreta  (81/1),500,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19450,Paploa  (69),191,136,JHANDUTTA,7619,PAPLOA,
2,30,154,19451,Balhi Mreta  (81),355,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19452,Dohg  (74),377,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19453,Baithrin  (79),152,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19454,Kathyun  (78),500,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19455,Jangal Chalawa  (80/1),500,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19456,Chalawa  (80),26,136,JHANDUTTA,7604,JEJWIN,
2,30,154,19457,Kuthera  (138),16,136,JHANDUTTA,7593,DAHAD,
2,30,154,19458,Dehan  (136),165,136,JHANDUTTA,7593,DAHAD,
2,30,154,19459,Tikri  (137),374,136,JHANDUTTA,7593,DAHAD,
2,30,154,19460,Sangh  (140),217,136,JHANDUTTA,7593,DAHAD,
2,30,154,19461,Gahral  (139),500,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19462,Khalsai  (141),433,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19463,Musahan  (142),195,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19464,Nakhlera  (153),152,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19465,Pasol  (143),120,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19466,Lurhar  (144),308,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19467,Dibru  (145),500,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19468,Chohal  (146),500,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19469,Matla  (147),54,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19470,Samletu  (148),123,136,JHANDUTTA,235987,DARI BHARI,
2,30,154,19471,Dhari Bhari  (149),412,136,JHANDUTTA,235987,DARI BHARI,
2,30,154,19472,Kharwin  (150),92,136,JHANDUTTA,235987,DARI BHARI,
2,30,154,19473,Kulahan  (151),79,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19474,Gharahan  (152),262,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19475,Basandwari  (154),88,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19476,Tihri  (155),230,136,JHANDUTTA,7617,NAKHLERA,
2,30,154,19477,Badol  (172),248,136,JHANDUTTA,7582,BADOL,
2,30,154,19478,Tanior  (173),330,136,JHANDUTTA,7582,BADOL,
2,30,154,19479,Jamli  (174),166,136,JHANDUTTA,7582,BADOL,
2,30,154,19480,Baihna Jatan  (180),1489,136,JHANDUTTA,7584,BEHNA JATAN,
2,30,154,19481,Ladhera  (178),179,136,JHANDUTTA,7584,BEHNA JATAN,
2,30,154,19482,Beri Darola  (179),798,136,JHANDUTTA,7584,BEHNA JATAN,
2,30,154,19483,Berla  (177),500,136,JHANDUTTA,7584,BEHNA JATAN,
2,30,154,19484,Sopta  (176),86,136,JHANDUTTA,7584,BEHNA JATAN,
2,30,154,19485,Kothi  (175),399,136,JHANDUTTA,7584,BEHNA JATAN,
2,30,154,19486,Behlag  (169),131,136,JHANDUTTA,7594,DAMLI,
2,30,154,19487,Dhamli  (164),87,136,JHANDUTTA,7594,DAMLI,
2,30,154,19488,Patta  (168),44,136,JHANDUTTA,7594,DAMLI,
2,30,154,19489,Marohian  (167),136,136,JHANDUTTA,7594,DAMLI,
2,30,154,19490,Dhanthar  (170),131,136,JHANDUTTA,7582,BADOL,
2,30,154,19491,Thorahan  (171),200,136,JHANDUTTA,7582,BADOL,
2,30,154,19492,Rachhera  (157),740,136,JHANDUTTA,235987,DARI BHARI,
2,30,154,19493,Poli  (156),703,136,JHANDUTTA,7582,BADOL,
2,30,154,19494,Samleta  (166),291,136,JHANDUTTA,7594,DAMLI,
2,30,154,19495,Bhater  (165),333,136,JHANDUTTA,7594,DAMLI,
2,30,154,19496,Chhat  (161),434,136,JHANDUTTA,7594,DAMLI,
2,30,154,19497,Chauki  (163),500,136,JHANDUTTA,7594,DAMLI,
2,30,154,19498,Kashniur  (162),500,136,JHANDUTTA,7594,DAMLI,
2,30,154,19499,Joaha  (160),207,136,JHANDUTTA,7582,BADOL,
2,30,154,19500,Jangal Ghaniri  (188/1),500,136,JHANDUTTA,7594,DAMLI,
2,30,154,19501,Dhrasani  (159),800,136,JHANDUTTA,7594,DAMLI,
2,30,154,19502,Kohna  (158),171,136,JHANDUTTA,7594,DAMLI,
2,30,155,19503,Nella  (374),695,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19504,Dhar Pachingal  (373),26,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19505,Gawal Thai  (372),753,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19506,Samtehn  (371),538,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19507,Ilewal  (369),478,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19508,Tarsu  (368),239,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19509,Chamarrha  (370),70,135,BILASPUR SADAR,7577,TARSUH,
2,30,155,19510,Changar Tarsu  (367),87,135,BILASPUR SADAR,7566,ROAD JAMAN,
2,30,155,19511,Daihni  (366),176,135,BILASPUR SADAR,7566,ROAD JAMAN,
2,30,155,19512,Barota Dobhala  (365),233,135,BILASPUR SADAR,7566,ROAD JAMAN,
2,30,155,19513,Jandauri  (364),496,135,BILASPUR SADAR,7566,ROAD JAMAN,
2,30,155,19514,Raur Jaman  (363),210,135,BILASPUR SADAR,7566,ROAD JAMAN,
2,30,155,19515,Kudini  (362),109,135,BILASPUR SADAR,7535,DABAT,
2,30,155,19516,Ghattewal  (379),433,135,BILASPUR SADAR,7566,ROAD JAMAN,
2,30,155,19517,Dabat Manjari  (361),2465,135,BILASPUR SADAR,7558,MAJARI,
2,30,155,19518,Dolan  (360),467,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19519,Beharrha  (359),499,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19520,Kangowali  (358),261,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19521,Kot Khas  (357),134,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19522,Kheri Bacholra  (355),179,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19523,Jhira  (356),634,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19524,Bassa  (354),209,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19525,Nand Baihl  (353),324,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19526,Modar  (387/2)),128,135,BILASPUR SADAR,7550,KOTKHAS,
2,30,155,19527,Jangal Mehduda Mandhali  (392/,110,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19528,Toba Sangwana  (352),406,135,BILASPUR SADAR,235978,TOBA SANGWANA,
2,30,155,19529,Nilan  (351),531,135,BILASPUR SADAR,235978,TOBA SANGWANA,
2,30,155,19530,Jhirian  (350),743,135,BILASPUR SADAR,235978,TOBA SANGWANA,
2,30,155,19531,Lakhnun  (349),339,135,BILASPUR SADAR,7540,DHAROT,
2,30,155,19532,Dharot  (348),1171,135,BILASPUR SADAR,7540,DHAROT,
2,30,155,19533,Jangal Mehduda Panjpora  (392/,17,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19534,Jangal Mehduda Dharot  392/1/2,500,135,BILASPUR SADAR,7540,DHAROT,
2,30,155,19535,Pansui (387/4),117,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19536,Jangal Mehduda Galua  (392/1/2,13,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19537,Jangal Mehduda Neemwali  (392/,52,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19538,Mandhali (387/1),485,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19539,Jol  (387/3),392,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19540,Galuwa  (347),80,135,BILASPUR SADAR,235975,MANDYALI,
2,30,155,19541,Badharan  (385),256,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19542,Dadoh  (384),303,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19543,Ranni  (382),135,135,BILASPUR SADAR,235971,BASSI,
2,30,155,19544,Ajnol  (383),143,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19545,Bassi  (381),601,135,BILASPUR SADAR,235971,BASSI,
2,30,155,19546,Guru-Ka-Lahaur  (380),215,135,BILASPUR SADAR,235971,BASSI,
2,30,155,19547,Jangal Mehduda Guru Ka Lahaur,500,135,BILASPUR SADAR,235971,BASSI,
2,30,155,19548,Dhalet  (377),851,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19549,Thana Koliyan  (378),146,135,BILASPUR SADAR,7557,MAKRI,
2,30,155,19550,Jangal Mehduda Dhalet  (392/1/,18,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19551,Lehri  (376),364,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19552,Palsed  (375),488,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19553,Jangal Mehduda Khulvi (392/1/4,180,135,BILASPUR SADAR,7530,BHAKHRA,
2,30,155,19554,Jangal Mehduda Bhakhra  (392/1,500,135,BILASPUR SADAR,7530,BHAKHRA,
2,30,155,19555,Jangal Mehduda Palser  (392/1/,27,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19556,Bhakhra  (413),652,135,BILASPUR SADAR,7530,BHAKHRA,
2,30,155,19557,Khulmi  (411),551,135,BILASPUR SADAR,7530,BHAKHRA,
2,30,155,19558,Utappar  (410),449,135,BILASPUR SADAR,7557,MAKRI,
2,30,155,19559,Jangal Mehduda Lahri  (392/1/3,40,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19560,Jangal Mehduda Makri  (392/1/6,18,135,BILASPUR SADAR,7557,MAKRI,
2,30,155,19561,Makri  (409),815,135,BILASPUR SADAR,7557,MAKRI,
2,30,155,19562,Khal  (406),675,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19563,Jangal Mehduda Khal  (392/1/7),54,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19564,Saloa  (405),489,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19565,Jangal Mehduda Saloa  (392/1/1,500,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19566,Jangal Mehduda Sandla Thana (3,35,135,BILASPUR SADAR,7554,LEHRI,
2,30,155,19567,Jangal Mehduda Ghateyal Sarni,272,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19568,Jangal Mehduda Rachoh (392/1/1,106,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19569,Jangal Mehduda Kanfara  (392/1,500,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19570,Kanfara  (399),513,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19571,Jangal Mehduda Bairian Wala (3,156,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19572,Bhater  (398),302,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19573,Chilat  (397),122,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19574,Jangal Mehduda Dadoh Bhater  (,210,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19575,Kharkari  (390),462,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19576,Jangal Mehduda Kharkri  (392/1,500,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19577,Ambuwala  (390/1),131,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19578,Ghuwanal  (389),115,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19579,Maleta  (391),251,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19580,Jangal Mehduda Maleta  (392/1/,130,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19581,Jangal Mehduda Thalian  (392/1,17,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19582,Jangal Mehduda Baroh  (392/1/1,500,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19583,Badoh  (388/1),486,135,BILASPUR SADAR,7542,GHUWANDAL,
2,30,155,19584,Jangal Mehduda Swana  (392/1/2,500,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19585,Nakrana  (345),833,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19586,Jangal Mehduda Uttri Kalri  (3,136,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19587,Chelela  (345/1),181,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19588,Kalri  (346),157,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19589,Jangal Mehduda Dakshni Kalri,104,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19590,Samloti  (344),500,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19591,Oel  (343),317,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19592,Mayoth  (342),566,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19593,Sinma Sadha  (340),269,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19594,Malaun  (339),222,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19595,Pangwana  (338),154,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19596,Bharsara  (337),176,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19597,Tarwar  (341),384,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19598,Kaihriyan  (336),226,135,BILASPUR SADAR,7578,TARWAR,
2,30,155,19599,Behal  (335),3406,135,BILASPUR SADAR,235974,KONDAWALA,
2,30,155,19600,Lakhala  (334),348,135,BILASPUR SADAR,7525,BEHAL,
2,30,155,19601,Gara  (328),316,135,BILASPUR SADAR,7567,REE,
2,30,155,19602,Mauru  (329),211,135,BILASPUR SADAR,7567,REE,
2,30,155,19603,Khairian  (330),297,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19604,Dhar  (333),622,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19605,Jangal Dhindru  (331/1),500,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19606,Swahn  (331),328,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19607,Dolra  (325),301,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19608,Bhoai  (326),691,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19609,Katirar  (332),204,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19610,Bagh  (324),350,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19611,Mehla  (322),172,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19612,Tirli  (321),14,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19613,Chamb Bhajwan  (323),202,135,BILASPUR SADAR,7567,REE,
2,30,155,19614,Ri  (327),701,135,BILASPUR SADAR,7567,REE,
2,30,155,19615,Tiurn  (320),352,135,BILASPUR SADAR,7567,REE,
2,30,155,19616,Jangal Jajjar  (319/1),500,135,BILASPUR SADAR,7574,SWAHAN,
2,30,155,19617,Khurani  (318),259,135,BILASPUR SADAR,7567,REE,
2,30,155,19618,Dadwal  (319),165,135,BILASPUR SADAR,7567,REE,
2,30,155,19619,Dadrana  (317),110,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19620,Dabheta  (316),431,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19621,Dhar Bhartha  (315),140,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19622,Matnoh  (314),176,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19623,Jangal Mundkhar  (311/1),500,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19624,Kathla  (311),406,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19625,Panga  (310),270,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19626,Jangal Dadwal  (309/1),500,135,BILASPUR SADAR,7567,REE,
2,30,155,19627,Thapna  (309),221,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19628,Samletu  (308),142,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19629,Majher  (312),305,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19630,Bhulan  (313),75,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19631,Kulah  (289),163,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19632,Kutahla  (294),440,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19633,Dhar Kansi  (292),114,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19634,Kakroa  (291),19,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19635,Jangal Fatehpur  (293),5,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19636,Jabal  (307),11,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19637,Kiarian  (306),163,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19638,Sunan  (305),168,135,BILASPUR SADAR,7575,TALI,
2,30,155,19639,Tikar  (304),157,135,BILASPUR SADAR,7575,TALI,
2,30,155,19640,Tikri  (302),10,135,BILASPUR SADAR,7575,TALI,
2,30,155,19641,Jeori  (300),566,135,BILASPUR SADAR,7575,TALI,
2,30,155,19642,Bheri  (412),500,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19643,Mahora  (408),500,135,BILASPUR SADAR,7557,MAKRI,
2,30,155,19644,Sathol  (407),500,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19645,Badsuh  (404),500,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19646,Kundari  (403),500,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19647,Dhaki  (402),500,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19648,Tahra  (401),500,135,BILASPUR SADAR,7557,MAKRI,
2,30,155,19649,Baihal Bhabian  (400),500,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19650,Amroa  (395),500,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19651,Kachlore  (394),500,135,BILASPUR SADAR,7570,SALOA,
2,30,155,19652,Jeora  (393),500,135,BILASPUR SADAR,7575,TALI,
2,30,155,19653,Bohlu  (301),500,135,BILASPUR SADAR,7559,NAKRANA,
2,30,155,19654,Rauna  (303),232,135,BILASPUR SADAR,7575,TALI,
2,30,155,19655,Dagrahan  (299),916,135,BILASPUR SADAR,7575,TALI,
2,30,155,19656,Tali  (298),364,135,BILASPUR SADAR,7575,TALI,
2,30,155,19657,Bhatehr  (297),440,135,BILASPUR SADAR,7575,TALI,
2,30,155,19658,Kharohl  (296),2,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19659,Dhansae  (295),188,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19660,Nera Kund  (286),167,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19661,Gohlan  (285),500,135,BILASPUR SADAR,235973,KHARKRI,
2,30,155,19662,Chyota  (284),84,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19663,Seotha  (287),125,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19664,Dhar Bindryan  (290),34,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19665,Jangal Kakroa  (291/1),500,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19666,Nal  (288),270,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19667,Cheli  (282),370,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19668,Tanbaul  (283),151,135,BILASPUR SADAR,7553,KUTEHLA,
2,30,155,19669,Khurangal  (280),168,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19670,Baner  (281),122,135,BILASPUR SADAR,7576,TANBOUL,
2,30,155,19671,Jangal Baner  (281/1),14,135,BILASPUR SADAR,7576,TANBOUL,
2,30,156,19672,Delag  (155),1367,135,BILASPUR SADAR,7531,NICHLI  BHATER,
2,30,156,19673,Bhatehr Nichli  (154),390,135,BILASPUR SADAR,7531,NICHLI  BHATER,
2,30,156,19674,Bagharin  (148),612,135,BILASPUR SADAR,7531,NICHLI  BHATER,
2,30,156,19675,Khangar  (147),169,135,BILASPUR SADAR,7531,NICHLI  BHATER,
2,30,156,19676,Salnun  (146),567,135,BILASPUR SADAR,7531,NICHLI  BHATER,
2,30,156,19677,Bharathu  (149),612,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19678,Jangal Brans  (148/1),134,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19679,Chharol Jatan  (139),200,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19680,Barota Jatan  (140),52,135,BILASPUR SADAR,235972,BERI RAJADIAN,
2,30,156,19681,Kudi  (150),372,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19682,Bahli Chaleda  (153),72,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19683,Jangal Jhaleda  (153/1),236,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19684,Balhi Vilan  (151),66,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19685,Dali  (152),400,135,BILASPUR SADAR,7552,KUDDI,
2,30,156,19686,Jangal Dali  (153/A),124,135,BILASPUR SADAR,7526,BAMTA,
2,30,156,19687,Kandror  (156),1235,135,BILASPUR SADAR,7548,KANDROUR,
2,30,156,19688,Benla Brahmana  (157),509,135,BILASPUR SADAR,7548,KANDROUR,
2,30,156,19689,Lunu Kanaita  (158),576,135,BILASPUR SADAR,7548,KANDROUR,
2,30,156,19690,Ghugrar  (161),472,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19691,Bhandwar  (164),240,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19692,Khan  (162),241,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19693,Trer  (159),565,135,BILASPUR SADAR,235970,BALH BALWANA,
2,30,156,19694,Chakli  (160),74,135,BILASPUR SADAR,235970,BALH BALWANA,
2,30,156,19695,Bahal Bhalwan  (172),590,135,BILASPUR SADAR,235970,BALH BALWANA,
2,30,156,19696,Dhola Rajadyan  (171),59,135,BILASPUR SADAR,235970,BALH BALWANA,
2,30,156,19697,Dohla Brahmana  (170),116,135,BILASPUR SADAR,235970,BALH BALWANA,
2,30,156,19698,Talwar (173),611,135,BILASPUR SADAR,235970,BALH BALWANA,
2,30,156,19699,Kothi  (174),153,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19700,Tihri  (167),57,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19701,Mahain  (169),115,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19702,Galehra  (163),101,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19703,Kiara  (168),181,135,BILASPUR SADAR,7532,CHANDPUR,
2,30,156,19704,Chandpur  (165),540,135,BILASPUR SADAR,7532,CHANDPUR,
