STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
2,25,114,12137,Dhar Bhitar (182),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12138,Dhar Parla Bhitar (181),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12139,Dhar Daraone (183),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12140,Dhar Than Pattan (185),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12141,Dhar Churdrun (188),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12142,Dhar Gumba (184),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12143,Dhar Kundri (189),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12144,Dhar Chutradrun (180),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12145,Dhar Chetal (174),500,173,LAHUL,9111,CHIMRET,,,
2,25,114,12146,Tingrat (176),324,173,LAHUL,9133,TINGRET,,,
2,25,114,12147,D.P.F.Urgus (177),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12148,Dhar Ahan (179),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12149,D.P.F.Thani (178),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12150,Khanjar (186),66,173,LAHUL,9133,TINGRET,,,
2,25,114,12151,Dhar Lamgarh (200),500,173,LAHUL,9111,CHIMRET,,,
2,25,114,12152,D.P.F.Khanjar (187),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12153,D.P.F.Chaling (190),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12154,Chaling (191),141,173,LAHUL,9133,TINGRET,,,
2,25,114,12155,D.P.F. Uwang (192),500,173,LAHUL,9133,TINGRET,,,
2,25,114,12156,Dhar Chanooh (199),500,173,LAHUL,9111,CHIMRET,,,
2,25,114,12157,Dhar Tentigahar (208),500,173,LAHUL,9134,TRILOKNATH,,,
2,25,114,12158,Dhar Karpat (194),500,173,LAHUL,9111,CHIMRET,,,
2,25,114,12159,D.P.F.Karpat (195),500,173,LAHUL,9111,CHIMRET,,,
