State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase
BIHAR, 10, SHEIKHPURA, 228, ARIARI, 2079, Aifni, 88888, 25.080917, 85.780417, Aifni, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, SPA BLOCK, 88888, 25.139324, 85.839706, SPA BLOCK, 2, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Samasbuzurg, 2792700, 25.185583, 85.725389, Samasbuzurg, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Samas Khurd, 2793100, 25.192972, 85.719, Samas Khurd, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Sarva, 2793100, 25.185722, 85.777278, Sarva, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Teus, 2793100, 25.250417, 85.718944, Teus, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Jagdishpur, 2793800, 25.250389, 85.737556, Jagdishpur, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Pank, 2794300, 25.255361, 85.752611, Pank, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Kewti, 2795700, 25.233389, 85.77375, Kewti, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Kuthoth, 2796100, 25.223444, 85.788967, Kuthoth, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Pinjri, 2796900, 25.207, 85.791583, Pinjri, 21, 
BIHAR, 10, SHEIKHPURA, 228, BARBIGHA, 2080, Maldah, 2798500, 25.177417, 85.771417, Maldah, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Pachi, 2798900, 25.119944, 85.638389, Pachi, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Mohbatpur, 2799000, 25.126126, 85.700303, Mohbatpur, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Nimi, 2799600, 25.119111, 85.701194, Nimi, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Ambari, 2800700, 25.142833, 85.70625, Ambari, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Onama, 2800900, 25.164472, 85.724833, Onama, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Belaw, 2801500, 25.154778, 85.742861, Belaw, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHOPUR SARAI, 2083, Charuawa, 2801900, 25.135867, 85.690667, Charuawa, 21, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Kosra, 2802000, 25.12, 85.735556, Kosra, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Gabey, 2803000, 25.190278, 85.81, Gabey, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Audhey, 2803200, 25.1775, 85.788056, Audhey, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Pan, 2804200, 25.158333, 85.789722, Pan, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Lodipur, 2804500, 25.131389, 85.775556, Lodipur, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Kusumbha, 2805300, 25.114722, 85.783889, Kusumbha, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Kare, 2806200, 25.15, 85.810278, Kare, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Hathiyama, 2806700, 25.168889, 85.825278, Hathiyama, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Katari, 2807800, 25.170833, 85.854722, Katari, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Mahsar, 2809500, 25.161667, 85.960556, Mahsar, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Pachna, 2809900, 25.155556, 85.915, Pachna, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Kaithma, 2810200, 25.138611, 85.934444, Kaithma, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Gagri, 2810800, 25.111667, 85.936389, Gagri, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Mehus, 2811400, 25.201667, 85.837778, Mehus, 2, 
BIHAR, 10, SHEIKHPURA, 228, SHEIKHPURA, 2084, Puraina, 2811600, 25.181389, 85.901667, Puraina, 2, 
BIHAR, 10, SHEIKHPURA, 228, GHAT KUSUMBHA, 2082, Panapur, 2812000, 25.198389, 85.986694, Panapur, 21, 
BIHAR, 10, SHEIKHPURA, 228, GHAT KUSUMBHA, 2082, Dih Kusmha, 2812400, 25.188194, 85.923, Dih Kusmha, 21, 
BIHAR, 10, SHEIKHPURA, 228, GHAT KUSUMBHA, 2082, Gangaur, 2812500, 25.208556, 85.875306, Gangaur, 21, 
BIHAR, 10, SHEIKHPURA, 228, GHAT KUSUMBHA, 2082, Mapho, 2812600, 25.227056, 85.853361, Mapho, 21, 
BIHAR, 10, SHEIKHPURA, 228, GHAT KUSUMBHA, 2082, Bhadausi, 2813200, 25.188028, 85.947, Bhadausi, 21, 
BIHAR, 10, SHEIKHPURA, 228, CHEWARA, 2081, Lahna, 2814400, 25.043194, 85.969361, Lahna, 21, 
BIHAR, 10, SHEIKHPURA, 228, CHEWARA, 2081, Chatiyara, 2815100, 25.026417, 85.911472, Chatiyara, 21, 
