State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,population
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,aragaro,114260,24.421954,85.480021, ARAGARO GP,21,2289
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,badkidhmrai,114261,24.333024,85.510958, BADKIDHMRAJ GP,21,651
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,bendi,114262,24.516547,85.418909, BENDI GP,21,500
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,bhondo,114263,24.432773,85.458495, BHONDO GP,21,1192
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,birshodih,114264,24.400607,85.520091, BIRSHODIH GP,21,6500
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,chandwara west,114266,24.397078,85.494235, CHANDWARA WEST GP,21,500
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,kanko,114267,24.362929,85.530762, KANKO GP,21,2426
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,kanti,114268,24.335749,85.524615, KANTI GP,21,465
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,khandi,114269,24.376257,85.430867, KHANDI GP,21,3134
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,madangundi,114270,24.375935,85.483926, MADANGUNDI GP,21,500
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,pathalgdha,114271,24.35475,85.490622, PATHALGDHA GP,21,2192
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,pipradih,114272,24.389745,85.500628, PIPRADIH GP,21,1071
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,tham,114273,24.382515,85.423694, THAM GP,21,3671
JHARKHAND,20, KODERMA,348, CHANDWARA,3181,urwan,114274,24.35573,85.476854, URWAN GP,21,5120
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,bachhedih,255723,24.423589,85.761444, BACHHEDIH GP,21,1
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,bagdo,255724,24.425792,85.679756, BAGDO GP,21,903
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,bagridih,255725,24.413036,85.701447, BAGRIDIH GP,21,3115
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,bangakhalar,255726,24.548994,85.787222, BANGAKHALAR GP,21,209
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,behradih,255727,24.486228,85.7111, BEHRADIH GP,21,500
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,dhab,255728,24.581617,85.764319, DHAB GP,21,62
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,dhodhakhola,255729,24.553178,85.660819, DHODHAKHOLA GP,21,413
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,domchanch east,255730,24.472558,85.7061, DOMCHANCH EAST GP,21,15809
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,domchanch north,255731,24.486478,85.691192, DOMCHANCH NORTH GP,21,15809
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,domchanch south,255732,24.472375,85.690772, DOMCHANCH SOUTH GP,21,15809
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,ghargawan,255733,24.465239,85.753189, GHARGAWAN GP,21,2467
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,janpur,255734,24.604244,85.683206, JANPUR GP,21,160
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,kharkhar,255735,24.44185,85.756133, KHARKHAR GP,21,120
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,kundidhanwar,255736,24.399439,85.726919, KUNDIDHANWAR GP,21,152
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,madhuban,255737,24.490489,85.696419, MADHUBAN GP,21,1627
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,mahthadih,255738,24.474556,85.680275, MAHTHADIH GP,21,1545
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,masmohna,255739,24.419783,85.719483, MASMOHNA GP,21,1232
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,masnodih,255740,24.499256,85.722008, MASNODIH GP,21,500
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,nawadih,255741,24.481872,85.703108, NAWADIH GP,21,500
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,parho,255742,24.587289,85.681183, PARHO GP,21,4039
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,phulwariya,255743,24.463117,85.739678, PHULWARIYA GP,21,432
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,purnadih,255744,24.465356,85.731431, PURNADIH GP,21,741
JHARKHAND,20, KODERMA,348, DOMCHANCH,6651,tetariyadih,255745,24.470531,85.678628, TETARIYADIH GP,21,2161
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,beko,114275,24.368727,85.701676, BEKO G.P,21,623
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,chehal,114276,24.336523,85.624526, CHEHAL G.P,21,993
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,dandadih,114277,24.379772,85.675135, DANDADIH G.P,21,500
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,gadgi,114278,24.297363,85.751191, GADGI G.P,21,3044
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,gharaunja,114279,24.315709,85.730531, GHARAUNJA G.P,21,1424
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,ghohal,114280,24.3341,85.712783, GHOHAL G.P,21,413
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,hirodhi,114281,24.380635,85.59751, HIRODHI G.P,21,514
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,jainagar east,114282,24.370676,85.649505, JAINAGAR EAST G.P,21,500
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,jainagar west,114283,24.363683,85.648642, JAINAGAR WEST G.P,21,1654
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,kakarcholi,114284,24.357154,85.630619, KAKARCHOLI G.P,21,1279
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,kandrapdih,114285,24.39552,85.576083, KANDRAPDIH G.P,21,3558
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,kariyawan,114286,24.358737,85.574793, KARIYAWAN G.P,21,1712
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,katahadih,114287,24.378446,85.619613, KATAHADIH G.P,21,132
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,katiya,114288,24.309453,85.751552, KATIYA G.P,21,4973
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,khariodih,114289,24.321387,85.702147, KHARIODIH G.P,21,535
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,naitand,114290,24.389422,85.698346, NAITAND G.P,21,343
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,pipcho,114291,24.356081,85.69436, PIPCHO G.P,21,482
JHARKHAND,20, KODERMA,348, JAINAGAR,3182,rupaidih,114292,24.351474,85.719907, RUPAIDIH G.P,21,1719
