State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,BARNALA,54,BARNALA,341,aspal kalan,15474,30.203118,75.536454,ASPAL KALAN,2,2747
PUNJAB,3,BARNALA,54,BARNALA,341,aspal khurd,15475,30.20829,75.545857,ASPAL KHURD,2,5406
PUNJAB,3,BARNALA,54,BARNALA,341,attergarh,15476,30.245472,75.597167,ATTERGARH,2,1755
PUNJAB,3,BARNALA,54,BARNALA,341,baba ajeet singh nagar,251653,30.408583,75.536806,BABA AJEET SINGH NAGAR,2,1271
PUNJAB,3,BARNALA,54,BARNALA,341,badbar,15477,30.250417,75.664444,BADBAR,2,6842
PUNJAB,3,BARNALA,54,BARNALA,341,badra,15478,30.222858,75.499943,BADRA,2,2766
PUNJAB,3,BARNALA,54,BARNALA,341,barnala(dihati),15479,30.368639,75.592472,BARNALA(DIHATI),2,5593
PUNJAB,3,BARNALA,54,BARNALA,341,bhaini fatta,15480,30.197222,75.473972,BHAINI FATTA,2,2829
PUNJAB,3,BARNALA,54,BARNALA,341,bhaini jassa,15481,30.268672,75.528383,BHAINI JASSA,2,2905
PUNJAB,3,BARNALA,54,BARNALA,341,bhaini mehraj,15482,30.278667,75.681389,BHAINI MEHRAJ,2,4651
PUNJAB,3,BARNALA,54,BARNALA,341,bhatthlan,15483,30.288694,75.632917,BHATTHLAN,2,2320
PUNJAB,3,BARNALA,54,BARNALA,341,bhure,15484,30.239056,75.620778,BHURE,2,1671
PUNJAB,3,BARNALA,54,BARNALA,341,bilaspura pindi dhola,239988,30.291944,75.452167,BILASPURA PINDI DHOLA,2,1363
PUNJAB,3,BARNALA,54,BARNALA,341,chunga kothe,239989,30.318924,75.479969,CHUNGA KOTHE,2,1494
PUNJAB,3,BARNALA,54,BARNALA,341,dangarh,15485,30.302611,75.602056,DANGARH,2,2371
PUNJAB,3,BARNALA,54,BARNALA,341,dhanaula khurd,15486,30.324751,75.512806,DHANAULA KHURD,2,5406
PUNJAB,3,BARNALA,54,BARNALA,341,dhanaula(dihatti),15487,30.310056,75.564583,DHANAULA(DIHATTI),2,5593
PUNJAB,3,BARNALA,54,BARNALA,341,dhola,15488,30.284778,75.461251,DHOLA,2,10819
PUNJAB,3,BARNALA,54,BARNALA,341,dhurkot,15489,30.245944,75.457917,DHURKOT,2,5473
PUNJAB,3,BARNALA,54,BARNALA,341,fatehgarh chhanna,15490,30.280356,75.515785,FATEHGARH CHHANNA,2,2405
PUNJAB,3,BARNALA,54,BARNALA,341,fatehpur pindi dhola,251652,30.281371,75.433449,FATEHPUR PINDI DHOLA,2,4810
PUNJAB,3,BARNALA,54,BARNALA,341,gumti,15491,30.456991,75.661284,GUMTI,2,5593
PUNJAB,3,BARNALA,54,BARNALA,341,guram,15492,30.450835,75.642797,GURAM,2,2836
PUNJAB,3,BARNALA,54,BARNALA,341,hamidi,15493,30.468183,75.609637,HAMIDI,2,5593
PUNJAB,3,BARNALA,54,BARNALA,341,handiaya (dihatti),15494,30.329251,75.545511,HANDIAYA (DIHATTI),2,5593
PUNJAB,3,BARNALA,54,BARNALA,341,harigarh,15495,30.264512,75.632333,HARIGARH,2,3559
PUNJAB,3,BARNALA,54,BARNALA,341,jaloor,15496,30.396028,75.653028,JALOOR,2,4278
PUNJAB,3,BARNALA,54,BARNALA,341,kahneke,15497,30.256861,75.482278,KAHNEKE,2,2655
PUNJAB,3,BARNALA,54,BARNALA,341,kaleke,15498,30.235722,75.544001,KALEKE,2,6804
PUNJAB,3,BARNALA,54,BARNALA,341,kattu,15500,30.311611,75.633528,KATTU,2,4326
PUNJAB,3,BARNALA,54,BARNALA,341,khudi kalan,15501,30.345424,75.492755,KHUDI KALAN,2,2747
PUNJAB,3,BARNALA,54,BARNALA,341,khudi khurd,239991,30.327354,75.456227,KHUDI KHURD,2,1406
PUNJAB,3,BARNALA,54,BARNALA,341,kotdunna,15502,30.189139,75.534306,KOTDUNNA,2,5342
PUNJAB,3,BARNALA,54,BARNALA,341,kothe akalgarh,239993,30.274752,75.585389,KOTHE AKALGARH,2,6154
PUNJAB,3,BARNALA,54,BARNALA,341,kothe bika sooch patti,251655,30.347477,75.503905,KOTHE BIKA SOOCH PATTI,2,4167
PUNJAB,3,BARNALA,54,BARNALA,341,kothe gobindpura,239994,30.273167,75.607833,KOTHE GOBINDPURA,2,1549
PUNJAB,3,BARNALA,54,BARNALA,341,kothe guru,239981,30.320333,75.542501,KOTHE GURU,2,2448
PUNJAB,3,BARNALA,54,BARNALA,341,kothe naranjan singh wala,239982,30.197611,75.442083,KOTHE NARANJAN SINGH WALA,2,700
PUNJAB,3,BARNALA,54,BARNALA,341,kothe rajinderpura,239984,30.316833,75.586528,KOTHE RAJINDERPURA,2,4651
PUNJAB,3,BARNALA,54,BARNALA,341,kothe ramsar,239987,30.380778,75.51975,KOTHE RAMSAR,2,4147
PUNJAB,3,BARNALA,54,BARNALA,341,kothe saran,239986,30.295656,75.52238,KOTHE SARAN,2,6154
PUNJAB,3,BARNALA,54,BARNALA,341,kubbe,15503,30.233694,75.605694,KUBBE,2,2273
PUNJAB,3,BARNALA,54,BARNALA,341,manal,15504,30.509154,75.665959,MANAL,2,1271
PUNJAB,3,BARNALA,54,BARNALA,341,mangewal,15505,30.503583,75.641444,MANGEWAL,2,1271
PUNJAB,3,BARNALA,54,BARNALA,341,naiwala,15506,30.434528,75.488944,NAIWALA,2,2302
PUNJAB,3,BARNALA,54,BARNALA,341,nangal,15507,30.43025,75.646639,NANGAL,2,2434
PUNJAB,3,BARNALA,54,BARNALA,341,pakho kalan,15508,30.21806,75.413054,PAKHO KALAN,2,3247
PUNJAB,3,BARNALA,54,BARNALA,341,pandher,15509,30.154573,75.516588,PANDHER,2,2357
PUNJAB,3,BARNALA,54,BARNALA,341,patti sekhwan,15510,30.408167,75.496917,PATTI SEKHWAN,2,1157
PUNJAB,3,BARNALA,54,BARNALA,341,pharvahi,15511,30.336389,75.581056,PHARVAHI,2,5047
PUNJAB,3,BARNALA,54,BARNALA,341,pindi jawanda gurusar,239990,30.242506,75.57862,PINDI JAWANDA GURUSAR,2,2905
