State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,AMRITSAR,49,AJNALA,210,abadi baba gam chuk,888888,31.894612,74.726352,ABADI BABA GAM CHUK,2,5243
PUNJAB,3,AMRITSAR,49,AJNALA,210,abadi chandigarh,242314,31.984201,74.887183,ABADI CHANDIGARH,2,5243
PUNJAB,3,AMRITSAR,49,AJNALA,210,abadi harnam singh wali,888888,31.894612,74.726352,ABADI HARNAM SINGH WALI,2,5243
PUNJAB,3,AMRITSAR,49,AJNALA,210,abadi sohan singh wali,888888,31.893453,74.732191,ABADI SOHAN SINGH WALI,2,5243
PUNJAB,3,AMRITSAR,49,AJNALA,210,abusaid,242179,31.894831,74.841093,ABUSAID,2,1150
PUNJAB,3,AMRITSAR,49,AJNALA,210,adaya ramdass,242759,31.968617,74.915283,ADAYA RAMDASS,2,3069
PUNJAB,3,AMRITSAR,49,AJNALA,210,aliwal kotli,242180,31.890012,74.767663,ALIWAL KOTLI,2,517
PUNJAB,3,AMRITSAR,49,AJNALA,210,awan,242181,31.952771,74.887951,AWAN,2,2342
PUNJAB,3,AMRITSAR,49,AJNALA,210,awan basu(chogawan),241783,31.853183,74.64815,AWAN BASU(CHOGAWAN),2,785
PUNJAB,3,AMRITSAR,49,AJNALA,210,bajwa,242308,31.932813,74.836833,BAJWA,2,148
PUNJAB,3,AMRITSAR,49,AJNALA,210,bakraur,242194,31.862194,74.669433,BAKRAUR,2,1928
PUNJAB,3,AMRITSAR,49,AJNALA,210,bal bawa,242183,31.847162,74.936751,BAL BAWA,2,1353
PUNJAB,3,AMRITSAR,49,AJNALA,210,bal lab daria,242195,31.915261,74.754871,BAL LAB DARIA,2,1508
PUNJAB,3,AMRITSAR,49,AJNALA,210,balharwal,242184,31.899706,74.713731,BALHARWAL,2,225
PUNJAB,3,AMRITSAR,49,AJNALA,210,barlas,242193,31.859481,74.656481,BARLAS,2,303
PUNJAB,3,AMRITSAR,49,AJNALA,210,bath,242185,31.834081,74.867423,BATH,2,1485
