State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,NAWANSHAHR,39,AUR,318,aur,12937,31.068722,76.002028,AUR,2,4063
PUNJAB,3,NAWANSHAHR,39,AUR,318,baghoura,12938,31.13848,75.93021,BAGHOURA,2,1679
PUNJAB,3,NAWANSHAHR,39,AUR,318,bahadarpur,12939,31.05807,76.03215,BAHADARPUR,2,967
PUNJAB,3,NAWANSHAHR,39,AUR,318,bairsal,12940,31.01305,76.09205,BAIRSAL,2,376
PUNJAB,3,NAWANSHAHR,39,AUR,318,bajjon,12941,31.10018,75.9958,BAJJON,2,470
PUNJAB,3,NAWANSHAHR,39,AUR,318,bakhlaur,12942,31.0751,75.95193,BAKHLAUR,2,500
PUNJAB,3,NAWANSHAHR,39,AUR,318,ballowal,12943,31.13179,75.90773,BALLOWAL,2,1036
PUNJAB,3,NAWANSHAHR,39,AUR,318,barnala khurd,12944,31.04795,76.07952,BARNALA KHURD,2,339
PUNJAB,3,NAWANSHAHR,39,AUR,318,bazidpur,12945,31.0486,76.05265,BAZIDPUR,2,1932
PUNJAB,3,NAWANSHAHR,39,AUR,318,begowal,12946,31.02706,75.99679,BEGOWAL,2,760
PUNJAB,3,NAWANSHAHR,39,AUR,318,bharta kalan,12948,31.04462,76.06877,BHARTA KALAN,2,1747
PUNJAB,3,NAWANSHAHR,39,AUR,318,bharta khurd,12949,31.0563,76.07801,BHARTA KHURD,2,1650
PUNJAB,3,NAWANSHAHR,39,AUR,318,buhara,12950,31.085722,76.023944,BUHARA,2,385
PUNJAB,3,NAWANSHAHR,39,AUR,318,burj tehal das,12951,31.026194,75.982278,BURJ TEHAL DAS,2,903
PUNJAB,3,NAWANSHAHR,39,AUR,318,chahal kalan,12952,31.099667,75.918639,CHAHAL KALAN,2,1382
PUNJAB,3,NAWANSHAHR,39,AUR,318,chahal khurd,12953,31.12025,76.02919,CHAHAL KHURD,2,1103
PUNJAB,3,NAWANSHAHR,39,AUR,318,chakdana,12954,31.045694,75.956278,CHAKDANA,2,1647
