State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,ahal,5191,30.713069,74.505228,AHAL,2,1144
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,arayan wala kalan,5192,30.726544,74.705121,ARAYAN WALA KALAN,2,6051
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,arayan wala khurd,5193,30.785019,74.546358,ARAYAN WALA KHURD,2,876
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,beguwala,5194,30.763603,74.660967,BEGUWALA,2,1469
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bhag singh wala,5195,30.684375,74.542139,BHAG SINGH WALA,2,1025
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bhagthala kalan,5196,30.776017,74.788808,BHAGTHALA KALAN,2,1478
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bhagthala khurd,5197,30.779792,74.788486,BHAGTHALA KHURD,2,727
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bhana,5198,30.681822,74.829583,BHANA,2,3523
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bhilewala,5199,30.673125,74.601297,BHILEWALA,2,2205
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bholuwala,5200,30.733672,74.776347,BHOLUWALA,2,500
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,bir bholuwala,5201,30.724264,74.768153,BIR BHOLUWALA,2,425
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,burj masta,5202,30.728142,74.672994,BURJ MASTA,2,735
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,butter,5203,30.775144,74.559821,BUTTER,2,641
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chahal,5204,30.669038,74.797578,CHAHAL,2,384
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chak sahu,5205,30.769442,74.608453,CHAK SAHU,2,367
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chambeli,5206,30.671736,74.848714,CHAMBELI,2,1052
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chand baja,5207,30.742142,74.861681,CHAND BAJA,2,2566
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chanian,5208,30.775561,74.589056,CHANIAN,2,1434
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chet singh wala,5209,30.662603,74.663853,CHET SINGH WALA,2,1212
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,chugewala,5210,30.829472,74.619236,CHUGEWALA,2,394
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dago romana,5211,30.602894,74.69575,DAGO ROMANA,2,204
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dalewala,5212,30.799611,74.655247,DALEWALA,2,9
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dana romana,5213,30.618614,74.678636,DANA ROMANA,2,1245
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,deep singh wala,5214,30.743469,74.489042,DEEP SINGH WALA,2,500
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dhab sher singh wala,5215,30.657894,74.615031,DHAB SHER SINGH WALA,2,1443
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dhilwan khurd,5216,30.740389,74.602064,DHILWAN KHURD,2,500
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dhudi,5217,30.699988,74.850138,DHUDI,2,641
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dhulkot,5218,30.719414,74.891222,DHULKOT,2,3673
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,dod,5219,30.766283,74.598686,DOD,2,4832
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,faridkot rural,5220,30.685311,74.738123,FARIDKOT RURAL,2,11200
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,ghoni wala,5221,30.806464,74.661256,GHONI WALA,2,407
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,ghuduwala,5222,30.699736,74.554378,GHUDUWALA,2,1042
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,ghugiana,5223,30.746483,74.639667,GHUGIANA,2,500
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,ghumiara,5224,30.759056,74.830896,GHUMIARA,2,952
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,golewala,5225,30.788028,74.699431,GOLEWALA,2,500
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,gujjar,5226,30.783972,74.578541,GUJJAR,2,1174
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,hardialiana,5227,30.767222,74.738666,HARDIALIANA,2,1378
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,hariewala,5228,30.606025,74.65548,HARIEWALA,2,1053
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,hassan bhatti,5229,30.810252,74.739986,HASSAN BHATTI,2,1520
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,jandwala,5230,30.719294,74.616386,JANDWALA,2,888
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,janerian,5231,30.741736,74.584152,JANERIAN,2,622
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,jhariwala,5232,30.826177,74.665213,JHARIWALA,2,907
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,jhoke sarkari,5233,30.766801,74.542868,JHOKE SARKARI,2,1185
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,jhotiwala,5234,30.726825,74.645272,JHOTIWALA,2,2105
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kabal wala,5235,30.821736,74.715988,KABAL WALA,2,1444
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kaler,5236,30.715875,74.834233,KALER,2,1365
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kamiana,5237,30.656775,74.727591,KAMIANA,2,3090
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kanian wali,5238,30.697097,74.482786,KANIAN WALI,2,984
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kauni,5239,30.743819,74.542377,KAUNI,2,3237
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kingra,5240,30.676152,74.570755,KINGRA,2,1806
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kothe maluke pati,5241,30.775816,74.69375,KOTHE MALUKE PATI,2,2721
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,kotsukhia,5242,30.682229,74.880111,KOTSUKHIA,2,500
PUNJAB,3,FARIDKOT,45,FARIDKOT,234,machaki kalan,5243,30.690638,74.664291,MACHAKI KALAN,2,3491
