State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,abdulapur,15741,30.559,75.784916,ABDULAPUR,21,1352
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,ahmedgarh,15744,30.68805,75.8352,AHMEDGARH,21,1453
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,ahmedpur (dhaner kalan),239894,30.60133,75.78976,AHMEDPUR (DHANER KALAN),21,2812
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,ajimabad,15747,30.5689,75.83533,AJIMABAD,21,856
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,akbarpur,15748,30.68805,75.8352,AKBARPUR,21,1471
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,akhtiarpura,15749,30.53511,75.82223,AKHTIARPURA,21,412
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,albelpura,15750,30.56728,75.85908,ALBELPURA,21,799
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,amamgarh,15752,30.56118,75.83753,AMAMGARH,21,1077
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,amir nagar,15753,30.53998,75.88153,AMIR NAGAR,21,1585
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,asdulapur   (bohrhai khurd),15754,30.62533,75.8413,ASDULAPUR   (BOHRHAI KHURD),21,748
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,bapla,15757,30.55273,75.69439,BAPLA,21,1244
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,bathan,15382,30.59631,75.81841,BATHAN,21,1484
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,bhikampur,15758,30.62533,75.8413,BHIKAMPUR,21,926
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,bhogiwal,15759,30.60983,75.87805,BHOGIWAL,21,2018
PUNJAB,3,SANGRUR,53,AHMEDGARH,339,bishangarh,15761,30.59288,75.73641,BISHANGARH,21,1406
