State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,akbarpur,10680,31.417871,75.266217,AKBARPUR,21,500
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,badshahpur,10681,31.442425,75.395647,BADSHAHPUR,21,817
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,bamuwal,10682,31.502214,75.437408,BAMUWAL,21,2054
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,bhandal bet,10683,31.449777,75.291441,BHANDAL BET,21,2884
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,bhullar bet,10684,31.454817,75.332379,BHULLAR BET,21,873
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,bijli nangal,10685,31.465849,75.333993,BIJLI NANGAL,21,478
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,booh,10686,31.385092,75.212545,BOOH,21,1228
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,boot,10687,31.450751,75.398628,BOOT,21,3757
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,budha theh,10688,31.481886,75.341953,BUDHA THEH,21,477
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,budowal,10689,31.442433,75.318679,BUDOWAL,21,1238
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,butala,10690,31.530986,75.370088,BUTALA,21,32
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,chako ki,10691,31.541465,75.380291,CHAKO KI,21,1891
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,dayalpur,10692,31.455251,75.457097,DAYALPUR,21,619
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,desal,10693,31.401384,75.217523,DESAL,21,1433
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,dhaliwal bet,10694,31.466725,75.320997,DHALIWAL BET,21,500
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,dogranwala,10695,31.479572,75.416341,DOGRANWALA,21,740
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,faizlabad,10696,31.404176,75.227543,FAIZLABAD,21,735
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,fatehpur,10697,31.443548,75.285919,FATEHPUR,21,409
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,fattu chak,10698,31.494972,75.336702,FATTU CHAK,21,783
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,fattu dhinga,10699,31.377291,75.219035,FATTU DHINGA,21,3174
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,gaure,10700,31.410877,75.337721,GAURE,21,1049
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,gazi gudana,10701,31.494486,75.362334,GAZI GUDANA,21,244
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,ghannie ki,10702,31.412034,75.251755,GHANNIE KI,21,517
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,ghug bet,10703,31.415036,75.320961,GHUG BET,21,612
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,gudani,10704,31.503106,75.388623,GUDANI,21,593
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,habitpur,10705,31.538973,75.386838,HABITPUR,21,1770
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,hambowal,10706,31.481282,75.379078,HAMBOWAL,21,864
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,hamira,10707,31.457827,75.433783,HAMIRA,21,7727
PUNJAB,3,KAPURTHALA,36,DHILWAN,287,hothian,10708,31.447737,75.327007,HOTHIAN,21,560
