State_Name,State Cde,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,abdula pur,5466,30.71836,76.38277,ABDULA PUR,21,649
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,alam pur,5467,30.75173,76.44994,ALAM PUR,21,220
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,badwala,5468,30.73805,76.48917,BADWALA,21,726
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,bag sikander,5469,30.67997,76.35601,BAG SIKANDER,21,1281
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,baher,5470,30.68227,76.46322,BAHER,21,1245
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,behram pur,5472,30.71718,76.40833,BEHRAM PUR,21,1408
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,bhanguan,5473,30.69173,76.46682,BHANGUAN,21,494
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,bhateri,5474,30.74338,76.51892,BHATERI,21,1371
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,bhuchi,5475,30.72885,76.41075,BHUCHI,21,286
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,dadiana,5476,30.67763,76.51508,DADIANA,21,21
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,damheri,5477,30.69824,76.36495,DAMHERI,21,985
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,dedhran,5478,30.70138,76.45265,DEDHRAN,21,515
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,dera mir meran,5479,30.65999,76.36481,DERA MIR MERAN,21,784
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,dhunda,5480,30.73009,76.39627,DHUNDA,21,785
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,fatehpur araian,5481,30.67075,76.41813,FATEHPUR ARAIAN,21,760
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,fatehpur jattan,5482,30.75056,76.43201,FATEHPUR JATTAN,21,871
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,ferozpur,5483,30.68526,76.35946,FEROZPUR,21,1367
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,gandua kalan,5484,30.75185,76.41863,GANDUA KALAN,21,2748
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,ghumand garh,5485,30.68678,76.44101,GHUMAND GARH,21,1014
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,gopalon,5486,30.71837,76.48782,GOPALON,21,1135
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,gunia majri,5487,30.69158,76.45606,GUNIA MAJRI,21,321
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,haji pur,5488,30.71732,76.39713,HAJI PUR,21,1838
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,harlal pura,5489,30.64732,76.35385,HARLAL PURA,21,1838
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,himat pura,5490,30.73625,76.52133,HIMAT PURA,21,206
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,jai singh wala,5491,30.73247,76.46863,JAI SINGH WALA,21,331
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,jandali,5492,30.66278,76.34857,JANDALI,21,752
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,jarkhela kheri,239392,30.68687,76.39252,JARKHELA KHERI,21,425
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,jawanda,5493,30.74336,76.50375,JAWANDA,21,691
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,jodh pur,5494,30.66421,76.43613,JODH PUR,21,363
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,kajal majra,5495,30.71253,76.52375,KAJAL MAJRA,21,365
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,kalondi,5496,30.7181,76.43452,KALONDI,21,1486
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,kalour,5497,30.7076,76.50445,KALOUR,21,2106
PUNJAB,3,FATEHGARH SAHIB,40,BASSI PATHANA,237,kamali,5498,30.70315,76.54355,KAMALI,21,1124
