STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
08,106,00515,075362,Patharra,151,666,BASERI,37293,BHARLI,,
08,106,00515,075363,Bharli,2174,666,BASERI,37293,BHARLI,,
08,106,00515,075364,Indaun,693,666,BASERI,37293,BHARLI,,
08,106,00515,075365,Mai,2224,666,BASERI,37312,MOORIK,,
08,106,00515,075366,Moorik,2379,666,BASERI,37312,MOORIK,,
08,106,00515,075367,Nonerapur Chandoo,662,666,BASERI,37293,BHARLI,,
08,106,00515,075368,Bagthar,4524,666,BASERI,37288,BAGTHAR,,
08,106,00515,075369,Karilpura,617,666,BASERI,37288,BAGTHAR,,
08,106,00515,075370,Jarga,4618,666,BASERI,37302,JARGA,,
08,106,00515,075371,Tuniyapura,714,666,BASERI,37302,JARGA,,
08,106,00515,075372,Pali,452,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075373,Siholi,1452,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075374,Alinagar,500,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075375,Chhar Alinagar,500,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075376,Ramnagar,500,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075377,Pattipura,780,666,BASERI,37299,EKTA,,
08,106,00515,075378,Nrisinghpur,578,666,BASERI,37299,EKTA,,
08,106,00515,075379,Chharboreli,500,666,BASERI,37294,BORELI,,
08,106,00515,075380,Boreli,4769,666,BASERI,37294,BORELI,,
08,106,00515,075381,Khemri,1348,666,BASERI,37294,BORELI,,
08,106,00515,075382,Jageer Boreli,759,666,BASERI,37306,KUNKUTA,,
08,106,00515,075383,Levade Ka Pura,1109,666,BASERI,37306,KUNKUTA,,
08,106,00515,075384,Kunkuta,2325,666,BASERI,37306,KUNKUTA,,
08,106,00515,075385,Bhole Ka Nagla,968,666,BASERI,37306,KUNKUTA,,
08,106,00515,075386,Nagla Raijeet,1789,666,BASERI,37310,MAU GULAWALI,,
08,106,00515,075387,Nagla Mau,1504,666,BASERI,37310,MAU GULAWALI,,
08,106,00515,075388,Mau Gulawali,2109,666,BASERI,37310,MAU GULAWALI,,
08,106,00515,075389,Ekta,1916,666,BASERI,37299,EKTA,,
08,106,00515,075390,Deenpur,797,666,BASERI,37299,EKTA,,
08,106,00515,075391,Dadipura,687,666,BASERI,37299,EKTA,,
08,106,00515,075392,Nagla Bhumma,1104,666,BASERI,37316,RATANPUR,,
08,106,00515,075393,Ratanpur,2054,666,BASERI,37316,RATANPUR,,
08,106,00515,075394,Kuiya,1013,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075395,Atarsooma,1507,666,BASERI,37287,ATARSOOMA,,
08,106,00515,075396,Kalloopura,853,666,BASERI,37311,MAMODHAN,,
08,106,00515,075397,Mirzapur,938,666,BASERI,37316,RATANPUR,,
08,106,00515,075398,Raiviyapura,2950,666,BASERI,37316,RATANPUR,,
