State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Nava Devaliya, 166084, 23.015046, 70.9883, Nava Devaliya, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, CHOTILA, 4247, Jivapar (Anandpur), 165791, 22.411134, 70.991568, Jivapar (Anandpur), 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Juna Devaliya, 166065, 23.011335, 70.992793, Juna Devaliya, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Ratabhe, 166094, 22.845997, 70.99509, Ratabhe, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Survadar, 166105, 23.060907, 71.005805, Survadar, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Dungarpur, 166056, 22.810635, 71.006899, Dungarpur, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Vankiya, 166108, 22.865742, 71.016658, Vankiya, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Dhulkot, 166054, 23.097498, 71.018487, Dhulkot, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, CHOTILA, 4247, Loma Kotadi, 165803, 22.369875, 71.022552, Loma Kotadi, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Charadva, 166048, 22.925992, 71.024956, Charadva, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Samli, 166097, 22.87571, 71.027464, Samli, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, CHOTILA, 4247, Gundala, 165786, 22.425603, 71.028791, Gundala, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, CHOTILA, 4247, Mevasa (Bamanbore), 165807, 22.337512, 71.032506, Mevasa (Bamanbore), 2, 
GUJARAT, 24, SURENDRANAGAR, 475, HALVAD, 4251, Pratapagadh, 166089, 23.038329, 71.033537, Pratapagadh, 2, 
GUJARAT, 24, SURENDRANAGAR, 475, CHOTILA, 4247, Bamanbore, 165766, 22.415097, 71.037041, Bamanbore, 2, 
