,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,Akola,1.25525572177,AGAR,20.819318,76.969741,3489.0,55.824,Agar,20.81073537,76.96189581
1,Akola,2.44708626682,AKHATWADA,20.776549,77.110928,750.0,12.0,Akhatwada,20.78800538,77.13102573
2,Akola,2.24197196819,BHOURAT,20.730066,76.955629,301.0,4.816,Akkalkot,20.7114743,76.96397094
3,Akola,2.54337986008,AKOLI KHURD,20.69972,76.986379,2235.0,35.76,Akoli Bk.,20.67724821,76.99093925
4,Akola,2.54337986008,AKOLI KHURD,20.69972,76.986379,1177.0,18.832,Akoli Kh.,20.67724821,76.99093925
5,Akola,3.08042493042,GHUSAR,20.773509,77.056385,419.0,6.704,Aliyabad,20.74705069,77.06516546
6,Akola,2.50003687056,AMANATPUR,20.75778,76.937402,1062.0,16.992,Amanatpur,20.75006707,76.9599865
7,Akola,2.45804430932,AMBIKAPUR,20.831932,77.124338,850.0,13.6,Ambikapur,20.82652359,77.14727068
8,Akola,1.65767530678,ANAKWADI,20.791957,77.098028,563.0,9.008,Anakwadi,20.78409628,77.11157703
9,Akola,0.825878579754,ANVI,20.738816,77.19544,1971.0,31.536,Anvi,20.73183594,77.19272576
10,Akola,1.80920029979,APATAPA,20.800223,77.119318,1124.0,17.984,Apatapa,20.81564651,77.12486078
11,Akola,0.311300720959,APOTI BK.,20.800666,77.103045,2235.0,35.76,Apoti Bk,20.80265194,77.10515586
12,Akola,1.49668134722,APATAPA,20.800223,77.119318,1177.0,18.832,Apoti Kh,20.80265194,77.10515586
13,Akola,1.20009000394,BABULGAON JH,20.705233,77.078787,687.0,10.992,BABHULGAON JH,20.70544982,77.09032256
14,Akola,0.829472322418,BADLAPUR,20.781337,76.9374141,476.0,7.616,Badlapur,20.78036978,76.94532543
15,Akola,4.04407707979,MAJALAPUR,20.815403,77.187613,652.0,10.432,Bahirkhed,20.7792312,77.18356452
16,Akola,3.95887885553,MORGAON BHAKRE,20.748216,76.898593,623.0,9.968,Bakharabad,20.75526473,76.93591244
17,Akola,0.438219625991,BHOD,20.784147,76.984979,500.0,8.0,Bhod,20.78230764,76.98870702
18,Akola,2.94673920191,BIRSINGPUR,20.700851,77.259997,300.0,4.8,Birsingpur,20.72731231,77.26154044
19,Akola,1.88890403888,SISA,20.722958,77.122395,449.0,7.184,Bondarkhed,20.72602115,77.10453015
20,Akola,1.26099440696,BORGAON KH.,20.722715,77.154052,1442.0,23.072,BORGAON KH,20.71255461,77.1594372
21,Akola,0.865024173487,BORGAON MANJU,20.715589,77.151779,1442.0,23.072,BORGAON MANJU,20.71255461,77.1594372
22,Akola,2.59638883264,ROHANA,20.878645,77.089154,128.0,2.048,BRAMHAPURI,20.86904858,77.111936
23,Akola,1.26655932137,YAWALKHED,20.723167,77.065219,514.0,8.224,Chachondi,20.7330469,77.05915839
24,Akola,4.54309380245,CHANDUR,20.68353,77.002505,5021.0,80.336,Chandur,20.64324863,77.00980918
25,Akola,1.55184972865,CHIKHALGAON,20.551777,76.953529,3660.0,58.56,Chikhalgaon,20.54080287,76.96273689
26,Akola,2.24647760084,DABKI,20.71162,76.9297582,1223.0,19.568,Dabki,20.71993841,76.94944189
27,Akola,0.542209874271,DAHIGAON GAWANDE,20.766319,77.190528,3123.0,49.968,Dahigaon,20.76233443,77.19353406
28,Akola,1.863227871,DAHIHANDA,20.884732,77.130569,1032.0,16.512,Dahihanda,20.9011465,77.13417373
29,Akola,1.74639427751,KOLAMBI,20.692143,77.270747,2147.0,34.352,Dalambi,20.69627472,77.28694456
30,Akola,0.53623833813,DAPURA,20.815403,77.159075,1020.0,16.32,Dapura,20.81399891,77.16401071
31,Akola,1.46325006012,DEVLI,20.653397,77.212372,1431.0,22.896,DEVLI,20.64086268,77.20808962
32,Akola,0.799816427629,KOTHARI,20.687318,77.231103,104.0,1.664,Dhaga,20.68862666,77.22354262
