,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,Achalpur,2.60597533176,SAWLI DATURA,21.30195,77.4808,500.0,8.0,Ajitpur,21.27975294,77.48887019
1,Achalpur,0.865536521383,AMBADA KANDARI,21.29866,77.55339,191.0,3.056,Ambada  Kandari,21.30462751,77.55875437
2,Achalpur,1.36369813463,KHANJAMANAGAR,21.2547,77.44789,676.0,10.816,Aregaon,21.26696284,77.44770653
3,Achalpur,2.1264753704,ASADPUR,21.08374,77.4803,4849.0,77.584,Asatpur,21.10284578,77.4811909
4,Achalpur,0.60553557965,GAULKHEDA,21.32486,77.50601,89.0,1.424,Aurangpur,21.32102651,77.51016206
5,Achalpur,1.45339774292,TAWLAR,21.244,77.42504,89.0,1.424,Aurangpur,21.24570525,77.41113609
6,Achalpur,0.364913045079,AMBADA KANDARI,21.29866,77.55339,191.0,3.056,Bag Ambada,21.2961218,77.55562271
7,Achalpur,1.44330700451,BALEGAON,21.17573,77.47056,800.0,12.8,Balegaon,21.18870918,77.47040625
8,Achalpur,0.890517675691,BELKHEDA,21.36413,77.52764,1536.0,24.576,Belkheda,21.3651317,77.53617204
9,Achalpur,3.95477212464,DHOTHARKHEDA,21.31591,77.48833,18.0,0.288,Beni,21.29751977,77.45565401
10,Achalpur,0.398609165005,BHILONA,21.23001,77.44904,1598.0,25.568,Bhilona,21.2293327,77.4528165
11,Achalpur,2.70326731836,CHAMAK BK.,21.20998,77.47247,500.0,8.0,Bhitkheda,21.23273136,77.48166083
12,Achalpur,0.911703390832,BOPAPUR,21.20505,77.50608,117.0,1.872,Bhopapur,21.20455032,77.51485825
13,Achalpur,1.83993019338,NIMDARI,21.33553,77.40421,117.0,1.872,Bhopapur,21.34509781,77.38971598
14,Achalpur,1.83630106922,BHUGAON,21.21271,77.55138,1780.0,28.48,Bhugaon,21.21335899,77.56908088
15,Achalpur,1.61802027976,BORDI,21.19386,77.49052,1153.0,18.448,Bordi,21.19017144,77.50561688
16,Achalpur,1.45287558276,NIMKUND,21.37852,77.477,573.0,9.168,Buradghat,21.37037689,77.48797289
17,Achalpur,2.45879089217,TULJAPUR JAHANGIR,21.1977,77.45013,113.0,1.808,Chachondi,21.20200793,77.47339308
18,Achalpur,1.48564329905,CHAMAK BK.,21.20998,77.47247,2740.0,43.84,Chamak Bk,21.21913631,77.48290719
19,Achalpur,1.59818625726,CHAMAK KHURD,21.20797,77.4732,1070.0,17.12,Chamak  Kh,21.21913631,77.48290719
20,Achalpur,1.5951109488,DARYABAD,21.31871,77.43611,176.0,2.816,Chandura   Jahagir,21.30779822,77.44610585
21,Achalpur,2.30635766185,CHAWSALA,21.17118,77.4801,3411.0,54.576,Chausala,21.18929472,77.49093487
22,Achalpur,1.25016807475,NARAYANPUR,21.27061,77.53376,1410.0,22.56,Chikhali,21.27585638,77.54443102
23,Achalpur,2.94229436323,KHANJAMANAGAR,21.2547,77.44789,64.0,1.024,Darapur,21.26220431,77.47511694
24,Achalpur,0.155907978436,DARYABAD,21.31871,77.43611,1272.0,20.352,Daryabad,21.31986515,77.43525692
25,Achalpur,1.12830527438,SAWLI DATURA,21.30195,77.4808,11.0,0.176,Datura,21.3120391,77.48196279
26,Achalpur,0.776957900191,DEVGAON,21.34152,77.40936,1850.0,29.6,Devgaon,21.34061806,77.41679898
27,Achalpur,2.64163770746,CHAMAK BK.,21.20998,77.47247,354.0,5.664,Dewari,21.23334711,77.46787286
28,Achalpur,0.893335688605,DHAMANGAON  GADI,21.34596,77.44139,5099.0,81.584,Dhamangaon,21.34699413,77.44994396
29,Achalpur,1.55287607227,DHOTHARKHEDA,21.31591,77.48833,3557.0,56.912,Dhotarkheda,21.32949122,77.49182195
30,Achalpur,1.01033457677,DONODA,21.12981,77.52773,805.0,12.88,Donoda,21.1371776,77.53343102
31,Achalpur,0.553539218115,EKLASPUR,21.32881,77.46585,2063.0,33.008,Ekalaspur,21.33283853,77.46271048
32,Achalpur,1.45218767139,GAULKHEDA,21.32486,77.50601,2133.0,34.128,Gaurkheda,21.33691681,77.51139836
33,Achalpur,1.45677677242,BELKHEDA,21.36413,77.52764,394.0,6.304,Gondvihir,21.36394447,77.51357363
34,Achalpur,4.26862571392,WAGHDOH,21.24613,77.32537,1031.0,16.496,Gondwagholi,21.27762455,77.34892274
35,Achalpur,0.766160442676,HANWATKHEDA,21.31205,77.44636,1553.0,24.848,Hanawatkheda,21.31772818,77.45054963
36,Achalpur,1.48190367056,HARAM,21.25087,77.453,2380.0,38.08,Haram,21.25925286,77.46411664
37,Achalpur,1.26537130763,HIWRA PURNA,21.12666,77.56657,615.0,9.84,Hiwara,21.13694296,77.5717958
38,Achalpur,2.1139253384,ISAPUR,21.13122,77.41977,616.0,9.856,Isapur,21.14896613,77.42708053
39,Achalpur,3.7676988847,CHAWSALA,21.17118,77.4801,468.0,7.488,Isegaon,21.16909335,77.516367
40,Achalpur,1.96243113847,NIMDARI,21.33553,77.40421,276.0,4.416,Jalalpur,21.32021529,77.41362592
41,Achalpur,3.22864939713,UPATKHEDA,21.2778,77.39067,435.0,6.96,Jambhala,21.29147283,77.41816038
42,Achalpur,2.94054577653,KAKADA,21.15061,77.42891,275.0,4.4,Janori,21.17703492,77.42780613
43,Achalpur,2.41501966909,WAGHDOH,21.24613,77.32537,1271.0,20.336,Januna,21.25280704,77.30319542
44,Achalpur,1.19700249604,JAWLAPUR,21.19592,77.36338,935.0,14.96,Jawalapur,21.20452957,77.37031116
45,Achalpur,1.75208330533,JAWARDI,21.229,77.54821,764.0,12.224,Jawardi,21.23506959,77.56380983
46,Achalpur,1.77828461312,KAKADA,21.15061,77.42891,4280.0,68.48,Kakda,21.1621967,77.44072975
47,Achalpur,2.76037690606,NIMKUND,21.37852,77.477,675.0,10.8,Kalwit,21.36938792,77.5017889
48,Achalpur,2.74361828051,SINDHI BK.,21.18509,77.40751,2.0,0.032,Kamatwada,21.20735711,77.39610954
49,Achalpur,1.61995374007,KANDALI,21.29998,77.52264,14985.0,239.76,Kandali,21.30043896,77.53826898
50,Achalpur,1.66612946989,KASAMPUR,21.23141,77.37532,1003.0,16.048,Kasampur,21.24542575,77.36963533
51,Achalpur,1.94578087494,KHAIRI,21.12815,77.53408,249.0,3.984,Khairi,21.13233321,77.55229626
52,Achalpur,2.4863896903,TULJAPUR JAHANGIR,21.1977,77.45013,300.0,4.8,Khambora,21.21858908,77.45868732
53,Achalpur,5.43265449139,SAWLAPUR,21.08618,77.55402,137.0,2.192,Khanapur Chinchkheda,21.11794523,77.51423059
54,Achalpur,3.61677154696,BHILONA,21.23001,77.44904,137.0,2.192,Khanapur N. Bhinkheda,21.24142119,77.48171791
55,Achalpur,4.03098691344,CHAMAK KHURD,21.20797,77.4732,137.0,2.192,Khanapur N.Rahimpur,21.22712032,77.50621874
56,Achalpur,0.414173632212,KHANJAMANAGAR,21.2547,77.44789,1270.0,20.32,Khanjamanagar,21.25672294,77.45124583
57,Achalpur,4.69983112542,KHANJAMANAGAR,21.2547,77.44789,500.0,8.0,Khanjirpur,21.25641235,77.49320452
58,Achalpur,1.53158375431,UPATKHEDA,21.2778,77.39067,231.0,3.696,Khatijapur,21.2699944,77.40284854
59,Achalpur,3.9909247454,DEOMALI,21.2748,77.52373,3613.0,57.808,Kheldeomali,21.26636458,77.48629387
60,Achalpur,3.997651281,SAWLI DATURA,21.30195,77.4808,1097.0,17.552,Kheltapmali,21.26636458,77.48629387
61,Achalpur,4.12920007907,CHAMAK KHURD,21.20797,77.4732,482.0,7.712,Khojanpur,21.23669822,77.49844231
62,Achalpur,1.6450508273,DHOTHARKHEDA,21.31591,77.48833,78.0,1.248,Khudanpur,21.30438192,77.49828275
63,Achalpur,5.2548102635,NARAYANPUR,21.27061,77.53376,500.0,8.0,Khushalpur,21.30438192,77.49828275
64,Achalpur,1.33609374468,KOLHA,21.12353,77.45394,1459.0,23.344,Kolha,21.13283058,77.46209605
65,Achalpur,1.84560598949,BHILONA,21.23001,77.44904,262.0,4.192,Kopra,21.2447576,77.45721064
66,Achalpur,0.775832795319,KOTHARA,21.32221,77.54378,648.0,10.368,Kothara,21.32370069,77.55109701
67,Achalpur,1.50117323806,GAULKHEDA,21.32486,77.50601,500.0,8.0,Kumbhi,21.33200462,77.51830711
68,Achalpur,0.80822783629,KUSHTA BK.,21.17989,77.44353,2740.0,43.84,Kushta Bk.,21.18522011,77.44882996
69,Achalpur,0.938063097938,KHUSTA KHURD,21.17983,77.44187,1070.0,17.12,Kushta Kh.,21.18522011,77.44882996
70,Achalpur,0.751442121822,MALHARA,21.35349,77.493,2035.0,32.56,Malhara,21.35214717,77.50011127
71,Achalpur,3.29967125817,BORGAON  PETH,21.19467,77.54026,322.0,5.152,Mengnathpur,21.19668033,77.57201465
72,Achalpur,3.2335256316,MALHARA,21.35349,77.493,1642.0,26.272,Mhasona,21.35732243,77.52395128
73,Achalpur,0.601656587727,BORGAON  DORI,21.1804,77.53304,375.0,6.0,Mukindpur,21.18241582,77.52765488
74,Achalpur,1.07750315531,SAWLI DATURA,21.30195,77.4808,24.0,0.384,Muradpur,21.29405648,77.47476725
75,Achalpur,2.26229118143,BHUGAON,21.21271,77.55138,222.0,3.552,Nababpur,21.22452052,77.56915105
76,Achalpur,3.58909592181,NARAYANPUR,21.27061,77.53376,30.0,0.48,Nagarwadi,21.28312599,77.56568842
77,Achalpur,1.82020844882,NAIGAON,21.20147,77.49032,1298.0,20.768,Naigaon,21.21508714,77.50006488
78,Achalpur,2.36407892846,NARAYANPUR,21.27061,77.53376,1526.0,24.416,Narayanpur,21.27175965,77.55654159
79,Achalpur,1.31553402135,GAULKHEDA,21.32486,77.50601,447.0,7.152,Narsala,21.31324352,77.50841683
80,Achalpur,1.3263852745,GAULKHEDA,21.32486,77.50601,472.0,7.552,Narsari,21.33632808,77.50248664
81,Achalpur,0.648518909226,KOLHA,21.12353,77.45394,265.0,4.24,Narsingpur,21.12502836,77.45998257
82,Achalpur,1.09907208413,NIZAMPUR,21.2052,77.52427,500.0,8.0,Nijampur,21.21347248,77.5300726
83,Achalpur,2.73968841664,NIMBHARI,21.08951,77.49461,1573.0,25.168,Nimbhari,21.09720003,77.51969886
84,Achalpur,0.737462316919,NIMDARI,21.33553,77.40421,744.0,11.904,Nimdari,21.33548164,77.39709006
85,Achalpur,2.92309865125,PANDHRI,21.36551,77.54653,500.0,8.0,Nimkheda,21.33942877,77.54299633
86,Achalpur,0.119547332272,NIMKUND,21.37852,77.477,620.0,9.92,Nimkund,21.37954881,77.47733519
87,Achalpur,2.48069790128,PANDHRI,21.36551,77.54653,1305.0,20.88,Pandhari,21.38769298,77.54398261
88,Achalpur,0.650961579982,PARSAPUR,21.25995,77.41618,4050.0,64.8,Parasapur,21.26573199,77.41519613
89,Achalpur,5.27052525025,JAWLAPUR,21.19592,77.36338,613.0,9.808,Pardi,21.2311049,77.39744833
90,Achalpur,0.952937988516,PATHROT,21.21605,77.36611,15693.0,251.088,Pathrot,21.22321151,77.36106049
91,Achalpur,1.41743397423,PIMPALKHUTA,21.3417,77.415,945.0,15.12,Pimpalkhuta,21.35205206,77.4070138
92,Achalpur,4.16668344026,SINDHI BK.,21.18509,77.40751,534.0,8.544,Pohi,21.20769759,77.4395622
93,Achalpur,5.40742148654,CHAMAK KHURD,21.20797,77.4732,453.0,7.248,Rahimapur N. Khanapur,21.22665174,77.52136333
94,Achalpur,2.03036756139,WAGHDOH,21.24613,77.32537,1080.0,17.28,Raipur,21.26398294,77.32125846
95,Achalpur,2.52900940458,SHAHAPUR JHAHANGIR,21.08956,77.48139,1080.0,17.28,Raipur Jahangir,21.11025863,77.47128641
96,Achalpur,2.23254531844,UPATKHEDA,21.2778,77.39067,158.0,2.528,Rajjakpur,21.25841162,77.38507273
97,Achalpur,2.74118070415,NARAYANPUR,21.27061,77.53376,28.0,0.448,Rajura,21.28091704,77.55779181
98,Achalpur,1.53131411386,RAMAPUR BK.,21.22005,77.3559,500.0,8.0,Ramapur Bk.,21.23047164,77.36555745
99,Achalpur,1.53131411386,RAMAPUR BK.,21.22005,77.3559,1070.0,17.12,Ramapur  Kh,21.23047164,77.36555745
