State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, AARAVE, 176103, 21.1533, 74.6441, ARAVE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, ACHHI, 176095, 21.3652, 74.708, ACHHI G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, AJANDE BK, 176096, 21.1446, 74.8878, AJANDE BK G.P., 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, AJANDE KH, 176097, 21.2158, 74.8144, AJANDE KH, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, AKKADSE, 176098, 21.3202, 74.7938, AKKADASE G.P., 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, ALANE, 176099, 21.2227, 74.7302, ALANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, AMALTHE, 176100, 21.3597, 74.7511, AMALTHE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, AMRALE, 176101, 21.1441, 74.6583, AMARALE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, ANJANVIHIRE, 176102, 21.2425, 74.5769, ANJANVIHIR G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, BABHULDE, 176104, 21.2066, 74.7216, BABHULDE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, BAMHANE, 176105, 21.3505, 74.625, BAMHANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, BETAWAD, 176106, 21.1686, 74.9097, BETAWAD G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, BHADANE, 176107, 21.2488, 74.6891, BHADANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHANDGAD, 176108, 21.2352, 74.8538, CHANDGAD G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHAUGAON BK., 176109, 21.3022, 74.6777, CHAUGAON BK, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHAUGAON KH., 176110, 21.2972, 74.6788, CHAUGAON KH G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHILANE, 176111, 21.3341, 74.67833, CHILANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHIMATHANE, 176112, 21.1816, 74.6897, CHIMTHANA G.P., 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHIMTHAVAL, 176113, 21.0947, 74.7022, CHIMTHAVAL G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, CHIRANE, 176114, 21.2225, 74.7311, CHIRNE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DABHASHI, 176116, 21.2669, 74.8461, DABHASHI G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DABLI, 176115, 21.1894, 74.7869, DABLI G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DALWADE PR. N, 176117, 21.3127, 74.6936, DALWADE, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DANGURNE, 176167, 21.1072, 74.7294, DANGURNE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DARANE, 176119, 21.1383, 74.6902, DRANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DARKHEDA, 176120, 21.1383, 74.7194, DARKHEDA G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DASWEL, 176121, 21.2236, 74.7825, DASWEL G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DATTANE, 176122, 21.2283, 74.8106, DATTANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DAUL, 176123, 21.356443, 74.583864, DAUL G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DEGAON, 176124, 21.3202, 74.9725, DEAGAON G.P., 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DHAMANE, 176126, 21.3433, 74.6458, DHAMANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DHANDARNE, 176127, 21.1897, 74.7894, DHANDARNE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DHAWADE, 176128, 21.38, 74.5797, DHAWADE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DIVI, 176125, 21.2216, 74.6088, DIVI G.P., 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, DONGARGAON, 176129, 21.2216, 74.848, DONGARGAON G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, GAVHANE, 176130, 21.2258, 74.8258, GAVHANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, GORANE, 176131, 21.2822, 74.8758, GORANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, HATNUR, 176132, 21.225, 74.6919, HATNUR G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, HISPUR, 176133, 21.413, 74.8328, HISPUR G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, HOL Pra.Be., 176134, 21.21, 74.7811, HOL G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, HUMBARDE, 176135, 21.3691, 74.9952, HUNMBARDE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, JAKHANE, 176136, 21.2516, 74.6208, JAKHANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, JASANE, 176137, 21.361535, 74.694446, JASANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, JATODE, 176138, 21.1663, 74.8577, JATODE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, JOGSHELU, 176139, 21.2961, 74.6602, JOGSHELU G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, JUNE KODADE, 176140, 21.382148, 74.621758, JUNE KOLDE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, KADANE, 176141, 21.2219, 74.7313, KADANE G.P, 1,2,
MAHARASHTRA, 27, DHULE, 498, SHINDKHEDE, 4369, KALGAON, 176142, 21.3891, 74.6947, KALGAON G.P, 1,2,
