State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, AMBADA, 170713, 21.29866, 77.55339, GP Ambada, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, ASADPUR, 170714, 21.08374, 77.4803, GP Asadpur, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BALEGAON, 170715, 21.17573, 77.47056, GP Balegaon, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BELKHEDA, 170716, 21.36413, 77.52764, GP Belkheda, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BHILONA, 170717, 21.23001, 77.44904, GP Bhilona, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BHUGAON, 170718, 21.21271, 77.55138, GP Bhugaon, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BOPAPUR, 170719, 21.20505, 77.50608, GP Bopapur, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BORDI, 170720, 21.19386, 77.49052, GP Bordi, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BORGAON DORI, 170721, 21.1804, 77.53304, GP Borgaon Dori, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, BORGAON PETH, 170722, 21.19467, 77.54026, GP Borgaon peth, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, CHAMAK BK., 170724, 21.20998, 77.47247, G Chamak Bk, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, CHAMAK KHURD, 170723, 21.20797, 77.4732, GP Chamak Kh, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, CHAWSALA, 170725, 21.17118, 77.4801, GP Chousala, 1,2,
MAHARASHTRA, 27, AMRAVATI, 503, ACHALPUR, 4298, DARYABAD, 170726, 21.31871, 77.43611, GP Daryabad, 1,2,
