State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, AKOLE, 193701, 17.505417, 75.368111, AKOLE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, ANDHALGAON, 193702, 17.465917, 75.345694, ANDALGAON PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, ARALI, 193703, 17.477028, 75.62325, ARALI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, ASABEWADI, 193704, 17.287417, 75.549583, ASABEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BATHAN, 193706, 17.595222, 75.522778, BATHAN PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BAVACHI, 193707, 17.334389, 75.474694, BAVACHI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BHALEWADI, 193709, 17.465833, 75.514111, BHALEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BHALWANI, 193708, 17.409861, 75.460806, BHALWANI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BHOSE, 193710, 17.311139, 75.37425, BHOSE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BORALE, 193711, 17.49475, 75.584444, BORALE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, BRAMHPURI, 193712, 17.558389, 75.553472, BRAMHPURI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, CHIKHALGI, 193713, 17.322299, 75.444092, CHIKHALGI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, DEGAON, 193714, 17.545306, 75.416417, DEGAON PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, DHARMGAON, 193715, 17.585833, 75.446694, DHARMGAON PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, DHAVALAS, 193716, 17.574389, 75.420778, DHAVALAS PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, DIKSAL, 193717, 17.410583, 75.525222, DIKSAL PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, DONAJ, 193718, 17.45325, 75.560833, DONAJ PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, DONGARGAON, 193719, 17.459889, 75.418528, DONGARGAON PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, FATEWADI, 193760, 17.466833, 75.476722, FATEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, GANESHWADI, 193720, 17.486139, 75.370222, GANESHWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, GHARNIKI, 193721, 17.549972, 75.389861, PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, GONEWADI, 193722, 17.387111, 75.342472, GONEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, GUNJEGAON, 193723, 17.521222, 75.331222, GUNJEGAON PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, HAJAPUR, 193724, 17.42375, 75.423639, HAJAPUR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, HANNUR, 193727, 17.265379, 75.375529, HANNUR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, HIVARGAON, 193725, 17.436556, 75.441528, KHOMNAL PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, HULJANTI, 193726, 17.348083, 75.552861, HULJANTI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, JALIHAL SIDHANKERI, 193728, 17.396889, 75.433806, JALIHAL SCHOOL, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, JANGALGI, 193729, 17.3125, 75.484222, JANGALGI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, JITTI, 193730, 17.362417, 75.488278, JITTI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, JUNONI, 193731, 17.397528, 75.369806, JUNONI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KACHAREWADI, 193732, 17.47875, 75.402972, KACHAREWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KAGASHT, 193733, 17.40375, 75.550111, KAGASHT PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KATRAL KARJAL, 193734, 17.391694, 75.588639, KATRAL PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KHADAKI, 193735, 17.38975, 75.391722, KHADAKI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KHAVE, 193736, 17.374917, 75.503389, KHAVE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KHOMNAL, 193738, 17.456222, 75.457167, KHOMNAL PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, KHUPSANGI, 193737, 17.469611, 75.436278, KHUPSANGI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, LAMANTANDA, 241562, 17.426306, 75.558278, LAMANTANDA PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, LAVANGI, 193739, 17.264028, 75.488694, LAVANGI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, LAXMI DAHIWADI, 193740, 17.473806, 75.299972, LAXMIDAHIWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, LENDAVE CHINCHALE, 193741, 17.41575, 75.314917, LENDAVE CHINCHALE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, LONAR, 193742, 17.227417, 75.384583, PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MACHANUR, 193743, 17.566833, 75.562306, MACHANUR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MAHMDABAD (H), 193751, 17.258, 75.393167, MAHAMADABAD(H) PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MAHMDABAD (S), 193752, 17.522889, 75.304222, MAHAMADABAD(S) PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MALEWADI, 193744, 17.364694, 75.528528, MALEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MALLEWADI, 193745, 17.557028, 75.412, MALLEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MANEWADI, 193746, 17.270389, 75.349111, MANEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MARAPUR, 193748, 17.546917, 75.374944, PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MORAVADI, 193749, 17.392556, 75.51525, MARVADE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MOROLI, 193750, 17.268861, 75.457611, MOROLI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MUDHAVI, 193753, 17.589917, 75.477028, MUNDHAVI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, MUNDHEWADI, 193754, 17.516278, 75.541611, MUNDHEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, NANDESHWAR, 193755, 17.362944, 75.372194, NANESHWAR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, NANDUR, 193756, 17.441139, 75.59625, NANDUR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, NIMBONI, 193757, 17.364111, 75.461472, NIMBONI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, PADOLKARWADI, 193758, 17.204778, 75.376639, PADOLKARWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, PATKHAL METKARWADI, 193759, 17.444528, 75.386917, PATKUL PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, POUT, 193761, 17.338806, 75.520944, POUT PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, RADDE, 193762, 17.355694, 75.461361, RADDE PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, RAHATEWADI, 193763, 17.531111, 75.564667, RAHATEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, REVEWADI, 193764, 17.243778, 75.353389, REVEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SALAGAR BK, 193765, 17.286, 75.502917, SALGAR(BK) PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SALAGAR KH, 193766, 17.307444, 75.518, PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SHELEWADI, 193767, 17.493, 75.361111, SHELEWADI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SHIRASHI, 193769, 17.371194, 75.314861, SHIRASHI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SHIRNADGI, 193770, 17.2979, 75.430241, PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SHIVANGI, 193768, 17.304389, 75.566778, PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SIDDAPUR, 193771, 17.529444, 75.6305, SIDDAPUR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, SODDI, 193772, 17.323306, 75.579417, SODDI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, TALSANGI, 193773, 17.436472, 75.490861, TALSANGI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, TAMDARDI, 193774, 17.543361, 75.578639, TAMDARDI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, TANDOR, 193775, 17.529972, 75.617556, TANDOR PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, UCHETHAN, 193776, 17.597472, 75.510278, UCHETHAN PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, VEDRAV, 193777, 17.389694, 75.508083, VEDRAV PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, MANGALVEDHE, 4583, YELAGI, 193778, 17.329194, 75.547333, YELAGI PANCHAYAT OFFICE, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, ADHIV, 241563, 17.725917, 75.360611, ADHIV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, AJANSOND, 241564, 17.697056, 75.395139, AJANSOND GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, AJOTE (N.V.), 239649, 17.762361, 75.307639, AJOTI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, AMBE, 241565, 17.644, 75.447806, AMBE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, AMBECHINCHOLI, 241566, 17.604083, 75.512639, AMBECHINCHOLI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, ANAWALI, 241567, 17.63075, 75.379361, ANAWALI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, AVHETARATGAON (BHOSE), 241568, 17.810556, 75.172167, AVHE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BABHULGAON, 241569, 17.765333, 75.38275, BABHULGAV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BARDI, 241570, 17.862806, 75.345861, BARDI EXCH, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BHALWANI, 241571, 17.696972, 75.129806, BHALWANI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BHANDI SHEGAON, 241572, 17.712306, 75.213222, BHANDISHEGAV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BHATUMBARE, 241573, 17.694833, 75.33475, BHATUMBRE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BHOSE, 241574, 17.809306, 75.286556, BHOSE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BITARGAON (N.V.), 241575, 17.699833, 75.416361, BITARGAV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, BOHALI, 241576, 17.608556, 75.252056, BOHALI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, CHALE, 241577, 17.675056, 75.42125, CHALE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, CHILAIWADI, 241578, 17.777972, 75.319028, CHILAIWADI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, CHINCHOLI BHOSE, 241579, 17.700972, 75.311472, CHINCHOLI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, DEGAON VITTALWADI, 241580, 17.696306, 75.384056, DEGAV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, DEVADE, 241581, 17.759028, 75.224333, DEVADE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, DHONDEWADI, 241582, 17.703028, 75.160778, DHONDEWADI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, EKALASPUR, 241583, 17.601167, 75.391028, EKALASPUR GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, FULCHINCHOLI, 241584, 17.692583, 75.501556, FULCHINCHOLI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, GADEGAON, 241585, 17.659611, 75.249333, GADEGAV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, GARDI, 241586, 17.639333, 75.148972, GARDI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, GOPALPUR, 241587, 17.663972, 75.348222, GOPALPUR GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, GURSALE VENUNAGAR, 241588, 17.732361, 75.315222, GURASALE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, HOLE BK, 241589, 17.754444, 75.286556, HOLE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, ISHWAR WATHAR, 241590, 17.722917, 75.409333, ISHWARWATHAR GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, JADHAVWADI, 241591, 17.831306, 75.340639, JADHAVWADI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, JAINWADI, 241592, 17.674694, 75.153083, JAINWADI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, JALOLI, 241593, 17.886583, 75.23325, JALOLI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KANHAPURI, 241594, 17.922361, 75.180861, KANHAPURI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KARKAMB, 241595, 17.862, 75.299139, KARKAMB GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KAROLE, 241596, 17.870611, 75.135, KAROLE GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KASEGAON, 241597, 17.617444, 75.328583, KASEGAV GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KESKARWADI, 241599, 17.739278, 75.141611, KESKARWADI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KHARATWADI, 241600, 17.816833, 75.374472, KHARATWADI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KHARDI, 241601, 17.575083, 75.270917, KHARDI GP, 1,2,
MAHARASHTRA, 27, SOLAPUR, 526, PANDHARPUR, 4585, KHARSOLI, 241602, 17.676861, 75.466611, KHARSOLI GP, 1,2,
