State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, AMBEGAON, 182615, 19.258172, 77.465701, AMBEGAON, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, AMRABAD, 182616, 19.246941, 77.420643, AMRABAD, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, AMRABAD TANDA, 182617, 19.238463, 77.419454, AMRABAD TANDA, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, BAMNI, 182619, 19.244202, 77.341834, BAMNI, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, BARASGAON, 182620, 19.242957, 77.401851, BARASGAON, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, BELSAR, 182621, 19.261137, 77.408942, BELSAR, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, BHOGAON, 182622, 19.344873, 77.318852, BHOGAON, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, CHENAPUR, 182623, 19.278589, 77.484993, CHENAPUR, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DABHAD, 182624, 19.236197, 77.354884, DABHAD, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DEGAON (BK), 182625, 19.198451, 77.379002, DEGAON (BK), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DEGAON (K), 182626, 19.28286, 77.260864, DEGAON (K), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DELUB (KD), 182628, 19.333529, 77.320597, DELUB (KD), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DELUB(BK), 182627, 19.328273, 77.347642, DELUB(BK), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DHAMDARI, 182629, 19.307752, 77.257621, DHAMDARI, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DIGRAS, 182630, 19.202061, 77.355462, DIGRAS, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, DOUR, 182631, 19.277331, 77.268172, DOUR, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, GANPUR, 182632, 19.29052, 77.321733, GANPUR, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, JAMBHURUN, 182633, 19.254007, 77.375422, JAMBHURUN, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, KAMTHA (BK), 182634, 19.281861, 77.31272, KAMTHA (BK), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, KHAIRGAON (BK), 182635, 19.217661, 77.431705, KHAIRGAON (BK), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, KONDHA, 182636, 19.306755, 77.328461, KONDHA, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, LAHAN, 182637, 19.282427, 77.459482, LAHAN, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, LONI (BK), 182638, 19.276761, 77.417462, LONI (BK), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, LONI (KD), 182639, 19.274601, 77.416705, LONI (KD), 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, MALEGAON, 182640, 19.299902, 77.269543, MALEGAON, 1,2,
MAHARASHTRA, 27, NANDED, 511, ARDHAPUR, 4457, MENDHLA (BK), 182641, 19.260384, 77.332785, MENDHLA (BK), 1,2,
