State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, *Keliweli  GM, 485600, 20.86244, 77.03954, Keliveli GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Adgaon Kh, 170273, 21.11542, 76.97024, Adgaon kh Grampanchyat( GPT), 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Akoli Jahangir, 170506, 21.152659, 77.095085, Akoli Jahangir GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Akolkhed, 170275, 21.15029, 77.09077, Akolkhed GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Alewadi, 481200, 20.998889, 77.000272, Alewadi GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Amboda, 170277, 21.163545, 77.05643, Amboda GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Asegaon Bajar, 170279, 21.05447, 77.12719, Asegaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Balegaon, 170280, 21.03099, 77.03101, Balegaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Bambarda Bk, 170281, 20.99237, 77.15179, Bambarda GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Belura, 170602, 21.14027, 76.9854, Belura GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Bordi, 170283, 21.15486, 77.03002, Bordi GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Chandikapur, 170284, 21.11889, 77.11881, Chandikapur GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Chohatta, 170285, 20.92271, 77.00707, Chohatta GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Danori, 170286, 20.94619, 77.03523, Danori GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Deori, 170288, 21.0034, 77.01527, Deori GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Deulgaon, 170612, 21.09105, 77.12626, Deulgaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Dewarda, 170287, 20.94323, 76.99426, Devarda GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Dhamangaon, 170291, 21.1266, 77.181, Dhamangaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Dharel, 170292, 20.91145, 77.03599, Dharel GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Dinoda, 170293, 20.986939, 77.069769, Dinoda GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Diwthana, 170294, 21.13122, 77.12273, Diwathana GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Edlapur, 529714, 21.15985, 76.9494, Edalapur GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Hanwadi, 170296, 20.92993, 76.94895, Hanwadi GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Jalgaon Nahate, 170297, 21.08703, 77.00049, Jalgaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Jaulka, 170298, 21.00436, 77.07632, Jaulka GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Jaulkhed Bk., 170299, 20.89734, 77.0725, Jaulkhed Bk GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Jitapur Pr. Adgaon, 170300, 21.16459, 76.98446, Jitapur GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Kalwadi, 170301, 21.0566, 77.0677, Kalwadi GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Karatwadi, 170302, 21.05111, 77.09098, Karatwadi GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Karatwadi (R), 170303, 20.92195, 77.01691, Karatwadi┬«GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Karodi, 170304, 20.91274, 77.01734, Karodi GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Kasod Shivpur, 469400, 21.16432, 77.01723, Kasod Shivpur GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Kautha Bk., 170377, 21.04401, 77.1122, Kautha Bk GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Kawasa Bk., 170305, 20.96197, 77.05407, Kawasa GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Khairkhed, 470400, 21.1667, 76.93205, Khairkhed GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Khirkund Bk., 170309, 21.23031, 77.17312, Khirkund GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Kinkhed, 170548, 20.87931, 77.00946, Kinkhed GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Koha, 170680, 21.20983, 77.11427, Koha GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Kutasa, 170312, 20.94794, 77.11092, Kutasa GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Ladegaon, 170313, 21.15149, 77.00636, Ladegaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Lamkani, 170314, 21.0244, 76.98925, Laamkani GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Lohari Bk., 529736, 21.07166, 76.98882, Lohari BK GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Lotkhed, 170316, 20.99405, 77.07937, Lotkhed GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Mahagaon, 170317, 21.18125, 77.14523, Mahagaon GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Makrampur, 170318, 21.15159, 77.00629, Makrampur GPT, 1,2,
MAHARASHTRA, 27, AKOLA, 501, AKOT, 4292, Manchanpur, 170319, 21.079856, 77.126446, Manchanpur GPT, 1,2,
