State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, ALEGAON, 196465, 20.54275, 78.026383, ALEGAON, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, ASEGAONDIVI, 196466, 20.521767, 78.024533, ASEGAONDIVI, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, ASHTRAMPUR, 196467, 20.66885, 78.265783, ASHTRAMPUR, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, BABHULGAON, 196468, 20.556333, 78.16685, BABHULGAON, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, BARAD, 196469, 20.631, 78.1443, BARAD, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, BHATMARG, 196470, 20.4968, 78.123667, BHATMARG, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, BORGAON, 196471, 20.520533, 78.07865, BORGAON, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, CHIMNAPUR, 196472, 20.517683, 78.1292, CHIMNAPUR, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, CHONDHI, 196473, 20.496017, 78.131817, CHONDHI, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, DEHANI, 196475, 20.570467, 78.0314, DEHANI, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, DHABA, 196474, 20.59735, 78.01985, DHABA, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, DIGHI, 196476, 20.498933, 78.12476, DIGHI, 1,2,
MAHARASHTRA, 27, YAVATMAL, 510, BABHULGAON, 4619, FALEGAON, 196477, 20.631317, 78.127317, FALEGAON, 1,2,
