State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, ADAGAON, 116614, 19.8945, 77.182667, ADAGAON, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, AMBHORI, 116615, 19.725083, 77.237111, AMBHORI, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, AMGAVAN, 253626, 19.901972, 77.154028, AMGAVAN, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, AMLA, 116613, 19.777319, 77.052457, AMLA, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, ANDHARWADI, 241674, 19.738021, 77.142997, ANDHARWADI, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BALSOND, 116632, 19.750637, 77.158461, BALSOND, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BANGAL SAWARGAON, 116641, 19.845083, 77.339278, BANGAL SAWARGAON, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BASAMBA, 116625, 19.765965, 77.176806, BASAMBA, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BELURA, 116623, 19.872806, 77.202583, BELURA, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BHANDEGAON, 116634, 19.808694, 77.126694, BHANDEGAON, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BHATSAVGI TANDA, 241678, 19.879578, 77.29011, BHATSAVGI TANDA, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BHATSAVNGI, 116635, 19.881071, 77.296985, BHATSAVNGI, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BHINGI, 116658, 19.908028, 77.209639, BHINGI, 1,2,
MAHARASHTRA, 27, HINGOLI, 512, HINGOLI, 4393, BHIRADA, 116602, 19.795134, 77.188981, BHIRADA, 1,2,
