State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, HINGANI, 184273, 21.417778, 74.683333, HINGANI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, HOL, 184274, 21.580833, 74.4825, HOL, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, ISLAMPUR, 184275, 21.687222, 74.401667, ISLAMPUR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, JAM, 184276, 21.6325, 74.634167, JAM, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, JAVADE TB, 184277, 21.641667, 74.389722, JAVADE TB, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, JAVADE TH, 184278, 21.64, 74.646944, JAVADE TH, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, JAVKHEDA, 184279, 21.612778, 74.554722, JAVKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, JAYNAGARE, 184280, 21.494444, 74.606944, JAYNAGARE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, JUNAVANE, 184281, 21.6075, 74.488889, JUNAVANE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KAKARDE KH, 184284, 21.4625, 74.665833, KAKARDE KH, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KAKARDEDIGAR, 184283, 21.462222, 74.668056, KAKARDEDIGAR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KALMADI TB, 184286, 21.622778, 74.359444, KALMADI TB, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KALSADI, 184287, 21.575833, 74.427222, KALSADI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KALUMBU, 184285, 21.453056, 74.549444, KALUMBU, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KAMARAWAD, 184288, 21.563889, 74.555278, KAMARAWAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KANADI H, 184289, 21.647222, 74.439444, KANADI H, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KANADI TS, 184282, 21.470556, 74.478889, KANADI TS, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KANSAI, 184290, 21.682222, 74.412778, KANSAI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KARAJOT, 184293, 21.576944, 74.575, KARAJOT, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KARANKHEDA, 184291, 21.586389, 74.352222, KARANKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KARJAI, 184292, 21.519444, 74.404444, KARJAI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KAUTHAD TH, 184296, 21.507778, 74.54, KAUTHAD TH, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KAUTHAL TS, 184297, 21.430278, 74.491111, KAUTHAL TS, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KAWADITH, 184298, 21.598056, 74.540278, KAWADITH, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KHAIRVE, 184299, 21.419444, 74.605278, KHAIRVE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KHAPARKHEDA, 184300, 21.491389, 74.663611, KHAPARKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KHATHARDE DIGAR, 184294, 21.563611, 74.388611, KHATHARDE DIGAR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KHATHARDE K, 184295, 21.569722, 74.399167, KHATHARDE K, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KHEDDIGAR, 184302, 21.668056, 74.574722, KHEDDIGAR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KHORGON, 184301, 21.694444, 74.551111, KHORGON, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KOANDWAD, 184305, 21.487222, 74.630278, KOANDWAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KOCHARA, 184303, 21.658333, 74.578611, KOCHARA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KODHAWAD, 184304, 21.650556, 74.410278, KODHAWAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KOTHALI, 184306, 21.463611, 74.576667, KOTHALI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KOUTHAD, 184307, 21.511944, 74.554722, KOUTHAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KUKAWAL, 184308, 21.469444, 74.573611, KUKAWAL, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KURANGI, 184310, 21.635833, 74.589722, KURANGI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KURHAWAD TS, 184309, 21.429444, 74.495833, KURHAWAD TS, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, KUSUMWADA, 184311, 21.668611, 74.436667, KUSUMWADA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, LAGADI, 184314, 21.571389, 74.714444, LAGADI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, LOHARE, 184315, 21.595, 74.578611, LOHARE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, LOKKADKOT, 184312, 21.705, 74.488889, LOKKADKOT, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, LOMBADE, 184313, 21.529722, 74.430833, LOMBADE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, LONDHARE, 184316, 21.526111, 74.586389, LONDHARE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, LONKHEDA, 184317, 21.569167, 74.4875, LONKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MADKANI, 184318, 21.679722, 74.460833, MADKANI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MALGAON, 184319, 21.546944, 74.705556, MALGAON, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MANARAD, 184323, 21.535833, 74.447778, MANARAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MANDANE, 184321, 21.593333, 74.624167, MANDANE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MANMODYA, 184322, 21.545, 74.642778, MANMODYA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MASAWAD, 184324, 21.641944, 74.481389, MASAWAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MOHIDA, 184325, 21.524167, 74.498889, MOHIDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MOHIDE TH, 184326, 21.590278, 74.486667, MOHIDE TH, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MOLANI, 184320, 21.561944, 74.476944, MOLANI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, MUBARKPUR, 184327, 21.668889, 74.540833, MUBARKPUR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, NANDARDE, 184328, 21.566389, 74.361111, NANDARDE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, NANDARKHEDA, 184329, 21.478333, 74.386944, NANDARKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, NANDE, 184330, 21.691111, 74.425556, NANDE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, NAVANGAR, 184331, 21.640556, 74.663611, NAVANGAR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, NOMBHORE, 184332, 21.495, 74.601944, NOMBHORE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, OZARTE, 184333, 21.633611, 74.624722, OZARTE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PADHADADA BK, 184334, 21.604722, 74.446389, PADHADADA BK, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PALASWADA, 184335, 21.471111, 74.391111, PALASWADA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PARI, 184336, 21.596111, 74.402778, PARI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PIMAPRI, 184338, 21.625556, 74.485278, PIMAPRI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PIMPARDE, 184337, 21.578889, 74.588056, PIMPARDE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PIMPRANI, 184339, 21.726389, 74.458056, PIMPRANI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PINGANE, 184341, 21.545278, 74.456667, PINGANE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PIPODOD, 184340, 21.642778, 74.4, PIPODOD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PRAKASHA, 184342, 21.511944, 74.356944, PRAKASHA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PURUSHTOM N., 184343, 21.568333, 74.513611, PURUSHTOM N., 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, PUSANAD, 184344, 21.466111, 74.512222, PUSANAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, RAMPUR, 184345, 21.694444, 74.446111, RAMPUR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, RANIPUR, 184346, 21.753611, 74.504722, RANIPUR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, RAYKHED, 184347, 21.647222, 74.556389, RAYKHED, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SAJADE, 184348, 21.451389, 74.445, SAJADE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SARNGKHEDA, 184349, 21.433333, 74.528611, SARNGKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SAUKHEDA, 184351, 21.566944, 74.535278, SAUKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SAWADE, 184350, 21.5025, 74.474722, SAWADE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SHAHANE, 184352, 21.608889, 74.749167, SHAHANE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SHELTI, 184353, 21.443333, 74.419444, SHELTI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SHRIKHED, 184354, 21.659167, 74.615, SHRIKHED, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SIRUDDIGAR, 184355, 21.509167, 74.453333, SIRUDDIGAR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SONAWAL TS, 184356, 21.511389, 74.520833, SONAWAL TS, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SONWAL TB, 184357, 21.604167, 74.367778, SONWAL TB, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SULTANPUR, 184358, 21.639722, 74.528333, SULTANPUR, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, SULWADA, 184359, 21.6425, 74.524444, SULWADA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TALWADI, 184360, 21.691667, 74.474444, TALWADI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TARHADI TB, 184368, 21.607222, 74.393889, TARHADI TB, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TAWALI, 184361, 21.67, 74.512222, TAWALI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TEMBHALI, 184362, 21.573333, 74.492222, TEMBHALI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TEMBHE T.S A, 184364, 21.4175, 74.558889, TEMBHE T.S A, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, THEMBE TH, 184363, 21.490833, 74.424167, THEMBE TH, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TIKHORE, 184365, 21.559167, 74.460833, TIKHORE, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TITARI, 184366, 21.623611, 74.644722, TITARI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TORKHEDA, 184367, 21.4125, 74.664444, TORKHEDA, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, TUKI, 184369, 21.609167, 74.556667, TUKI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, UJDOAD, 184370, 21.550833, 74.591111, UJDOAD, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, VADALI, 184371, 21.458611, 74.608056, VADALI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, VAIJALI, 184376, 21.571111, 74.367222, VAIJALI, 1,2,
MAHARASHTRA, 27, NANDURBAR, 497, SHAHADA, 4477, VIRPUR, 184377, 21.720556, 74.438889, VIRPUR, 1,2,
