State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,Triveniganj Block,88888,26.128917,86.883139,Triveniganj Block,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,ANDAULEE,99080,26.253111,86.717889,ANDAULEE,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,KADAMPURA,99083,26.168361,86.628806,KADAMPURA,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,KARAI HIYA,99084,26.1955,86.681083,KARAI HIYA,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,KISHANPUR SOUTH,99085,26.188611,86.657944,KISHANPUR SOUTH,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,KISHANPUR NORTH,99086,26.208833,86.68,KISHANPUR NORTH,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,MALADH,99087,26.226667,86.694333,MALADH,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,MEHA SIMAR,99088,26.218333,86.730722,MEHA SIMAR,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,RAJPUR,99092,26.161806,86.639917,RAJPUR,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,SHIVPURI,99093,26.21525,86.676306,SHIVPURI,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,SUKHASAN,99094,26.247,86.780583,SUKHASAN,21
BIHAR,10,SUPAUL,208,KISHANPUR,2128,TULAPATTY,99095,26.19425,86.759333,TULAPATTY,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,BHAWANI PUR SOUTH,99132,26.295917,86.959556,BHAWANI PUR SOUTH,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,BHAWANIPUR NORTH,99133,26.310139,86.952667,BHAWANIPUR NORTH,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,CHILAUNI SOUTH,99134,26.26825,86.913944,CHILAUNI SOUTH,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,CHILAUNI UTTAR,99135,26.293528,86.912056,CHILAUNI UTTAR,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,GOBINDPUR,99136,26.341639,86.953833,GOBINDPUR,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,SRIPUR,99137,26.340694,86.919417,SRIPUR,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,SUKHA NAGAR,99138,26.27875,86.932167,SUKHA NAGAR,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,SURAJ PUR,99139,26.263639,86.965917,SURAJ PUR,21
BIHAR,10,SUPAUL,208,PRATAPGANJ,2132,TEKUNA,99140,26.280167,86.960528,TEKUNA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,AMHA,99171,26.045306,86.690306,AMHA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BAIRIYA,99172,26.125778,86.591472,BAIRIYA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BAIRO,99173,26.018278,86.510528,BAIRO,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BAKAUR,99174,26.060889,86.522222,BAKAUR,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BALHA,99175,26.042667,86.537583,BALHA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BARUARI,99177,26.020444,86.603417,BARUARI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BASBITTI,99178,26.095694,86.534361,BASBITTI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,BINA,99179,26.085556,86.634944,BINA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,CHAIN SINGH PATTI,99180,26.150944,86.621944,CHAIN SINGH PATTI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,EKMA,99181,26.056278,86.614833,EKMA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,GOTH BARUARY,99184,26.04525,86.592306,GOTH BARUARY,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,HARDI WEST,99185,26.089889,86.684,HARDI WEST,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,HARDI EAST,99186,26.068861,86.696917,HARDI EAST,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,KARIHO,99187,26.121306,86.647917,KARIHO,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,KARNPUR,99188,26.082345,86.563611,KARNPUR,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,LAUKAHA,99189,26.030524,86.644583,LAUKAHA,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,LOURDH,99190,26.099194,86.649556,LOURDH,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,MALHANI,99191,26.065111,86.565583,MALHANI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,PASARNA-PARSONI,99192,26.039944,86.566361,PASARNA-PARSONI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,PIPRA KHURD,99193,26.117278,86.567167,PIPRA KHURD,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,RAMDATT PATTI,99194,26.088389,86.526323,RAMDATT PATTI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,SUKHPUR-SOLHANI,99195,26.059944,86.540667,SUKHPUR-SOLHANI,21
BIHAR,10,SUPAUL,208,SUPAUL,2135,TELWA,99196,26.087444,86.521389,TELWA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,BABHANGAMA,99197,26.1395,86.865111,BABHANGAMA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,BAGHELY,99198,26.089694,87.027833,BAGHELY,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,BARHAKURBA,99199,26.156167,86.907556,BARHAKURBA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,DAPARKHA,99200,26.123,86.910722,DAPARKHA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,GONHA,99201,26.223722,86.931667,GONHA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,GURIA,99202,26.152361,86.965694,GURIA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,HARIHAR PATTI,99203,26.223417,86.958278,HARIHAR PATTI,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,JADIA,99204,26.095833,86.988528,JADIA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,KARHARWA,99205,26.183639,86.86075,KARHARWA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,KORIA PATTI EAST,99206,26.107639,86.995639,KORIA PATTI EAST,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,KORIA PATTI WEST,99207,26.118583,86.967083,KORIA PATTI WEST,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,KUSHAHA,99208,26.095139,86.900306,KUSHAHA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,LATONA NOYRTH,99209,26.121389,86.856417,LATONA NOYRTH,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,LATONA SOUTH,99210,26.104889,86.866361,LATONA SOUTH,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,MAHESHUWA,99211,26.144694,86.829556,MAHESHUWA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,MANGANJ EAST,99212,26.144472,86.994333,MANGANJ EAST,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,MANGANJ WEST,99213,26.138167,86.983194,MANGANJ WEST,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,MIRJAWA,99214,26.176583,86.918167,MIRJAWA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,NANDANA,99215,26.052389,87.083667,NANDANA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,ORLAHA,99216,26.190028,86.930361,ORLAHA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,PARSA GHARHI SOUTH,99217,26.088444,87.049556,PARSA GHARHI SOUTH,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,PARSAGARHI NORTH,99218,26.087833,87.069306,PARSAGARHI NORTH,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,PATHARAGOUR DHOE,99219,26.152611,86.839278,PATHARAGOUR DHOE,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,PILUWAHA,99220,26.130444,86.955972,PILUWAHA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,SIMARIA,99221,26.177806,86.823528,SIMARIA,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,THALHAGARHIA NORTH,99222,26.194639,86.871472,THALHAGARHIA NORTH,21
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,THALHAGARHIA SOUTH,99223,26.165694,86.889944,THALHAGARHIA SOUTH,21
