State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
BIHAR,10,BHAGALPUR,224,GOPALPUR,1675,GOPALPUR BLOCK,88888,25.324507,87.182966,GOPALPUR BLOCK,21
BIHAR,10,BHAGALPUR,224,ISMAILPUR,1677,ISMILEPUR BLOCK,88888,25.313116,87.123583,ISMILEPUR BLOCK,21
BIHAR,10,BHAGALPUR,224,JAGDISHPUR,1678,JAGDISHPUR BLOCK,88888,25.114352,86.985066,JAGDISHPUR BLOCK,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,KAHALGAON BLOCK,88888,25.260783,87.246304,KAHALGAON BLOCK,21
BIHAR,10,BHAGALPUR,224,KHARIK,1679,KHARIK BAZAR Block,88888,25.385516,87.015216,KHARIK BAZAR Block,21
BIHAR,10,BHAGALPUR,224,NATHNAGAR,1681,NATHNAGAR BLOCK,88888,25.227151,86.935783,NATHNAGAR BLOCK,21
BIHAR,10,BHAGALPUR,224,NAUGACHHIA,1682,NAUGACHIA BLOCK,88888,25.383283,87.085666,NAUGACHIA BLOCK,21
BIHAR,10,BHAGALPUR,224,PIRPAINTI,1683,PIRPAINTI BLOCK,88888,25.297966,87.427552,PIRPAINTI BLOCK,21
BIHAR,10,BHAGALPUR,224,RANGRACHOWK,1684,RANGRA BLOCK,88888,25.394796,87.194009,RANGRA BLOCK,21
BIHAR,10,BHAGALPUR,224,SABOUR,1685,SABOUR BLOCK,88888,25.235183,87.053705,SABOUR BLOCK,21
BIHAR,10,BHAGALPUR,224,SONHAULA,1687,SANHOULLA BLOCK,88888,25.096101,87.161083,SANHOULLA BLOCK,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,BABHANGAMA,91944,25.366267,86.945901,BABHANGAMA,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,BIHPUR MIDDLE,91945,25.379933,86.931951,BIHPUR MIDDLE,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,BIHPUR EAST,91946,25.381167,86.936201,BIHPUR EAST,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,BIHPUR JAMALPUR,91947,25.392451,86.932117,BIHPUR JAMALPUR,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,BIHPUR SOUTH,91948,25.377701,86.934783,BIHPUR SOUTH,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,DHRAMPUR RATTI,91949,25.407367,86.906367,DHRAMPUR RATTI,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,HARIO,91950,25.419533,86.938951,HARIO,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,JHANDAPUR WEST,91951,25.397101,86.946917,JHANDAPUR WEST,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,JHANDAPUR EAST,91952,25.379033,86.957017,JHANDAPUR EAST,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,LATTIPUR SOUTH,91953,25.346633,86.955601,LATTIPUR SOUTH,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,LATTIPUR NORTH,91954,25.354717,86.954701,LATTIPUR NORTH,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,MARWA WEST,91955,25.402883,86.924617,MARWA WEST,21
BIHAR,10,BHAGALPUR,224,BIHPUR,1673,MARWA EAST,91956,25.400667,86.942767,MARWA EAST,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,ANTICHAK,91957,25.327783,87.280867,ANTICHAK,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,BANSI PUR,91958,25.226752,87.273851,BANSI PUR,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,BHOLSAR,91959,25.218117,87.215917,BHOLSAR,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,BIRBANNA,91960,25.342001,87.296033,BIRBANNA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,DHANORA,91961,25.198751,87.248551,DHANORA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,EKCHARI,91962,25.203933,87.216217,EKCHARI,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,EKDARA,91963,25.329751,87.318451,EKDARA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,GHOGHA,91964,25.216925,87.157706,GHOGHA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,JANI DIH,91965,25.212167,87.166083,JANI DIH,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,KAIRIYA,91966,25.188333,87.319201,KAIRIYA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,KISUNDAS PUR,91967,25.329753,87.328815,KISUNDAS PUR,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,KODWAR,91968,25.202051,87.150351,KODWAR,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,KURMA,91969,25.177733,87.265033,KURMA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,LAGAMA,91970,25.212234,87.302301,LAGAMA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,MAHESA MUNDA,91971,25.239101,87.248067,MAHESA MUNDA,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,MATHURA PUR,91972,25.295332,87.333325,MATHURA PUR,21
BIHAR,10,BHAGALPUR,224,KAHALGAON,1674,MOHANPUR GOGHATTA,91973,25.334325,87.341715,MOHANPUR GOGHATTA,21
