State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,
BIHAR,10,PURBI CHAMPARAN,204,ADAPUR,1969,ADAPUR BLOCK OFFICE,88888,26.919317,84.945183,ADAPUR BLOCK OFFICE,1,
BIHAR,10,PURBI CHAMPARAN,204,ARERAJ,1970,ARERAJ BLOCK OFFICE,88888,26.5379,84.6542,ARERAJ BLOCK OFFICE,1,
BIHAR,10,PURBI CHAMPARAN,204,CHAKIA (PIPRA),1973,BARA CHAKIA BLOCK OFFICE,88888,26.40091,85.0511,BARA CHAKIA BLOCK OFFICE,1,
BIHAR,10,PURBI CHAMPARAN,204,CHAWRADANO,1974,CHAURADANO BLOCK OFFICE,88888,26.851583,85.007482,CHAURADANO BLOCK OFFICE,1,
BIHAR,10,PURBI CHAMPARAN,204,CHIRAIYA,1975,CHIRAIYA BLOCK,88888,26.69342,85.065463,CHIRAIYA BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,DHAKA,1976,DHAKA BLOCK OFFICE,88888,26.675029,85.164984,DHAKA BLOCK OFFICE,1,
BIHAR,10,PURBI CHAMPARAN,204,GHORASAHAN,1977,GHORASAHAN BLOCK OFFICE,88888,26.822907,85.133336,GHORASAHAN BLOCK OFFICE,1,
BIHAR,10,PURBI CHAMPARAN,204,KALYANPUR,1979,KALYANPUR BLOCK,88888,26.475199,84.920036,KALYANPUR BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,KESARIA,1980,KESARIYA BLOCK,88888,26.36974,84.85221,KESARIYA BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,KOTWA,1981,KOTWA  BLOCK,88888,26.55763,84.776801,KOTWA  BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,MADHUBAN,1982,MADHUBAN BLOCK,88888,26.43972,85.136307,MADHUBAN BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,MEHSI,1983,MEHASI BLOCK,88888,26.361695,85.113396,MEHASI BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,MEHSI,1983,UJHILPUR,88888,26.376199,85.110134,UJHILPUR,1,
BIHAR,10,PURBI CHAMPARAN,204,MOTIHARI,1984,MOTIHARI BLOCK,88888,26.653399,84.91968,MOTIHARI BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,PATAHI,1987,PATAHI BLOCK,88888,26.574179,85.151519,PATAHI BLOCK,1,
BIHAR,10,PURBI CHAMPARAN,204,PHENHARA,1988,PHENAHARA BLOCK,88888,26.525967,85.191215,PHENAHARA BLOCK,1,
BIHAR,10,ROHTAS,234,CHENARI,2012,Chenari,88888,24.914626,83.791602,Chenari,1,
BIHAR,10,ROHTAS,234,DINARA,2015,Dinara block,88888,25.248014,84.062319,Dinara block,1,
BIHAR,10,ROHTAS,234,KARAKAT,2016,karakat block,88888,25.121715,84.307345,karakat block,1,
BIHAR,10,ROHTAS,234,KARGAHAR,2017,kargahar Block,88888,25.12713,83.9241,kargahar Block,1,
BIHAR,10,ROHTAS,234,SHEOSAGAR,2026,Sheosagar,88888,24.97666,83.899661,Sheosagar,1,
BIHAR,10,SAHARSA,214,BANMA ITAHARI,2029,Block  banma ithari,88888,25.673194,86.649444,Block  banma ithari,1,
BIHAR,10,SAHARSA,214,KAHARA,2030,Block KAHRA,88888,25.862417,86.578889,Block KAHRA,1,
BIHAR,10,SAHARSA,214,MAHISHI,2031,Block  Mahisi,88888,25.840861,86.465556,Block  Mahisi,1,
BIHAR,10,SAHARSA,214,SONBARSA,2037,Block sonabarsa,88888,25.698917,86.70875,Block sonabarsa,1,
BIHAR,10,SAMASTIPUR,221,MORWA,2047,MORWA BLOCK,88888,25.81103,85.69318,MORWA BLOCK,1,
BIHAR,10,SAMASTIPUR,221,SAMASTIPUR,2051,SAMASTIPUR BLOCK,88888,25.852077,85.809747,SAMASTIPUR BLOCK,1,
BIHAR,10,SARAN,219,DARIAPUR,2062,BLOCK OFFICE,88888,25.796694,85.035833,BLOCK OFFICE,1,
BIHAR,10,SHEIKHPURA,228,ARIARI,2079,Aifni,88888,25.080917,85.780417,Aifni,1,
BIHAR,10,SHEIKHPURA,228,SHEIKHPURA,2084,SPA BLOCK,88888,25.139324,85.839706,SPA BLOCK,1,
BIHAR,10,SHEOHAR,205,TARIYANI,2089,Block,88888,26.389303,85.322094,Block,1,
BIHAR,10,SITAMARHI,206,BELSAND,2093,Block,88888,26.440166,85.400067,Block,1,
BIHAR,10,SITAMARHI,206,MAJORGANJ,2097,Block,88888,26.735233,85.446901,Block,1,
BIHAR,10,SUPAUL,208,TRIBENIGANJ,2136,Triveniganj Block,88888,26.128917,86.883139,Triveniganj Block,1,
BIHAR,10,MADHUBANI,207,MADHWAPUR,1865,Block,1080,26.601117,85.843117,Block,1,
BIHAR,10,MADHUBANI,207,LAUKAHA (KHUTAUNA),1861,KHUTAUNA BLOCK,1085,26.50623,86.39867,KHUTAUNA BLOCK,1,
BIHAR,10,MADHUBANI,207,KALUAHI,1857,KALUAHI BLOCK,1090,26.46234,86.07181,KALUAHI BLOCK,1,
BIHAR,10,MADHUBANI,207,MADHUBANI,1864,Block,1093,26.37923,86.0168,Block,1,
BIHAR,10,MADHUBANI,207,LAKHNAUR,1860,Lakhanur Block,1099,26.20512,86.30839,Lakhanur Block,1,
BIHAR,10,MADHUBANI,207,MADHEPUR,1863,Madhepur Block,1100,26.18101,86.3792,Madhepur Block,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,SHISHO (East),2400,26.208778,85.85775,SHISHO (East),1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,CHOTAIPATTI,4400,26.232194,85.983353,CHOTAIPATTI,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,DULARPUR,4900,26.223278,86.035806,DULARPUR,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,MURIA,5400,26.200944,86.014667,MURIA,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,LOAM,5500,26.223722,85.994278,LOAM,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,BIJALI,5600,26.191778,85.970056,BIJALI,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,KABIRCHAK,6400,26.151167,85.918194,KABIRCHAK,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,SARA MOHAMMAD,7400,26.170861,85.918611,SARA MOHAMMAD,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,RISIAP,7957,24.694049,84.307644,RISIAP,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,DEORIA JAGDIPUR,7958,24.62603,84.249129,DEORIA JAGDIPUR,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,SOHI,7959,24.63079,84.214196,SOHI,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,KUTUMBA,7960,24.614166,84.226562,KUTUMBA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,VARMA,7962,24.584124,84.233465,VARMA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,PIPRA BAGAHI,7963,24.562268,84.24428,PIPRA BAGAHI,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,MAHARAJGANG,7964,24.547138,84.276604,MAHARAJGANG,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,MATPA,7965,24.571636,84.265223,MATPA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,BAIRAW,7966,24.65006,84.321656,BAIRAW,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,DADHPA,7967,24.628761,84.28123,DADHPA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,VAROUNDHA,7968,24.598719,84.355474,VAROUNDHA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,AMBA,7969,24.626679,84.28318,AMBA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,KARAMABASANTPUR,7970,24.662517,84.359986,KARAMABASANTPUR,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,TELHARA,7971,24.630088,84.299941,TELHARA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,SANDA,7972,24.561101,84.279673,SANDA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,DUMRA,7973,24.630711,84.341001,DUMRA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,BALYIA,7974,24.598485,84.305906,BALYIA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,PARTA,7975,24.582876,84.30316,PARTA,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,DUMARI,7976,24.586939,84.371011,DUMARI,1,
BIHAR,10,AURANGABAD,237,KUTUMBA,1639,GHEURA,7977,24.663788,84.285865,GHEURA,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,RANIPUR,8200,26.137333,85.903556,RANIPUR,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,SONKI,9900,26.128028,86.005056,SONKI,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,DHOI,10300,26.146583,85.961917,DHOI,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,ATIHAR,10500,26.163361,85.983028,ATIHAR,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,KHUTAWARA,10900,26.1745,85.961778,KHUTAWARA,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,KHARUA,12300,26.170472,85.903333,KHARUA,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,ADALPUR,12700,26.196972,86.024,ADALPUR,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,BHALPATTI,13100,26.180611,86.051306,BHALPATTI,1,
BIHAR,10,DARBHANGA,215,DARBHANGA,1719,NAINAGHAT,13300,26.166889,86.042778,NAINAGHAT,1,
BIHAR,10,DARBHANGA,215,BAHADURPUR,1715,TARALAHI,14000,26.115306,85.856167,TARALAHI,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,AATMA,35608,25.131668,85.316251,AATMA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,BARDAHA,35609,25.078238,85.229396,BARDAHA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,BARDIH,35610,25.156194,85.195118,BARDIH,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,BELE,35611,25.16799,85.307411,BELE,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,BESHWAK,35612,25.175485,85.237903,BESHWAK,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,BOURADIH,35613,25.075459,85.255038,BOURADIH,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,CHANDHARI,35614,25.143522,85.248285,CHANDHARI,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,DHEKWAHA,35615,25.151811,85.276895,DHEKWAHA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,DHOBDIHA,35616,25.119481,85.225861,DHOBDIHA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,ICHHOUS,35617,25.130283,85.187554,ICHHOUS,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,KOCHARA,35618,25.047032,85.246357,KOCHARA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,MAHMUDA,35619,25.05435,85.267711,MAHMUDA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,MOHANCHAK,35620,25.138734,85.220372,MOHANCHAK,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,MOJAFARA,35621,25.172009,85.195528,MOJAFARA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,PANHAR,35622,25.094115,85.216693,PANHAR,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,PANHLOVA,35623,25.120671,85.291146,PANHLOVA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,RANIPUR,35624,25.174883,85.256468,RANIPUR,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,SAKARI,35625,25.096097,85.303342,SAKARI,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,SANDA,35626,25.114697,85.175946,SANDA,1,
BIHAR,10,NALANDA,229,ISLAMPUR,1903,SUDHI,35627,25.082469,85.296647,SUDHI,1,
BIHAR,10,DARBHANGA,215,BAHADURPUR,1715,BAHDURPUR DEKULI,38000,26.137333,85.903556,BAHDURPUR DEKULI,1,
