STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
9,137,729,117447,Rusulpur Bhawer Ahatmali,780,0,STRING ENTERED,264959,Rusulpur Bhawar Ahatmali,
9,137,729,117448,Rusulpur Bhawer Mustqam,202,0,STRING ENTERED,264959,Rusulpur Bhawar Ahatmali,
9,137,729,117449,Mohsenpur,2316,0,STRING ENTERED,238695,Mohsanpur,
9,137,729,117450,Papsari Khader,2930,0,STRING ENTERED,238703,Papsari Khadar,
9,137,729,117451,Paharpurinayat,1759,0,STRING ENTERED,264962,Paharpurinayat,
9,137,729,117452,Shahajahanpur,1197,0,STRING ENTERED,238712,Shahjahanpur,
9,137,729,117454,Mukarmpur Must,1416,0,STRING ENTERED,238696,Mukarampur,
9,137,729,117455,Mukarempur Ahat,500,0,STRING ENTERED,238696,Mukarampur,
9,137,729,117456,Rampur Khader Must,787,0,STRING ENTERED,238696,Mukarampur,
9,137,729,117457,Rampur Khader Ahat,117,0,STRING ENTERED,238696,Mukarampur,
9,137,729,117458,Chandra Must,234,0,STRING ENTERED,238685,Khawdi,
9,137,729,117460,Chandra Ahatmali,25,0,STRING ENTERED,264969,Jethal Must,
9,137,729,117461,Shahajahanpur Chat Must,237,0,STRING ENTERED,264969,Jethal Must,
9,137,729,117462,Jethal Ahat.,13,0,STRING ENTERED,264969,Jethal Must,
9,137,729,117463,Jethal Must.,1321,0,STRING ENTERED,264969,Jethal Must,
9,137,729,117464,Maharbanpur,500,0,STRING ENTERED,238675,Fatehullahpur,
9,137,729,117465,Khawadi,1458,0,STRING ENTERED,238682,Kamelpur,
9,137,729,117466,Nababpura Bhur,1850,0,STRING ENTERED,238699,Navabpur Bhoor,
9,137,729,117468,Fatehullapur,1458,0,STRING ENTERED,238675,Fatehullahpur,
9,137,729,117469,Arafpur Khalsa,256,0,STRING ENTERED,238675,Fatehullahpur,
9,137,729,117471,Bhutpura,277,0,STRING ENTERED,264973,Nekpur,
9,137,729,117472,Ladanpur,1658,0,STRING ENTERED,238687,Ladanpur,
9,137,729,117473,Nekpur,857,0,STRING ENTERED,264973,Nekpur,
9,137,729,117475,Raibanadalleepur,129,0,STRING ENTERED,238715,Sherpur,
9,137,729,117476,Basee Ahat.,114,0,STRING ENTERED,238721,Wasi Mustakam,
9,137,729,117477,Bese Must.,2552,0,STRING ENTERED,238721,Wasi Mustakam,
9,137,729,117478,Rustempur Chhat Ahat.,500,0,STRING ENTERED,238715,Sherpur,
9,137,729,117479,Sherpur Must.,6212,0,STRING ENTERED,238715,Sherpur,
9,137,729,117480,Sherpur Ahatmali,500,0,STRING ENTERED,238715,Sherpur,
9,137,729,117481,Sarai Kajee,500,0,STRING ENTERED,238721,Wasi Mustakam,
9,137,729,117482,Bhojpura,500,0,STRING ENTERED,238721,Wasi Mustakam,
9,137,729,117483,Begampur,500,0,STRING ENTERED,238715,Sherpur,
