STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
9,134,712,111490,Kotawali,264,0,STRING ENTERED,55475,SABALGARH,
9,134,712,111491,Sabalgarh,4187,0,STRING ENTERED,55475,SABALGARH,
9,134,712,111492,Ramdas Wali,459,0,STRING ENTERED,55475,SABALGARH,
9,134,712,111493,Raipur Khas,2925,0,STRING ENTERED,55469,RAIPUR KHAS,
9,134,712,111494,Bhadurpur,500,0,STRING ENTERED,245629,AURANGPUR BASANTA,
9,134,712,111495,Dahirpur,3091,0,STRING ENTERED,55418,DAHEERPUR,
9,134,712,111496,Kanshi Rampur,2053,0,STRING ENTERED,55441,KANSHI RAMPUR,
9,134,712,111497,Shyami Wala,3945,0,STRING ENTERED,55486,SHIYAMIWALA,
9,134,712,111498,Mirzapur,725,0,STRING ENTERED,269468,MIRZAPUR,
9,134,712,111499,Bhaguwala,13036,0,STRING ENTERED,55413,BHAGUWALA,
9,134,712,111500,Kamgarpur,2265,0,STRING ENTERED,55433,JASPUR,
9,134,712,111501,Dharmagarhi,500,0,STRING ENTERED,269468,MIRZAPUR,
9,134,712,111502,Bhagwan Wala,500,0,STRING ENTERED,269468,MIRZAPUR,
9,134,712,111504,Rampur Chatha,690,0,STRING ENTERED,269468,MIRZAPUR,
9,134,712,111505,Ramsahaiwali,500,0,STRING ENTERED,269468,MIRZAPUR,
9,134,712,111506,Jaspur,16,0,STRING ENTERED,55433,JASPUR,
9,134,712,111507,Daudpur Haji,33,0,STRING ENTERED,55467,RAFIPUR MOHAN,
9,134,712,111508,Hasanpur,2245,0,STRING ENTERED,78370,HASANPUR,
9,134,712,111509,Farjpur,890,0,STRING ENTERED,55467,RAFIPUR MOHAN,
9,134,712,111510,Rafipur Mohan,1438,0,STRING ENTERED,55467,RAFIPUR MOHAN,
9,134,712,111511,Karauli,1466,0,STRING ENTERED,55442,KAROLLI,
9,134,712,111512,Aurangpur Basanta,3067,0,STRING ENTERED,245629,AURANGPUR BASANTA,
9,134,712,111513,Jalpur,3490,0,STRING ENTERED,245625,JALPUR,
9,134,712,111514,Sajabalpur,500,0,STRING ENTERED,55449,MEERAMPUR BEGA,
9,134,712,111515,Abdullapur,500,0,STRING ENTERED,55449,MEERAMPUR BEGA,
9,134,712,111516,Mirzapur Said,1526,0,STRING ENTERED,269473,MIRZAPUR SAID,
9,134,712,111517,Mirampur Bega,2090,0,STRING ENTERED,55449,MEERAMPUR BEGA,
9,134,712,111518,Saifabad,570,0,STRING ENTERED,55409,AURANGPUR BHIKKO,
9,134,712,111519,Aurangpur Bhikko,1884,0,STRING ENTERED,245629,AURANGPUR BASANTA,
9,134,712,111520,Narainpur Ratan,4733,0,STRING ENTERED,55459,NARAYANPUR RATAN,
9,134,712,111521,Ni1Amatpur,379,0,STRING ENTERED,55424,GOODHA,
9,134,712,111522,Hakumatpur Kesho,920,0,STRING ENTERED,269476,HAKUMATPUR KESHO,
9,134,712,111524,Fajalpur Mano,510,0,STRING ENTERED,269476,HAKUMATPUR KESHO,
9,134,712,111525,Mandawali,4845,0,STRING ENTERED,55447,MANDAWALI,
9,134,712,111526,Raja Rampur Tulsi,649,0,STRING ENTERED,55455,MUSSEYPUR,
9,134,712,111527,Mussepur,1450,0,STRING ENTERED,55455,MUSSEYPUR,
9,134,712,111528,Mahavatpur Dalpat,314,0,STRING ENTERED,55455,MUSSEYPUR,
9,134,712,111529,Nangal,6576,0,STRING ENTERED,55457,NANGAL,
9,134,712,111530,Husainpur Makhna,500,0,STRING ENTERED,55479,SARAI ALAM,
9,134,712,111531,Sarai Alam,5247,0,STRING ENTERED,55479,SARAI ALAM,
9,134,712,111532,Shahjadpur,2980,0,STRING ENTERED,55483,SHEHZADPUR,
9,134,712,111533,Khanpur,319,0,STRING ENTERED,55436,JEETPUR KHAS,
9,134,712,111534,Chand Go1La,500,0,STRING ENTERED,55457,NANGAL,
9,134,712,111535,Goyala Ahatmali,500,0,STRING ENTERED,55436,JEETPUR KHAS,
9,134,712,111536,Goyala Bila Ahatmali,500,0,STRING ENTERED,55436,JEETPUR KHAS,
9,134,712,111537,Rafipur Majra,500,0,STRING ENTERED,55436,JEETPUR KHAS,
9,134,712,111538,Mahamsapur,695,0,STRING ENTERED,55489,SOFATPUR,
9,134,712,111539,Saufatpur,2209,0,STRING ENTERED,55489,SOFATPUR,
9,134,712,111540,Harchandpur,2762,0,STRING ENTERED,56772,HARCHANDPUR,
9,134,712,111541,Mohammadpur Atta,500,0,STRING ENTERED,54849,MO. ALIPUR INAYAT URF MANGAL *,
9,134,712,111542,Mayapuri,1125,0,STRING ENTERED,269117,MAYAPURI,
9,134,712,111543,Danyalpur,500,0,STRING ENTERED,55485,SHERPUR AMI,
9,134,712,111544,Chamraula,501,0,STRING ENTERED,55474,RASOOLPUR SAID,
9,134,712,111545,Noorampur,500,0,STRING ENTERED,55474,RASOOLPUR SAID,
9,134,712,111546,Jeetpur Khas,1782,0,STRING ENTERED,55436,JEETPUR KHAS,
9,134,712,111547,Mohammad Amipur,500,0,STRING ENTERED,55485,SHERPUR AMI,
9,134,712,111548,Rasoolpur Said,2540,0,STRING ENTERED,55474,RASOOLPUR SAID,
9,134,712,111549,Chandpura,500,0,STRING ENTERED,55485,SHERPUR AMI,
9,134,712,111550,Sher Purwa,500,0,STRING ENTERED,55483,SHEHZADPUR,
9,134,712,111551,Aslampur Jhojha,851,0,STRING ENTERED,55485,SHERPUR AMI,
9,134,712,111552,Sherpur Ami,1282,0,STRING ENTERED,55485,SHERPUR AMI,
9,134,712,111553,Harnathpur,500,0,STRING ENTERED,55485,SHERPUR AMI,
9,134,712,111554,Sadatnagar Ahatmali,500,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111555,Himayunpur Rai,500,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111556,Taiyabpur Gorwa,55,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111557,Toda,500,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111558,Sadatnagar Bila Ahatmali,500,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111559,Khairpur Jalika,500,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111560,Pirthipur,1526,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111561,Goaspur Bils Ahatmali,194,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111562,Goaspur Ahatmali,500,0,STRING ENTERED,241781,TAYYABPUR GOKHA,
9,134,712,111563,Sharifpur Baagar Ahatmali,500,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111564,Lalpur Shaujimal Ahatmali,500,0,STRING ENTERED,269103,LALPUR SOJIMAL BA,
9,134,712,111565,Lalpur Shaujimal Bila Ahatmali,1419,0,STRING ENTERED,269103,LALPUR SOJIMAL BA,
9,134,712,111566,Sungarpur,1750,0,STRING ENTERED,55490,SUNGARPUR,
9,134,712,111567,Selampur,440,0,STRING ENTERED,269103,LALPUR SOJIMAL BA,
9,134,712,111568,Barkhurdarpur Gopal,500,0,STRING ENTERED,55452,MOHD. ALIPUR DWARIKA,
9,134,712,111569,Keshopur,500,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111570,Sarifpur Bangarbila Ahtmali,500,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111571,Sadulla Nagar,1168,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111572,Dungarpur,500,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111573,Telinangli,180,0,STRING ENTERED,55439,KAMRAJPUR,
9,134,712,111574,Tisotra,3921,0,STRING ENTERED,245620,TISOTRA,
9,134,712,111575,Mohmad Alipur Duwarka,2008,0,STRING ENTERED,55452,MOHD. ALIPUR DWARIKA,
9,134,712,111576,Shaharyarpur Bangar,500,0,STRING ENTERED,55452,MOHD. ALIPUR DWARIKA,
9,134,712,111577,Kamrajpur,3244,0,STRING ENTERED,55439,KAMRAJPUR,
9,134,712,111578,Barkatpur,500,0,STRING ENTERED,270033,BARKATPUR,
9,134,712,111579,Lalpur Man,1657,0,STRING ENTERED,55446,LALPUR MAAN,
9,134,712,111580,Sabalpur,500,0,STRING ENTERED,55476,SABALPUR BEETRA,
9,134,712,111581,Pundri Khurd,500,0,STRING ENTERED,55464,PUNDRI KHURD,
9,134,712,111582,Barkatpur,500,0,STRING ENTERED,55464,PUNDRI KHURD,
9,134,712,111583,Chandouk,500,0,STRING ENTERED,55417,CHANDOK,
