STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
9,160,833,146569,Faridpur,786,0,STRING ENTERED,244571,RANVEERPUR,
9,160,833,146570,Dinpur,923,0,STRING ENTERED,244568,RANDHIRPUR,
9,160,833,146571,Dalupur Sultan Pur,1596,1258,CHHIBRAMAU,71100,DALUPUR SULTAN PUR,
9,160,833,146572,Ranbirpur,776,0,STRING ENTERED,244571,RANVEERPUR,
9,160,833,146573,Merapur,2358,1258,CHHIBRAMAU,71129,MERAPUR GARIYA,
9,160,833,146574,Bharauli Sirkanipur,1634,1258,CHHIBRAMAU,71095,BHARAULI SIRKANIPUR,
9,160,833,146575,Ramkhera,1215,1258,CHHIBRAMAU,269933,RAMKHERA,
9,160,833,146576,Sarai Gopal,2002,1258,CHHIBRAMAU,71144,SARAI GOPAL,
9,160,833,146577,Harkaranpur,1195,1258,CHHIBRAMAU,269934,HARKARANPUR,
9,160,833,146578,Midhauli,8023,1258,CHHIBRAMAU,71130,MIGHAULI,
9,160,833,146579,Tandha,474,1258,CHHIBRAMAU,244578,PREMPUR,
9,160,833,146580,Prempur,1919,1258,CHHIBRAMAU,244578,PREMPUR,
9,160,833,146581,Baruasabal Pur,4631,1258,CHHIBRAMAU,71092,BARUASABAL PUR,
9,160,833,146582,Mahmood Pur Keerat,733,1258,CHHIBRAMAU,71125,MAHMOOD PUR KEERAT,
9,160,833,146583,Bhojpur Nigoh,1875,1258,CHHIBRAMAU,244567,HAMEERPUR,
9,160,833,146584,Ghiloee Khas,1263,1258,CHHIBRAMAU,71103,GHILOEE KHAS,
9,160,833,146585,Udhanna Pur Ghiloee,198,1258,CHHIBRAMAU,71140,RAMPUR NIGOH,
9,160,833,146586,Sarai Bhim,296,1258,CHHIBRAMAU,71103,GHILOEE KHAS,
9,160,833,146587,Ladaita,2477,1258,CHHIBRAMAU,71123,LADAITA,
9,160,833,146588,Rampur Nigoh,1186,1258,CHHIBRAMAU,71140,RAMPUR NIGOH,
9,160,833,146589,Bahadur Pur Nigoh,672,1258,CHHIBRAMAU,71098,BHOJPUR NIGOH,
9,160,833,146590,Jawamardpur,1438,1258,CHHIBRAMAU,71110,JAWAMARDPUR,
9,160,833,146591,Nigoh Khas,1865,1258,CHHIBRAMAU,71134,NIGOH KHAS,
9,160,833,146592,Sikandar Pur Nigoh,1422,1258,CHHIBRAMAU,269936,SIKANDARPUR NIGOH,
9,160,833,146593,Panthra,3398,1258,CHHIBRAMAU,71136,PANTHRA,
9,160,833,146594,Sainsar Pur,782,1258,CHHIBRAMAU,244579,KUNDEPUR,
9,160,833,146595,Kundepur,880,1258,CHHIBRAMAU,244579,KUNDEPUR,
9,160,833,146596,Khanpur Kurmi,708,1258,CHHIBRAMAU,244957,NANDLAL PUR,
9,160,833,146597,Nandlal Pur,735,1258,CHHIBRAMAU,244957,NANDLAL PUR,
9,160,833,146598,Mahmudpur Jagir,1209,1258,CHHIBRAMAU,71127,MAHMUDPUR JAGIR,
9,160,833,146599,Bhikham Pur Amjad,245,1258,CHHIBRAMAU,71127,MAHMUDPUR JAGIR,
9,160,833,146600,Naugai,2950,1258,CHHIBRAMAU,71132,NAUGAI,
9,160,833,146601,Khalla Roop Manga Pur,1161,1258,CHHIBRAMAU,71116,KHALLA ROOP MANGA PUR,
9,160,833,146602,Sarai Gujarmal,1529,1258,CHHIBRAMAU,269949,SARAIGUJARMAL,
9,160,833,146603,Karnauli,2075,1258,CHHIBRAMAU,71114,KARNAULI,
9,160,833,146604,Kunwarpur Or Lodhpur,1766,1258,CHHIBRAMAU,71122,KUNWARPUR  LODHPUR,
9,160,833,146605,Khubaria Pur,7512,1258,CHHIBRAMAU,71119,KHUBARIA PUR,
9,160,833,146606,Dayamganj Saraya,1591,1258,CHHIBRAMAU,71101,SARAYA  DAYAMGANJ,
9,160,833,146607,Harballabh Pur,2595,1258,CHHIBRAMAU,71104,HARBALLABH PUR,
