,Block Name,Distance,GP Name,GP_lat,GP_long,Village Name,Village_lat,Village_long
0,Bara,6757.97299549,RAMPUR,25.50826,81.92266,Antri Alaph,Ataraila,82.85367
1,Bara,6768.40671242,DHARA,25.50826,81.92266,Bankipur,Bakipur,83.31694
2,Bara,6736.63291861,BENI PUR,25.67716,81.97319,Benipur,Benipur,82.98831
3,Bara,6760.26537329,CHHATAR GARH,25.70633,81.98241,Biharia Salaiya,Bharauliya,83.38741
4,Bara,6792.76277147,CHAK SUCHER,25.61085,81.98832,Chak Sucher,Chakur Fakir,83.96367
5,Bara,6790.08716281,CHHATAHARA GHUREHA,25.70633,81.98241,Chhatahara Ghureha,Amtaharapura,84.00355
6,Bara,6772.05620036,CHHATAR GARH,25.70633,81.98241,Chhatar Garh,Chhatarpur,83.36918
7,Bara,6818.09419601,DHARA,25.50826,81.92266,Dhara,Dhani Dhara,84.12344
8,Bara,6772.46920445,CHHATAR GARH,25.70633,81.98241,Dihar Salaiya,Salaiya Dih,83.39586
9,Bara,6789.80510356,MADAN PUR,25.49934,81.94035,Ghoghar,Gohara,83.26281
10,Bara,6773.08106136,GHURPUR,25.63862,81.9197,Ghurpur,Ghusurupur,83.55807
11,Bara,6767.66211432,NARI BARI,25.60976,81.95542,Hinauti Chandail,Chiutidand,83.50712
12,Bara,6827.19386209,DHARA,25.50826,81.92266,Kachhgawan,Kachhuwa,84.26147
13,Bara,6747.39529895,RAMPUR,25.50826,81.92266,Khauria,Khajuria Kala,83.04441
14,Bara,6811.2442703,NARI BARI,25.60976,81.95542,Khojhwa Sawar,Khapsakar Pura,84.20448
15,Bara,6781.41989314,NARI BARI,25.60976,81.95542,Khojwa Baid,Bhojbari,83.69817
16,Bara,6788.11169848,MADAN PUR,25.49934,81.94035,Madanpur,Madanpur Sukrauli,83.82645
17,Bara,6799.48947753,CHAK SUCHER,25.61085,81.98832,Maduri,Padraun Madurahi,84.14042
18,Bara,6808.53262117,TIKARI TALUKA KANJASA,25.57134,81.93935,Mauharia,Majharia,84.0534
19,Bara,6816.21136949,NARI BARI,25.60976,81.95542,Nari Bari,Rampur Nambari,84.28562
20,Bara,6768.96190022,PRATAPPUR,25.53161,81.9846,Pratappur,Pratappur,83.3229
21,Bara,6763.25653727,PURE BALDU,25.73416,82.01611,Pura Baldo,Deohar Purab,83.2312
22,Bara,6792.15117191,RAMPUR,25.50826,81.92266,Rampur,Rampur,83.35901
23,Bara,6828.27392987,TIKARI KALAN,25.57134,81.93935,Rigwan,Riwani Chhapara,84.40069
24,Bara,6773.47464069,TIKARI KALAN,25.57134,81.93935,Tikari Kalan,Arjikalan,83.30523
25,Bara,6606.46752413,TIKARI TALUKA KANJASA,25.57134,81.93935,Tikari Taluka Kanjasa,Tikaitganj,80.78096
26,Koraon,6796.95806771,CHANDI,25.54112,81.90514,Ataraiya,Katariya,83.79338
27,Koraon,6789.86921381,BADAUR,25.56032,81.90171,Atari Sikki Tarav,Atarsuwakala,83.73649
28,Koraon,6750.59312471,BADAUR,25.56032,81.90171,Badaur,Bahorapur Bhadaur,83.06696
