,Block Name,Distance,GP Name,GP_lat,GP_long,Village Name,Village_lat,Village_long
0,Mauranipur,6786.33114228,AKSEO,25.337452,79.166786,Akseo,Kesheo Chhapra,83.9283
1,Mauranipur,6772.76868864,NAWADA,25.178438,79.595611,Atpei,Pateri,82.95737
2,Mauranipur,6780.43356938,BACHERA,25.397508,79.174848,Bachera,Bahera,83.91439
3,Mauranipur,6830.15723162,DEORI SINGHPURA,25.229906,79.27606,Baghauri,Baghauli,84.21748
4,Mauranipur,6716.5790734,CHITAWAD,25.20369,79.134732,Bagkanja,Nau Bagana,82.54567
5,Mauranipur,6852.77589182,BAKHTAR,25.119629,79.157171,Bakhtar,Bhakhar,84.40679
6,Mauranipur,6757.50877046,BAMHAURI,25.332316,79.252232,Bamhauri,Baghauri,83.06067
7,Mauranipur,6763.70551325,BAMHAURI SUHAGI,25.332316,79.252232,Bamhauri Suhagi,Bhamhaura,83.19539
8,Mauranipur,6795.8048235,MADARWAS,25.427426,79.093993,Bandh,Bara Bandh,84.05493
9,Mauranipur,6756.96013811,BARAGAON,25.225206,79.176681,Baragaon,Baragaon I,82.96096
10,Mauranipur,6805.9761528,BARAURA,25.311394,79.129208,Baraura,Baraura,83.98356
11,Mauranipur,6797.50827063,BARAURI,25.311394,79.129208,Barauri,Barari,83.92823
12,Mauranipur,6793.08398684,NAYA GAON,25.264131,79.254708,Barua Muaf,Baramukand,83.77704
13,Mauranipur,6822.80736646,BASARI,25.232449,79.240948,Basari,Badsari Jagir,84.13415
14,Mauranipur,6770.66115471,BASARIYA,25.232449,79.240948,Basariya,Basaratiya,83.1783
15,Mauranipur,6758.4216966,BERWAI,25.403862,79.117754,Berwai,Belwai,83.20262
16,Mauranipur,6788.14221171,BHADARWARA,25.239613,79.201647,Bhadarwara,Parasia Bhadwar,83.65259
17,Mauranipur,6793.68734564,BHANDRA,25.21652,79.25397,Bhandra,Bhanda,83.74059
18,Mauranipur,6737.1816727,BHANPURA,25.130483,79.275299,Bhanpura,Bhanpur,82.84677
19,Mauranipur,6739.96578166,BHATPURA,25.300062,79.223906,Bhatpura,Bhatpura,82.92186
20,Mauranipur,6787.95621411,BIJARWARA,25.14075,79.132029,Bhoraro,Bhorsar,83.29061
