State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,population
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,anju,116456,21.26881,86.788867, Anju GP,2,2176
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,aruhabad,116457,21.272331,86.842332, Aruhabad GP,2,1749
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,avana,116458,21.253601,86.825129, Avana GP,2,785
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,bahanaga,116459,21.341116,86.763885, Bahanaga GP,2,500
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,baripada,116460,21.274975,86.84583, Baripada GP,2,796
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,bishnupur,116461,21.265291,86.820397, Bishnupur GP,2,1919
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,chakjagannath,116050,21.39191,86.824896, Chakjagannath,2,130
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,dandaharipur,116463,21.316714,86.737419, Dandaharipur GP,2,1409
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,gopalpur,116464,21.322087,86.823597, Gopalpur GP,2,719
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,kalyani,116465,21.313633,86.852311, Kalyani GP,2,352
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,kasabajayapur,116466,21.401058,86.77408, Kasabajayapur GP,2,66
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,khantapada,116467,21.401288,86.803272, Khantapada GP,2,584
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,kharasahapur,116468,21.248331,86.804545, Kharasahapur GP,2,1039
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,kochiakoili,116469,21.264237,86.751162, Kochiakoili GP,2,290
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,kuruda,116470,21.258173,86.765468, Kuruda GP,2,3384
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,latharpentha,116471,21.340254,86.760428, Latharpentha GP,2,500
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,ohittol,116472,21.236209,86.762267, Ohittol GP,2,228
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,ranapana,116473,21.367105,86.792002, Ranapana GP,2,1590
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,sahaspur,116474,21.272758,86.791563, Sahaspur GP,2,2535
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,saud,116475,21.290004,86.756302, Saud GP,2,1224
ODISHA,21, BALESHWAR,377, BAHANAGA,3298,talakurunia,116476,21.295764,86.809172, Talakurunia GP,2,1161
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,bahabalpur,116065,21.510857,87.073267, Bahabalpur,2,3944
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,buanl,116066,21.53007,86.966746, Buanl,2,1397
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,chanua,116067,21.5372,87.071455, Chanua,2,4637
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,dangi  gp,116078,21.557302,86.975393, BSNL JB,2,253
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,genguti,116068,21.440375,86.892869, Genguti,2,500
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,gopinathpur,116069,21.512897,87.021425, Gopinathpur,2,925
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,gud,116070,21.432719,86.939993, Gud,2,4710
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,haladipada,116071,21.584337,87.009961, Haladipada,2,1133
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,haripur,116685,21.511906,86.922252, Haripur,2,336
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,hidigan,116072,21.460436,86.990005, Hidigan,2,698
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,jaydevkasaba,116073,21.406001,86.910075,,2,704
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,kasipada,116075,21.608424,87.021977, Kasipada,2,500
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,kuradiha,116076,21.570686,87.044123, Kuradiha,2,322
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,nagram,116077,21.543798,86.952096, Nagram,2,22
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,olandasargan,116079,21.538782,86.987537, Olandasargan,2,970
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,padampur,116080,21.412045,86.932477, Padampur,2,327
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,parkhi,116081,21.488036,87.056102, Parkhi,2,1368
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,patrapada,116082,21.481003,86.974878, Patrapada,2,199
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,ranasahi,116083,21.452769,86.951539, Ranasahi,2,5295
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,rasalpur,116084,21.391921,86.898388, Rasalpur,2,354
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,rasulpur,116084,21.608628,87.067905, Rasulpur,2,2034
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,sahada,116137,21.619857,87.128279, Sahada,2,689
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,saragan,116086,21.439562,86.92534, Saragan,2,330
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,sasanga,116088,21.417464,86.902459, Sasanga,2,319
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,sindhia,116089,21.52135,86.997247, Sindhia,2,731
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,srikona,116090,21.449431,87.012375, Srikona,2,3156
ODISHA,21, BALESHWAR,377, BALESHWAR,3299,sriramapur,116091,21.619248,87.083337, Sriramapur,2,48
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,aladiha,116092,21.581157,87.257677, Aladiha,2,3903
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,asti,116093,21.680488,87.29271, Asti,2,500
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,badas,116094,21.607123,87.291851, Badas,2,676
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,balang,116096,21.594204,87.163321, Balang,2,272
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,balarampur,116097,21.625769,87.218884, Balarampur,2,500
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,baliapal,116095,21.654605,87.284036, Baliapal,2,15000
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,balikuthi,116098,21.609453,87.192081, Balikuthi,2,3686
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,betagadia,116100,21.583381,87.267415, Betagadia,2,5601
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,chaumukh,116102,21.565896,87.320211, Chaumukh,2,8306
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,dagara,116103,21.571984,87.286144, Dagara,2,500
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,deula,116104,21.635031,87.24944, Deula,2,486
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,devog,116105,21.655369,87.250282, Devog,2,1451
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,ghantua,116106,21.668971,87.255585, Ghantua,2,1395
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,jagatipur,116107,21.58396,87.228923, Jagatipur,2,2609
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,jambhirai,116108,21.547529,87.190131, Jambhirai,2,500
ODISHA,21, BALESHWAR,377, BALIAPAL,3300,jamkunda,116109,21.637137,87.321581, Jamkunda,2,500
