STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
18,310,02063,291089,Chring Gaon,1380,2563,BARBARUAH,106243,CHIRING DAINIJAN,,
18,310,02063,291090,Mankata T.E. 1/159 Rra (A),5461,2563,BARBARUAH,106243,CHIRING DAINIJAN,,
18,310,02063,291091,Tepargaon,4304,2563,BARBARUAH,106243,CHIRING DAINIJAN,,
18,310,02063,291092,Boiragimoth Kachari Gaon,3665,2563,BARBARUAH,106251,NIZ MANCOTTA,,
18,310,02063,291093,Hatimora Gaon,893,2563,BARBARUAH,106243,CHIRING DAINIJAN,,
18,310,02063,291094,Suta Bogpara 10/165 (B),1066,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291095,Dhakeri Gaon,3585,2563,BARBARUAH,106251,NIZ MANCOTTA,,
18,310,02063,291096,Gharbondi Chuk Jarua Gaon,4409,2563,BARBARUAH,106251,NIZ MANCOTTA,,
18,310,02063,291097,Kuchia Khana Gaon,562,2563,BARBARUAH,106251,NIZ MANCOTTA,,
18,310,02063,291098,Kath Gaon,194,2566,LAHOAL,106294,TIMONA,,
18,310,02063,291099,Bora Bogpara T.E.8/185 Orr Gra,840,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291100,Bogpara Gaon,983,2563,BARBARUAH,106251,NIZ MANCOTTA,,
18,310,02063,291101,Suta Bogpar T.E.10/165 O.R(A),1582,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291102,Khanikar T.E.32/31 N.L.R.Grant,1052,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291103,Lakai Gaon,2584,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291104,Sessakuch N.C.,384,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291105,Nij Khanikar Gaon,893,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291106,Khanikar T.E. 2 L.C.R. Grant,171,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291107,Mankatta T.E. 1/159 Rr(B)Grant,1693,2563,BARBARUAH,106243,CHIRING DAINIJAN,,
18,310,02063,291108,Ghoramora Gaon,302,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291109,Japara Gaon,920,2563,BARBARUAH,106252,RAJABHETTA,,
18,310,02063,291110,Dainijan Gaon,774,2563,BARBARUAH,106243,CHIRING DAINIJAN,,
18,310,02063,291111,Borpather Konwar Gaon,1630,2563,BARBARUAH,106242,BORPATHER,,
18,310,02063,291112,Handiqui Chuk Gaon,1033,2563,BARBARUAH,106242,BORPATHER,,
18,310,02063,291113,Behiating T.E.,1173,2563,BARBARUAH,106242,BORPATHER,,
18,310,02063,291114,Kachari Gaon,583,2563,BARBARUAH,106242,BORPATHER,,
18,310,02063,291115,Dibuwal Dihingia Gaon,2906,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291116,Matak Gaon,2838,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291117,Rawomari Gaon,1300,2563,BARBARUAH,106242,BORPATHER,,
18,310,02063,291118,Kapwotepor Gaon,2908,2563,BARBARUAH,106241,BOGIBIL,,
18,310,02063,291119,Tepar Pather Gaon,349,2563,BARBARUAH,106241,BOGIBIL,,
18,310,02063,291120,Subachuk  Gaon,1345,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291121,Thangal Gaon,1056,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291122,Digali Dalani Gaon,739,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291123,No.2 Garudharia Gaon,980,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291124,Garudharia Charaihabi Gaon,492,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291125,No.1 Garudharia Gaon,436,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291126,Dewanbari Gaon,230,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291127,Dewanbari Bagisha 24/149 No.Gr,347,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291128,Metekani Gaon,835,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291129,Dewanbari Bagisha,543,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291130,Tinchukia Gaon,1447,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291131,Binoigutia Gaon,3228,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291132,Medela Grant No.3,2149,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291133,Lepetkatta 60 No-Fs 71 No.Nlr,337,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291134,Lepetkatta Gaon,1944,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291135,Lepetkatta Bangla Block,152,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291136,Lepetkatta Bagisha,515,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291137,Changmai Gohain Gaon,1374,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291138,No-Hazar Konwar Gaon,538,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291139,Patra Gaon,818,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291140,Borahajer Konwar Gaon,2098,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291141,Lepetkatta Kachari Gaon,1219,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291142,Changmai Garia Gaon,1882,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291143,Borborua T.E. 13/76 Orr Grant,2324,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291144,Dulia Gaon,872,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291145,Dulia Mahorani Gaon,352,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291146,Sessa T.E. 14/153 Orr Grant,3331,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02063,291147,Mohmari Gaon No.1,1129,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291148,Mohmari Gaon No.2,1174,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291149,Jakai T.E. No.-1 L.C.R.,1403,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291150,Palonia Gaon,300,2566,LAHOAL,106294,TIMONA,,
18,310,02063,291151,Dhariatoli Gaon,135,2566,LAHOAL,106294,TIMONA,,
18,310,02063,291152,Bhurbhuri Gaon No.1,215,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291153,Kamakhya Gaon,829,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291154,Maju Temtow Bagisha,1255,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291155,Bor Temtow Gaon,310,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291156,Koliani No.Gaon,795,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291157,Chamoguri Kachari Gaon,576,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291158,Harok Pather Gaon,363,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291159,Bolai T.E. 42/137 Rr Grant,419,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291160,Bolaibari Gaon,1022,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291161,Bolai T.E. (A) No-45-Grant,450,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291162,Bolai T.E. (B) No-45-Grant,1334,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291163,Borpather Kakoti Gaon,2320,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291164,Lepetkatta Bangali Gaon,1040,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291165,Ghorania T.E.81,184,91/94No.Nl,497,2563,BARBARUAH,106244,DULIA KAKOTI,,
18,310,02063,291166,Sessakuch Gaon No.4,213,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291167,Sessakuch Gaon No.3,26,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291168,Aliachuk Gaon,307,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291169,Sessakuch Gaon No.2,256,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291170,Sessakuch Gaon No.1,213,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291171,Dewanbari Kaibatra Gaon No.1,573,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291172,Dewanbari Kaibatra Gaon No.2,930,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291173,Bhogamur Gaon,726,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291174,Bhogamur Gaon No.2,500,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291175,Sonowal Gaon,502,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291176,Lazai Gaon,1102,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291177,Lazai Gaon Pather,534,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291178,Bordoibam Bridhi Blook,439,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291179,Sessakiner  Bridhi Blook,108,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291180,Bordoibam Gaon,851,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291181,Sessakiner Gaon,553,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291182,Lezai Miri Pather Gaon,1123,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291183,Chakoi Pathar Gaon No.1,500,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291184,Chakoi Pathar Bridhi Blook,369,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291185,Sessamukh Gaon,145,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291186,Chakoi Pathar  Gaon No.2,500,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291187,Chakoi Pathar Gaon No.3,500,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291188,29 No-Nelami Grant,319,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291189,Burisuti Kaibatra Gaon,318,2566,LAHOAL,106292,ROHMORIA,,
18,310,02063,291190,102 No-Nelami Grant,158,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291191,Motak Kaibatra Gaon,979,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291192,Juon Gaon No.1,500,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291193,Juon Gaon No.2,500,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291194,Chari Banhi Hingari Gaon,268,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291195,Chari Banhi Gaon,290,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291196,Motak Gaon,497,2563,BARBARUAH,106240,BARBARUAH,,
18,310,02063,291197,Kolakhowa Gozal Gaon,1103,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291198,Nogachuk Pather Gaon,99,2565,KHOWANG,106272,KHOWANG KALALOWA,,
18,310,02063,291199,182 No.Banhbari Grant,558,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291200,Banhbari Gaon No.2,7,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291201,Banhbari Gaon No.1,460,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291202,Janzi Mukh N.C.,79,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291203,Janzimukh Gaon,575,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291204,Lazai Miri Gaon,1830,2563,BARBARUAH,106247,KALAKHOWA,,
18,310,02063,291205,Pani Gaon No.1,398,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291206,Pani Gaon No.2,82,2563,BARBARUAH,106250,LEZAI,,
18,310,02063,291207,Bhogamur Gaon No.1,321,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291208,Bhogamur Tiniali Gaon,556,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291209,Bhogamur Gaon No.3,55,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291210,Bali Gaon,843,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291211,Kotoha Bangali Gaon,903,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291212,Kawoimari N.C.,1132,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291213,Simoluguri Gaon,25,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291214,Dihing Kaibatra Gaon,435,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291215,Kotoha Gaon,903,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291216,53 No-F.C. Grant,185,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291217,Nibuk Gaon,270,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291218,Nowjan Salmari N.C.,106,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291219,Nowjan Gaon No.1,534,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291220,Bolai Gaon,717,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291221,Nowjan Gaon No.2,698,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291222,Bolai No-Gaon,653,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291223,Deori Gaon,192,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291224,Kachomari Deori N.C.,12,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291225,Kachomari Deori Gaon,162,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291226,Dihing Thakerani Gaon,378,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291227,Kachomari Hatigar Gaon,283,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291228,Kowar Kharoni Gaon,630,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291229,Panitola Konwar Gaon,606,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291230,Ghetira Pather Gaon,332,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291231,Dihing Khamtighat Gaon,245,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291232,Borbill Gaon No.2,105,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291233,Borbill Gaon No.1,644,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291234,Chamoguri Bangali Gaon,517,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291235,Hanchara Pather Gaon,118,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291236,Hanchara Gaon,425,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291237,Bhorbhuri Nogaon No.3,262,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291238,Bhorbhuri Nogaon No.2,331,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291239,Changamari Gaon,542,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291240,Ulom Pather Gaon,372,2563,BARBARUAH,106246,JOKAI,,
18,310,02063,291241,Jokai Komar Gaon F.V.,350,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291242,Jokai Kachari Gaon F.V.,166,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291243,Jokai Noghaaria Gaon Fv.Kaibar,270,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291244,Jokai 36 Gharia Gaon F.V.,693,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291245,Jokai 28 Gharia Gaon F.V.,688,2563,BARBARUAH,106249,KUTUHA,,
18,310,02063,291246,Modhupur Paroliguri F.V.,356,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291247,Modhupur Nepali F.V.,562,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291248,Modhupur Baragharia F.V.,311,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291249,Modhupur Thakera Pukhuri F.V.,836,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291250,Modhupur Tinchukia F.V.,414,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291251,Modhupur Nahoroni F.V.,159,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291252,Modhupur Deori F.V.,505,2563,BARBARUAH,106245,GARUDHORIA,,
18,310,02063,291253,Niz- Mankata (CT),5924,0,STRING ENTERED,106251,NIZ MANCOTTA,,
18,310,02063,291254,Mahpowalimara Gohain Gaon (OG),500,0,STRING ENTERED,106252,RAJABHETTA,,
18,310,02064,291255,Behia Chetia Gaon,955,2563,BARBARUAH,106252,RAJABHETTA,,
18,310,02064,291256,Japara Gaon,1967,2563,BARBARUAH,106252,RAJABHETTA,,
18,310,02064,291257,Rajabheta 135 F.S.,464,2563,BARBARUAH,106252,RAJABHETTA,,
18,310,02064,291258,Pahari Chapori,500,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291259,Chakula Chapori,500,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291260,Bulua Chapori,500,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291261,Longsoo,1218,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291262,Nogaghuli 7/180 Orr,349,2566,LAHOAL,106287,MAIJAN,,
18,310,02064,291263,Mothola 5/142 Orr,554,2566,LAHOAL,106287,MAIJAN,,
18,310,02064,291264,Borsaikia Gaon,1486,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291265,Saguni Bari Gaon,2133,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291266,Barbari 12/141 Orr,1366,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291267,Bongal Gaon,1920,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291268,Hiloidhari Chandoi Gaon,695,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291269,Maijan Grant Gaon,1454,2566,LAHOAL,106287,MAIJAN,,
18,310,02064,291270,Filnuguri Grant 4/152,5912,2566,LAHOAL,106287,MAIJAN,,
18,310,02064,291271,Harabari Grant 115 F/S,712,2566,LAHOAL,106290,NIZ-KANAI,,
18,310,02064,291272,Nogaghuli 16/177 Orr,1137,2566,LAHOAL,106287,MAIJAN,,
18,310,02064,291273,Niz Kanai Gaon,1169,2566,LAHOAL,106290,NIZ-KANAI,,
18,310,02064,291274,Kanai Gaon,670,2566,LAHOAL,106290,NIZ-KANAI,,
18,310,02064,291275,Kholajan Grant 34 No N.C.,1623,2566,LAHOAL,106291,PHUKANAR KHAT,,
18,310,02064,291276,Kadamani Grant Gaon No.39,71,2566,LAHOAL,106290,NIZ-KANAI,,
18,310,02064,291277,Garuchur Gaon,1077,2566,LAHOAL,106290,NIZ-KANAI,,
18,310,02064,291278,Kandulibari Grant 4 No.F.S.16,4405,2566,LAHOAL,106290,NIZ-KANAI,,
18,310,02064,291279,Titadimoru Gaon,1472,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291280,Harabari Konwar Gaon,1010,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291281,Japi Sajia Gaon,2133,2566,LAHOAL,106282,BOKUL,,
18,310,02064,291282,Bebejia Gaon,1242,2566,LAHOAL,106282,BOKUL,,
18,310,02064,291283,Chaulkhowa Grant Gaon,1373,2566,LAHOAL,106284,HILOIDHARI,,
18,310,02064,291284,Bashbari Gaon,822,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291285,Bakulbari 26/147 Orr,795,2566,LAHOAL,106282,BOKUL,,
18,310,02064,291286,Niz Lahoal,2686,2566,LAHOAL,106286,LAHOWAL,,
18,310,02064,291287,Athabari Gaon,2299,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291288,Miripothar. 16 No.F.S,756,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291289,Miripothar  Gaon,3745,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291290,Sarupothar Gaon,2848,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291291,Sani Potia,770,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291292,Maijan Hindu Kodomoni,3551,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291293,Godabahar Gaon,755,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291294,Ekoratoli Chiristian,389,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291295,Ekoratoli Binoigutia,1217,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291296,Handique Gaon,59,2566,LAHOAL,106285,EKORATOLI,,
18,310,02064,291297,Mohanbari 31/160 Orr,2094,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291298,Mohanbari Hindu Gaon,714,2566,LAHOAL,106289,MOHANBARI,,
18,310,02064,291299,Niz Moidomia,2104,2566,LAHOAL,106286,LAHOWAL,,
18,310,02064,291300,Lahoal Patra,1644,2566,LAHOAL,106286,LAHOWAL,,
18,310,02064,291301,Bokul Maj Gaon,1765,2566,LAHOAL,106282,BOKUL,,
18,310,02064,291302,Bokul T.E. 6 No.L,C,R,3353,2566,LAHOAL,106282,BOKUL,,
18,310,02064,291303,Dibrual Changmai,1300,2566,LAHOAL,106282,BOKUL,,
18,310,02064,291304,Lahoal T.E. 27/148 Orr,4086,2566,LAHOAL,106286,LAHOWAL,,
18,310,02064,291305,Lahoal 19/150 Orr (27 No.LC),423,2566,LAHOAL,106286,LAHOWAL,,
18,310,02064,291306,Kharikatia Gaon,477,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291307,Khanikar Gaon,484,2563,BARBARUAH,106248,KHANIKAR,,
18,310,02064,291308,Hatkhula Gaon,1355,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291309,Gohain Gaon,666,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291310,Meleingal Gaon,1180,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291311,Habi Chuk,574,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291312,Tamulbari T.E.,1181,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291313,Agni Pothar Gaon,860,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291314,Jokai T.E. Co 29/143 Orr,795,2563,BARBARUAH,106246,JOKAI,,
18,310,02064,291315,Timona Gaon,814,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291316,Nunpuria,567,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291317,Tamulbari T.E.90/93 Nlr,562,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291318,Tamulbari T.E.40/43 Nlr,260,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291319,Tamulbari T.E.43/46 Nlr,777,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291320,Niz Moderkhat,578,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291321,Dikom Sessa 15/154 Orr,2607,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291322,Dikom Sessa Gaon,3227,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291323,Bocha Gaon,1345,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291324,Alimur Gaon,1859,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291325,26 No.F.S. Grant (Chenglijan),357,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291326,Rongliting No.2,1558,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291327,Rongpuria,1538,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291328,Chenglijan,1690,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291329,Moderkhat T.E.,1317,2566,LAHOAL,106288,MODERKHAT,,
18,310,02064,291330,Bhimpara,149,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291331,Jilliguri Gaon,946,2566,LAHOAL,106294,TIMONA,,
18,310,02064,291332,Ghograjan,899,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291333,Romai Gaon,1048,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291334,Romai Bongali,788,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291335,Chiring Hula No.2,925,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291336,Chiring Hula No.1,1103,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291337,Nahar Haku Gaon,699,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291338,Nahar Haku Block Gaon,550,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291339,Tepor Chali,542,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291340,Garukhunda,827,2566,LAHOAL,106283,CHIRINGHOLLA,,
18,310,02064,291341,123/244 No. NLR. Grant,1647,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291342,219/217 Nlr Grant,1629,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291343,Phutahula,1249,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291344,Saglikata,1055,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291345,Dangar Pothar No.1,677,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291346,Dangar Pothar No.2,555,2566,LAHOAL,106293,ROMAIGAON,,
18,310,02064,291347,Na-Gaon,989,2566,LAHOAL,106293,ROMAIGAON,,
