STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_na
01,004,00013,000962,Chulichan,912,68,KARGIL,241009,CHULICHAN
01,004,00013,000963,Silmo,1627,68,KARGIL,241008,SILMO
01,004,00013,000964,Derchiks,624,68,KARGIL,241010,GARKON
01,004,00013,000965,Garkon,1287,68,KARGIL,241010,GARKON
01,004,00013,000966,Lalung,685,68,KARGIL,241007,LALUNG
01,004,00013,000967,Apati,1245,68,KARGIL,241006,APATI
01,004,00013,000968,Yourbaltak,2177,68,KARGIL,241002,YURBALTAK -B
01,004,00013,000969,Akchamal,1909,68,KARGIL,241003,AKCHAMAL
01,004,00013,000970,Barchey,555,68,KARGIL,241005,BARCHEY
01,004,00013,000971,Toumel,1084,68,KARGIL,241004,TUMAIL
01,004,00013,000973,Shilikchey,1006,68,KARGIL,240996,SHELIKCHEY
01,004,00013,000974,Hardas,1480,68,KARGIL,241012,HARDASS
01,004,00013,000975,Phultuks,280,68,KARGIL,241011,KARKITCHOO
01,004,00013,000976,Karkit,2373,68,KARGIL,241014,BADAGAM
01,004,00013,000977,Kaksar,958,67,DRASS,241085,KAKSAR
01,004,00013,000978,Kharbu,1074,67,DRASS,241083,KHARBOO
01,004,00013,000979,Chuliskambo,982,68,KARGIL,241013,CHANIGOUND
01,004,00013,000980,Push Kum,3419,71,SHARGOL,241046,PASHKUM-A
01,004,00013,000981,Kukste,349,71,SHARGOL,241050,TACHA
01,004,00013,000982,Karit,526,71,SHARGOL,241050,TACHA
01,004,00013,000983,Lamsusando,520,70,SHAKER CHAKTAN,241045,YOKMA KHARBOO
01,004,00013,000984,Yogmakharbu,554,70,SHAKER CHAKTAN,241045,YOKMA KHARBOO
01,004,00013,000985,Sanjak,416,70,SHAKER CHAKTAN,241040,SANJAK
01,004,00013,000986,Chiktan,1285,70,SHAKER CHAKTAN,241041,CHIKTAN
01,004,00013,000987,Hagnis,1624,70,SHAKER CHAKTAN,241044,HAGNIS
01,004,00013,000988,Shakar,1922,70,SHAKER CHAKTAN,241039,SHAKER
01,004,00013,000989,Tacha,467,71,SHARGOL,241050,TACHA
01,004,00013,000990,Lochum,405,71,SHARGOL,241048,LOTCHUM
01,004,00013,000991,Darkiat,254,71,SHARGOL,241048,LOTCHUM
01,004,00013,000992,Nunamchey,199,71,SHARGOL,241048,LOTCHUM
01,004,00013,000993,Skambo,623,71,SHARGOL,241049,SKAMBOO
01,004,00013,000994,Choskar,3430,68,KARGIL,240998,CHOSKORE- B
01,004,00013,000995,Minji,2331,68,KARGIL,240995,MANJEE
01,004,00013,000996,Shimsha,794,67,DRASS,241084,SHIMSHA
01,004,00013,000997,Thasgam,400,67,DRASS,241086,THASGAM
01,004,00013,000998,Chokial,965,67,DRASS,241089,CHOWKIYAL
01,004,00013,000999,Thrangos,413,67,DRASS,241089,CHOWKIYAL
01,004,00013,001000,Biambiat,1393,67,DRASS,241087,BHIMBAT
01,004,00013,001001,Gindial,676,67,DRASS,241088,GINDAYAL
