STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
22,411,03339,445624,Bhuthabhara,647,0,,127501,BELTIKARI,,
22,411,03339,445625,Hedspali,711,0,,127511,BUTIPALI,,
22,411,03339,445626,Butipali,970,0,,127511,BUTIPALI,,
22,411,03339,445627,Loharpali,521,0,,127511,BUTIPALI,,
22,411,03339,445628,Khurdarha,301,0,,127510,BUNDELABHANTA,,
22,411,03339,445629,Badesajapali,2814,0,,127491,BADESAJAPALI,,
22,411,03339,445630,Beltikri,618,0,,127501,BELTIKARI,,
22,411,03339,445631,Kewtapali,569,0,,127535,KEWATAPALI,,
22,411,03339,445632,Mungadih,706,0,,265666,MUNGADIH,,
22,411,03339,445633,Harda,826,0,,265667,HARDA,,
22,411,03339,445634,Bundelabhatha,887,0,,127510,BUNDELABHANTA,,
22,411,03339,445635,Chhatapathar Tukda-1,553,0,,265667,HARDA,,
22,411,03339,445636,Chhatapathar Tukda-2,100,0,,265667,HARDA,,
22,411,03339,445637,Dongripali,742,0,,127548,MADHOPALI,,
22,411,03339,445638,Jhalpali,831,0,,127548,MADHOPALI,,
22,411,03339,445639,Chhirrabahara,822,0,,245223,LAMBAR,,
22,411,03339,445640,Madhopali,999,0,,127548,MADHOPALI,,
22,411,03339,445641,Lambar,637,0,,245223,LAMBAR,,
22,411,03339,445642,Tipa,305,0,,127547,LOHARINDIPA,,
22,411,03339,445643,Lohrindipa,522,0,,127547,LOHARINDIPA,,
22,411,03339,445644,Bhauradadar,568,0,,127547,LOHARINDIPA,,
22,411,03339,445645,Salkhand,1545,0,,127564,SALKHAND,,
22,411,03339,445646,Kurmadih,1013,0,,265669,KURMADIH,,
22,411,03339,445647,Bhawarchuwa Tukda,168,0,,127503,BHWARCHUWA,,
22,411,03339,445648,Bhawarchuwa,1077,0,,127503,BHWARCHUWA,,
22,411,03339,445649,Karnapali,834,0,,127533,KARNAPALI,,
22,411,03339,445650,Ghuticona,798,0,,127545,KUSMUR,,
22,411,03339,445651,Sagundih,413,0,,127533,KARNAPALI,,
22,411,03339,445652,Kandakholiya,500,0,,127545,KUSMUR,,
22,411,03339,445653,Gayatripur,206,0,,127493,BANDABRI,,
22,411,03339,445654,Kusmur,887,0,,127545,KUSMUR,,
22,411,03339,445655,Kasipali,444,0,,127560,ROHINA,,
22,411,03339,445656,Rohina,952,0,,127560,ROHINA,,
22,411,03339,445657,Bansulidih,370,0,,127562,SAGARPALI,,
22,411,03339,445658,Palsabhadi,509,0,,127537,KHOGSA,,
22,411,03339,445659,Santpali,1379,0,,127565,SANTPALI,,
22,411,03339,445660,Sukhapali,988,0,,127568,SUKHAPALI,,
22,411,03339,445661,Sagarpali,937,0,,127562,SAGARPALI,,
22,411,03339,445662,Bijrabhantha,411,0,,127507,BIJARABHANTA,,
22,411,03339,445663,Bichhiya,1570,0,,127506,BICHIYA S,,
22,411,03339,445664,Durgapali,1120,0,,127524,DURGAPALI,,
22,411,03339,445665,Birsingpali,751,0,,127569,THAKURPALI,,
22,411,03339,445666,Bendari,585,0,,127523,DULARPALI,,
22,411,03339,445667,Kapudih,707,0,,127524,DURGAPALI,,
22,411,03339,445668,Dularpali,1196,0,,127523,DULARPALI,,
22,411,03339,445669,Budhudongar,538,0,,127508,BIRSINGHPALI,,
22,411,03339,445670,Chhirralewa,338,0,,127540,KOTENDARHA,,
22,411,03339,445671,Kotendarha,930,0,,127540,KOTENDARHA,,
22,411,03339,445672,Pilwapali,569,0,,127568,SUKHAPALI,,
22,411,03339,445673,Thuthapali,533,0,,127550,MEDHAPALI,,
22,411,03339,445674,Medhapali,806,0,,127550,MEDHAPALI,,
22,411,03339,445675,Harilchhapar,294,0,,127550,MEDHAPALI,,
22,411,03339,445676,Bartiyabhatha,883,0,,127500,BARTIYABHANTA,,
22,411,03339,445677,Umariya,1359,0,,127571,UMARIYA,,
22,411,03339,445678,Koliyaridih,718,0,,127571,UMARIYA,,
22,411,03339,445679,Sanbahali,379,0,,127546,LOHADIPUR,,
22,411,03339,445680,Lohadipur,530,0,,127546,LOHADIPUR,,
22,411,03339,445681,Paterapali,614,0,,127546,LOHADIPUR,,
22,411,03339,445682,Bandabari,518,0,,127493,BANDABRI,,
22,411,03339,445683,Udela,1156,0,,127570,UDHELA,,
22,411,03339,445684,Mudidih,362,0,,127570,UDHELA,,
22,411,03339,445685,Jharband,492,0,,127554,PALSAPALI,,
22,411,03339,445686,Bhanwarpur,3712,0,,127504,BHWARPUR,,
22,411,03339,445687,Bandabari,573,0,,127500,BARTIYABHANTA,,
22,411,03339,445688,Lalitpur,629,0,,127493,BANDABRI,,
22,411,03339,445689,Dongaripali (Chanat ),630,0,,127520,DHALAM,,
22,411,03339,445690,Kelwardabari,187,0,,265670,PURUSHOTTAMPUR,,
22,411,03339,445691,Jamdarha,705,0,,127531,JAMDARHA,,
22,411,03339,445692,Bamhanindih,647,0,,127537,KHOGSA,,
22,411,03339,445693,Khogasa,1105,0,,127537,KHOGSA,,
22,411,03339,445694,Barhaguda,500,0,,127537,KHOGSA,,
22,411,03339,445695,Jamnidih,687,0,,127531,JAMDARHA,,
22,411,03339,445696,Purushotampur,894,0,,265670,PURUSHOTTAMPUR,,
22,411,03339,445697,Bhalukona (Bhalukonha),108,0,,127531,JAMDARHA,,
22,411,03339,445698,Rangmatiya,641,0,,127558,RANGMATIYA,,
22,411,03339,445699,Sawrooppur,203,0,,127558,RANGMATIYA,,
22,411,03339,445700,Tilaidadar,402,0,,127448,LAMKENI,,
22,411,03339,445701,Daldali,735,0,,127519,DALDALI,,
22,411,03339,445702,Lotakholiya,500,0,,127558,RANGMATIYA,,
22,411,03339,445703,Bhuneswarpur,138,0,,127520,DHALAM,,
22,411,03339,445704,Chanat,1606,0,,127512,CHANAT,,
22,411,03339,445705,Garhgaon,626,0,,127519,DALDALI,,
22,411,03339,445706,Birendabari,423,0,,127558,RANGMATIYA,,
22,411,03339,445707,Bilkhand,986,0,,127519,DALDALI,,
22,411,03339,445708,Dhalam,595,0,,127520,DHALAM,,
22,411,03339,445709,Tangapasa,224,0,,127520,DHALAM,,
22,411,03339,445710,Ajagarkhar,702,0,,127489,AZAGARKHAR,,
22,411,03339,445711,Paserlewa,339,0,,127489,AZAGARKHAR,,
22,411,03339,445712,Sarkanda,725,0,,127566,SARKANDA,,
22,411,03339,445713,Paita,584,0,,127566,SARKANDA,,
22,411,03339,445714,Jharudela,406,0,,127489,AZAGARKHAR,,
22,411,03339,445715,Bijrabhata,674,0,,127507,BIJARABHANTA,,
22,411,03339,445716,Chipari Ona,1567,0,,127518,CHIPRIKONA,,
22,411,03339,445717,Chapiya,285,0,,127561,RUPAPALI,,
22,411,03339,445718,Milarabad,336,0,,127507,BIJARABHANTA,,
22,411,03339,445719,Kalmidadar,410,0,,127507,BIJARABHANTA,,
22,411,03339,445720,Naugadi,1560,0,,127552,NOUGADI,,
22,411,03339,445721,Dhamanghutkuri,647,0,,127513,CHANDKHURI,,
22,411,03339,445722,Rupapali,1011,0,,127561,RUPAPALI,,
22,411,03339,445723,Padkipali,396,0,,127561,RUPAPALI,,
22,411,03339,445724,Palsapali,700,0,,127554,PALSAPALI,,
22,411,03339,445725,Kanda Dongar,313,0,,127554,PALSAPALI,,
22,411,03339,445726,Chandkhuri,631,0,,127513,CHANDKHURI,,
