,Block Name,Distance,GP Name,GP_lat,GP_long,Village Name,Village_lat,Village_long
0,Bhagwanpur,5983.54961302,ALAWALPUR,30.04479,77.77793,Ahamadpur Khedi,Chamdugri,80.35491
1,Bhagwanpur,5936.46677412,ALAWALPUR,30.04479,77.77793,Alawalpur,Lalpur,79.46468
2,Bhagwanpur,5982.05295731,SARTHERI SHAHJAHANPUR,29.89983,77.79245,Alipur Khataula,Likhatar,80.1179
3,Bhagwanpur,5992.83027229,BALEKI YUSUFPUR,29.88444,77.79405,Amarpur Qazi,Maryura,80.1992
4,Bhagwanpur,5966.27940999,MUKARRAMPUR URF KALEWALA,30.05928,77.78547,Aurangzeb Pur,Narayanpur,79.91838
5,Bhagwanpur,5951.4941485,SIRCHANDI,29.98636,77.77387,Badheri Buzurg,Baheri,79.5837
6,Bhagwanpur,5944.02322518,BAHBALPUR HANSOWALA,29.95692,77.80185,Bahbalpur Hasuwala,Bhamraula,79.42923
7,Bhagwanpur,5960.31358193,BALEKI YUSUFPUR,29.88444,77.79405,Baleki Yusufpur,Kalupur Pokharia,79.61046
8,Bhagwanpur,5962.03885184,BINDU KHARAK,29.85966,77.73291,Balupur,Kalupur Pokharia,79.61046
9,Bhagwanpur,5958.06940824,BANJARE WALA GRUNT,30.11661,77.87767,Banjarewala Grunt,Uncha Bauragunth,80.02986
10,Bhagwanpur,5914.60934452,BAHEDAKI SAIDABAD,29.87038,77.79332,Behedeki Saidabad,Bheswada,79.08045
11,Bhagwanpur,5976.55347611,BHAGWANPUR CHANDANPUR,29.94137,77.81391,Bhagwanpur Chandanpur,Puranapur,79.88887
12,Bhagwanpur,5965.32875281,BHALASWAGAJ,29.87329,77.74661,Bhalaswa Gaj,Belawalgaon,79.81402
13,Bhagwanpur,5823.3173104,BINARASI URF BULED,29.89351,77.750131,Binarsi Urf Bulet,Binaspur,77.89112
14,Bhagwanpur,5990.82973564,BINDU KHARAK,29.85966,77.73291,Bindu Kharak,Toli Binayak,80.17681
15,Bhagwanpur,5978.0527906,MOLNA,29.86438,77.76517,Birsang Pur,Kishanpur,79.81082
16,Bhagwanpur,5953.98816545,CHHAPPERSHER AFGANPUR,29.98421,77.76153,Chappersher Afganpur,Harkishanpur,79.68153
17,Bhagwanpur,5952.79159516,CHAULLI SHAHBUDDINPUR,30.004677,77.76765,Chauli Shahbuddin Pur,Daulabadpur,79.69058
