State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Nowgam,239659,33.4992,75.16927,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Thather Lower,6972,33.48788,75.1883,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Gund Thather,239657,33.4877,75.17764,GMS,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Mahu Upper,239658,33.48692,75.0569,not feasible,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Lamber,6968,33.47901,75.18432,pGhar (under construction),2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Chareel,6962,33.47151,75.19497,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Mahu Lower,6969,33.46784,75.0763,pGhar (under construction),2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Ashar,6957,33.4654,75.18318,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Changloo,6961,33.4613,75.21482,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Kaskote,6967,33.45328,75.1882,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Doligam Upper - A,6964,33.44298,75.23356,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Doligam Upper -B,239655,33.44094,75.23913,Pghar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Karwah,6966,33.4376,75.18986,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Nogam,6971,33.43734,75.20973,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Gund Adalkote - A,6965,33.43386,75.20308,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Mangit,6970,33.43354,75.10395,not feasible,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Doligam Lower,6963,33.4303,75.21873,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Bankote,6958,33.42315,75.20051,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,RAMSOO,53,Trigam Upper,7185,33.42204,75.11001,pGhar,2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Gund Adalkote - B,239656,33.40927,75.19237,pGhar (under construction),2
JAMMU AND KASHMIR,1,RAMBAN,17,BANIHAL,38,Chacknarwah,6973,33.40175,75.22952,pGhar (under construction),2
