State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Gutlibagh,248384,34.27578,74.82902,Gutlibagh,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Wayil,248385,34.27421,74.80801,Wayil,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Wayil Wooder,248383,34.26862,74.81493,Wayil Wooder,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Nunner,248391,34.25944,74.79205,Nunner,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Urpash,248386,34.25741,74.80574,Urpash,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Serch,248390,34.24396,74.78071,Serch,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Arch,248387,34.24143,74.77058,Arch,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Buder Kund,248389,34.23626,74.79297,Buder Kund,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Shahpora,248388,34.23512,74.79115,Shahpora,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Tulamulla-B,248399,34.22234,74.73397,Tulamulla-B,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Tulamulla-A,248398,34.22127,74.75599,Tulamulla-A,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,BDO,88888,34.21445,74.76961,BDO,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Malshahi bagh,248392,34.21436,74.79503,Malshahi bagh,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Darend,248394,34.20415,74.79974,Darend,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Harran,248401,34.19183,74.76413,Harran,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Tull Bagh,248397,34.18921,74.74841,Tull Bagh,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Hutbura,248400,34.18693,74.74294,Hutbura,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Kujar,248402,34.17722,74.77713,Kujar,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Gadoora,248393,34.17622,74.77617,Gadoora,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Shallabugh-B,248396,34.17456,74.69674,Shallabugh-B,21
JAMMU AND KASHMIR,1,Ganderbal,11,GANDERBAL,119,Shallabugh-A,248395,34.16508,74.73947,Shallabugh-A,21
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Chattergul A (Babareshi),248403,34.32239,74.87539,burnabagh,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Wangath A,248431,34.32011,74.94458,govt sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Wangath B,248430,34.31706,74.94354,govt sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Chattergul C (Syed Shaib),248405,34.3134,74.86683,chattergul,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Anderwan A,248450,34.31327,74.80896,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Sonamarg-A,248440,34.30406,75.29523,sonamarg pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Khanan,248409,34.3026,74.9308,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Chattergul-B,248404,34.3014,74.86811,bus stand  c/g,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kachnambal-B,248443,34.30139,74.90877,kachnanbal,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Arhama-A,248447,34.29995,74.81477,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Arhama- B,248448,34.29894,74.79924,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Sonamarg-B,248441,34.29128,75.20194,gangangir,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Arhama- C,248449,34.29084,74.80135,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Arigoripora,248406,34.28999,74.87669,govt sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kachnambal-A,248442,34.28904,74.70639,kachnanbal,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Burnabugh,248410,34.28894,74.91725,barwulla,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Chuntwaliwar C,248459,34.28269,74.7427,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Haripora,248446,34.28261,74.81927,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Manigam B,248453,34.28253,74.80606,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Preng B,248445,34.28163,74.88794,preng,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Manigam A,248452,34.28097,74.79257,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Chuntwaliwar B,248458,34.28083,74.75353,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Barwulla,248408,34.28083,74.8952,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Preng A,248444,34.27761,74.8696,oreng,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kijpora,248407,34.27464,74.88756,pop Mroad,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Benhama,248454,34.27369,74.78602,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Wutlar A,248455,34.27369,74.78602,pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,WAKOORA,6546,Pehlipora,248468,34.26915,74.66524,pry. Sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Chuntwaliwar A,248457,34.26911,74.7511,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kullan B,248437,34.26901,75.16584,popRezin ,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kullan -A,248436,34.26858,75.15044,GP  h/con mr,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Wutlar B,248456,34.26766,74.76892,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Rayil,248422,34.26408,74.12558,akhoon mohalla,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kangan-A,248428,34.26288,74.90306,kangan  a,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Kangan-B,248429,34.26242,74.89881,govt sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,WAKOORA,6546,Safapora C,248471,34.25959,74.68347,koistan  cly.pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,WAKOORA,6546,Safapora B,248470,34.25949,74.68148,koistan pop,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Lar B,248461,34.25882,74.75756,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Gund Sar Singh A,248438,34.25795,75.08926,bazar,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Gund Sar Singh B,248439,34.25783,75.08975,market,2
JAMMU AND KASHMIR,1,GANDERBAL,11,WAKOORA,6546,Safapora A,248469,34.25726,74.66961,Safapora Bazar,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Lar A,248460,34.25698,74.74755,bdo  office,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Akhal-B,248427,34.25629,74.89956,govt sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Repora B,248463,34.25343,74.74389,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Fraw Haknar B,248419,34.25133,75.07205,pop ,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Akhal-A,248426,34.24987,74.9102,govt sch,2
JAMMU AND KASHMIR,1,GANDERBAL,11,WAKOORA,6546,Yangoora B,248474,34.24756,74.68562,KundbalPOP,2
JAMMU AND KASHMIR,1,GANDERBAL,11,LAR,121,Repora A,248462,34.24695,74.7398,govt.sch.,2
JAMMU AND KASHMIR,1,GANDERBAL,11,KANGAN,120,Fraw Haknar A,248418,34.24527,75.05855,govt sch,2
