State_Name,State Code,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
BIHAR,10,SAMASTIPUR,221,MORWA,2047,morwa block,88888,25.81103,85.69318,MORWA BLOCK,21,,1960
BIHAR,10,SAMASTIPUR,221,SAMASTIPUR,2051,samastipur block,88888,25.852077,85.809747,SAMASTIPUR BLOCK,21,,1355
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,alampur kodaria,97630,25.7264,85.95865,ALAMPUR KODARIA,21,,5130
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,belsandi tara,97631,25.763803,85.963803,BELSANDI TARA,21,,13727
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,bharpura patpara,97632,25.772406,85.953753,BHARPURA PATPARA,21,,7054
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,bhuswar,97633,25.677842,85.989106,BHUSWAR,21,,4814
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,bibhutipur north,97634,25.702994,85.971503,BIBHUTIPUR NORTH,21,,34764
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,bibhutipur east,97635,25.684439,85.9839,BIBHUTIPUR EAST,21,,34764
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,boriya,97637,25.710347,85.999186,BORIYA,21,,4277
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,chak habib,97638,25.721989,85.865011,CHAK HABIB,21,,149
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,chora tabhaka,97639,25.693292,85.941717,CHORA TABHAKA,21,,5570
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,desari karrakh,97640,25.623139,86.010369,DESARI KARRAKH,21,,10911
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,gangouli manda,97641,25.645158,85.973403,GANGOULI MANDA,21,,3966
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,kaliyanpur north,97642,25.715019,85.909803,KALIYANPUR NORTH,21,,4931
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,kalyanpur south,97643,25.707106,85.923364,KALYANPUR SOUTH,21,,4931
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,kerai,97644,25.740494,85.866678,KERAI,21,,10209
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,khas tabhaka south,97645,25.651469,85.920769,KHAS TABHAKA SOUTH,21,,804
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,khas tabhaka north,97646,25.669997,85.933378,KHAS TABHAKA NORTH,21,,804
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,mahathi south,97647,25.722883,85.983575,MAHATHI SOUTH,21,,7538
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,mahashi,97648,25.736103,85.884906,MAHASHI,21,,411
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,mahmadpur sakra,97649,25.691667,85.904825,MAHMADPUR SAKRA,21,,500
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,mahthi north,97650,25.736156,86.006081,MAHTHI NORTH,21,,7538
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,mushtafapur,97651,25.697714,85.88455,MUSHTAFAPUR,21,,327
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,narhan,97652,25.690986,86.005497,NARHAN,21,,16213
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,patelia,97653,25.654747,85.991875,PATELIA,21,,13205
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,sakhmohan,97654,25.651131,85.988983,SAKHMOHAN,21,,11938
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,singhia bujurg south,97655,25.744189,85.974319,SINGHIA BUJURG SOUTH,21,,21597
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,singhia bujurg north,97656,25.748422,85.981264,SINGHIA BUJURG NORTH,21,,21597
BIHAR,10,SAMASTIPUR,221,BIBHUTPUR,2039,surouli,97657,25.663111,85.966444,SUROULI,21,,4570
