,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,AMBAJOGAI,3.12476807415,AKOLA,18.567025,76.330637,1294.0,20.704,Akola,18.56846323,76.36024294
1,AMBAJOGAI,1.43497360662,AMBALTEK,18.759354,76.541224,758.0,12.128,Ambaltek,18.76888114,76.55041741
2,AMBAJOGAI,2.86323192322,AMBALWADI,18.773385,76.463643,1032.0,16.512,Ambalwadi,18.77407961,76.49082971
3,AMBAJOGAI,1.90684655874,ANJANPUR,18.581317,76.308409,1042.0,16.672,Anjanpur,18.58055067,76.29033535
4,AMBAJOGAI,0.978955938304,BAGZARI,18.650507,76.651614,1209.0,19.344,Bagzari,18.65611147,76.6587801
5,AMBAJOGAI,1.15272681306,BARDAPUR,18.641073,76.497728,8807.0,140.912,Bardapur,18.6436469,76.48712983
6,AMBAJOGAI,2.18560894264,BHARAJ,18.664255,76.43171,1584.0,25.344,Bharaj,18.6667359,76.45229095
7,AMBAJOGAI,1.28599211421,BHATANWADI,18.706142,76.687731,1448.0,23.168,Bhatanwadi,18.70465145,76.67562269
8,AMBAJOGAI,1.6484546406,BHAWTHANA,18.787932,76.292813,2061.0,32.976,Bhawthana,18.77939745,76.28000923
9,AMBAJOGAI,4.69221932804,CHANAI,18.720558,76.378164,4563.0,73.008,Chanai,18.71568396,76.33390751
10,AMBAJOGAI,2.3864541795,CHANDANWADI,18.698837,76.564413,884.0,14.144,Chandanwadi,18.68060657,76.55245715
11,AMBAJOGAI,2.30896974853,CHICHKHANDI,18.787932,76.292813,1449.0,23.184,Chichkhandi,18.80755392,76.29999055
12,AMBAJOGAI,1.05893514763,CHOPANWADI,18.709892,76.568299,604.0,9.664,Chopanwadi,18.70202153,76.5739597
13,AMBAJOGAI,0.310402799062,CHOTHEWADI,18.694537,76.52916,797.0,12.752,Chothewadi,18.69253071,76.53120907
14,AMBAJOGAI,0.726043640249,DHAITHANA RADI,18.625827,76.385183,938.0,15.008,Daithana Radi,18.62068262,76.38942629
15,AMBAJOGAI,3.33529621286,DARADWADI,18.736698,76.694041,1026.0,16.416,Daradwadi,18.74691437,76.72382165
16,AMBAJOGAI,4.75237522976,DATTAPUR,18.74108,76.486548,402.0,6.432,Dattapur,18.7345589,76.53115073
17,AMBAJOGAI,2.44567675351,DEVALA,18.587071,76.342753,640.0,10.24,Devla,18.57204873,76.32580452
18,AMBAJOGAI,4.09039303357,DHASWADI,18.706145,76.687731,1413.0,22.608,Dhaswadi,18.71047348,76.72629903
19,AMBAJOGAI,1.61198168458,DIGHOL AMBA,18.683048,76.280452,3097.0,49.552,Dighol Amba,18.67275762,76.26967314
20,AMBAJOGAI,1.08191766616,GHATNANDUR,18.731543,76.552109,8997.0,143.952,Ghatnandur,18.73416281,76.56200375
21,AMBAJOGAI,2.55084665577,NAWABWADI,18.698707,76.564357,332.0,5.312,Gholapwadi,18.70744023,76.54196142
22,AMBAJOGAI,2.46964384104,GIRWLI (APET),18.765492,76.461197,1033.0,16.528,Girwli (Apet),18.74334811,76.45938805
