,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,MANWAT,3.10986267342,AMBEGAON CHAHRUM,19.307167,76.562389,384.0,6.144,Ambegaon Chaharun,19.332443,76.57507477
1,MANWAT,1.15622023477,SOMTHANA,19.370722,76.58875,324.0,5.184,Atola,19.38109877,76.58804372
2,MANWAT,3.07723603051,DEVALGAON AWCHAR,19.31025,76.589361,4127.0,66.032,Deulgaon Awachar,19.32761514,76.61219472
3,MANWAT,1.10221241546,GOGALGAON,19.425556,76.53,1590.0,25.44,Gogalgaon,19.43513111,76.52728125
4,MANWAT,3.31074442926,HAMDAPUR,19.136722,76.537194,1766.0,28.256,Hamadapur,19.16119601,76.55514384
5,MANWAT,4.90500000958,HATKARWADI,19.089056,76.606306,1611.0,25.776,Hatkarwadi,19.12580222,76.63213299
6,MANWAT,0.855314178529,IRLAD,19.391472,76.545583,1799.0,28.784,Irlad,19.39772856,76.55032687
7,MANWAT,3.64234284116,ITALI,19.217333,76.502028,1687.0,26.992,Itali,19.24568928,76.5193954
8,MANWAT,2.08398024163,KARANJI,19.366389,76.500361,1502.0,24.032,Karanji,19.38381442,76.50767488
9,MANWAT,2.16676700367,KHARABA,19.35,76.513944,1330.0,21.28,Kharba,19.36619923,76.52542336
10,MANWAT,2.34868655192,KOLHA,19.354972,76.552611,3350.0,53.6,Kolha,19.36828734,76.56999058
11,MANWAT,4.39158352152,KOLHAWADI,19.337056,76.554694,700.0,11.2,Kolhawadi,19.36441651,76.58488117
12,MANWAT,2.15877431519,KOTHALA,19.392389,76.603944,1055.0,16.88,Kothala,19.40945697,76.61375303
13,MANWAT,2.77867331653,WANGI,19.102694,76.528694,508.0,8.128,Kumbhari(Ganga Kinara),19.12501568,76.51680451
14,MANWAT,3.08938068223,MANDEWADGAON,19.220667,76.591444,712.0,11.392,Mandewadgaon,19.24719208,76.6001996
15,MANWAT,1.04291773817,MANOLI,19.348611,76.466611,2958.0,47.328,Manoli,19.35646012,76.46116929
16,MANWAT,1.14687554823,MANWAT ROAD,19.359333,76.535861,760.0,12.16,Manwat Road,19.36595233,76.54424502
17,MANWAT,1.14687554823,MANWAT ROAD,19.359333,76.535861,760.0,12.16,Manwat Rural,19.36595233,76.54424502
18,MANWAT,1.89778009854,NARLAD,19.392056,76.572722,1341.0,21.456,Narlad,19.40358271,76.58606607
