,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,Ambegaon,2.4044215134,PANCHALE BK.,19.13744,73.70298,429.0,6.864,Adivare,19.15852869,73.69792075
1,Ambegaon,1.88377691289,PIMPARGANE,19.19021,73.60056,144.0,2.304,Aghane,19.17900424,73.61401284
2,Ambegaon,1.45159355652,AHUPE,19.17681,73.57052,1107.0,17.712,Ahupe,19.16554346,73.56353851
3,Ambegaon,1.37391282039,MALIN,19.16078,73.68848,242.0,3.872,Amade,19.15781199,73.67578256
4,Ambegaon,2.72509375746,AMBEDARA,19.03571,73.79098,611.0,9.776,Ambedara,19.02321147,73.81327937
5,Ambegaon,1.85444238699,AMBODI,19.09125,73.82684,2051.0,32.816,Amondi,19.10163023,73.84065338
6,Ambegaon,2.50176284341,GANGAPUR  KH.,19.1087,73.79785,164.0,2.624,Apati,19.12882582,73.78720545
7,Ambegaon,0.875650102468,ASANE,19.16534,73.67392,1068.0,17.088,Asane,19.16392608,73.66571853
8,Ambegaon,1.29008181254,AWASARI BK.,18.96272,74.00425,4441.0,71.056,Awasari Bk.,18.95852611,74.01568806
9,Ambegaon,2.06167705737,AWASARI KH.,18.97317,73.96354,4441.0,71.056,Awasari Kh,18.98931797,73.97317521
10,Ambegaon,1.6224537974,BHAGADI,19.02917,74.12588,640.0,10.24,Bhagadi,19.04342323,74.12257771
11,Ambegaon,2.57458715514,BHARADI,18.98709,74.03036,1841.0,29.456,Bharadi,19.00972415,74.03551899
12,Ambegaon,1.12237397151,BHORGHAR,19.14317,73.72955,2102.0,33.632,Borghar,19.15096827,73.73633394
13,Ambegaon,0.980947220022,CHANDOLI BK.,19.02161,73.97619,3859.0,61.744,Chandoli Bk.,19.0175015,73.98444757
14,Ambegaon,0.803120940522,CHANDOLI KH.,19.01666,73.97686,3859.0,61.744,Chandoli Kh.,19.0175015,73.98444757
15,Ambegaon,2.47026134124,CHAS,19.0518,73.88153,2345.0,37.52,Chas,19.05863984,73.90389177
16,Ambegaon,0.586296343472,CHINCHODI,19.03113,73.90366,510.0,8.16,Chinchodi,19.02585866,73.90378619
17,Ambegaon,2.75029499309,CHINCHOLI,19.05709,73.85313,1952.0,31.232,Chincholi,19.06325278,73.87847335
18,Ambegaon,0.257565138549,DEVGAON,18.9852,74.14095,832.0,13.312,Devgaon,18.98732782,74.14191798
19,Ambegaon,4.36493672563,DHAKALE,19.01473,73.7924,636.0,10.176,Dhakale,19.00785251,73.83327733
20,Ambegaon,2.56669440328,DHAMANI,18.91682,74.06661,2814.0,45.024,Dhamani,18.93784524,74.05653883
21,Ambegaon,3.87304224855,DHONDMALA SHINDEWADI,19.04966,73.83518,505.0,8.08,Dhondmal Shindewadi,19.04061316,73.87076348
22,Ambegaon,3.47262415481,KUSHIRE BK.,19.1356,73.64603,112.0,1.792,Digad,19.13862511,73.67893144
23,Ambegaon,1.58242084403,DIMBE BK.,19.09448,73.73949,626.0,10.016,Dimbhe Bk.,19.09404779,73.72443734
24,Ambegaon,2.38640680823,DIMBE KH.,19.08508,73.74507,2216.0,35.456,Dimbhe Kh.,19.09404779,73.72443734
25,Ambegaon,2.00601012652,TIRPAD,19.17091,73.6398,439.0,7.024,Don,19.18894815,73.63949286
