STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
34,637,5915,645000,Melakasakudy,2140,0,none,253301,NEDUNGADU
34,637,5915,645001,Ambagarathur,7391,0,none,253304,THIRUNALLAR
34,637,5915,645002,Nallazhundur,3575,0,none,253402,NALLAMBAL
34,637,5915,645003,Thevamapuram,2305,0,none,253401,KARUKKANKUDY
34,637,5915,645004,Sorakudy,4666,0,none,253406,SURAKKUDY
34,637,5915,645005,Subrayapuram,1069,0,none,253304,THIRUNALLAR
34,637,5915,645006,Keezhavoor (Part),1119,0,none,253407,THIRUNALLAR(NORTH)
34,637,5915,645007,Thirunallar,6866,0,none,253407,THIRUNALLAR(NORTH)
34,637,5915,645008,Thennankudy,2321,0,none,253404,SELLUR
34,637,5915,645009,Sethur,3890,0,none,253405,SETHUR
34,637,5915,645010,Sellur,2482,0,none,253404,SELLUR
34,637,5915,645011,Pettai,3192,0,none,253403,PETTAI
