State_Name,State Code,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, AHOBILAM, 203896, 15.133463, 78.673122, AHOBILAM GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, BACHEPALLE, 203897, 15.083469, 78.591541, BACHEPALLE GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, BATHALUR, 203898, 15.21451, 78.502189, SCHOOL BATHLOOR, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, CHINTA KOMMADINNE, 203899, 15.062221, 78.532773, P.CHINTAKOMMADINNE GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, G.JAMBULADINNE, 203900, 15.173497, 78.509252, G. JAMBULADINNE GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, GOPALAPURAM, 203901, 15.18358, 78.502061, GOPALPURAM GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, GUBAGUNDAM, 203902, 15.135159, 78.515546, GUBAGUNDAM GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, KOTHA KANDUKUR, 203903, 15.084847, 78.585748, KOTHA KANDUKUR GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, MARRIPALLE, 203904, 15.121563, 78.5867, MARRIPALLE GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, MITTAPALLE, 203905, 15.119499, 78.567745, MITTAPALLI GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, NALLAGATLA, 203906, 15.185081, 78.502026, NALLAGATALA TEMPLE, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, OBULAMPALLE, 203907, 15.141818, 78.522556, OBUMPALLE, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, PATHA KANDUKUR, 203908, 15.120855, 78.496288, PATHA KANDUKUR GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, PERAIPALLI, 203909, 15.192279, 78.48357, PERRAIPALLI GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, R.KRISHNAPURAM, 203910, 15.100644, 78.585235, R.KRISHNAPURAM GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, S.LINGAMDINNE, 203911, 15.111853, 78.482344, S.LINGAMADINNE, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALLAGADDA, 5150, YADAWADA, 203912, 15.136283, 78.551311, YADAWADA GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALUR, 5151, ALUR, 203913, 15.392971, 77.22744, Alur GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALUR, 5151, ARIKERA, 203914, 15.401754, 77.198968, Arikera GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALUR, 5151, HATHI BELGAL, 203915, 15.391187, 77.225058, Hathibelagal GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALUR, 5151, HULEBEEDU, 203916, 15.442811, 77.231371, Hulebeedu GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALUR, 5151, KAMMARACHEDU, 203917, 15.51578, 77.253456, Kummarachedu GP, 2
ANDHRA PRADESH                                    , 28, Kurnool, 552, ALUR, 5151, KURUKUNDA, 203918, 15.480016, 77.236782, Kurukunda GP, 2
