State_Name,State Code,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,chargaha,96001,26.900528,84.457001,CHARGAHA,21,,1009
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,chuhari,96002,26.892528,84.485917,CHUHARI,21,,5908
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,dakshini ghogha,96003,26.910031,84.599989,DAKSHINI GHOGHA,21,,1278
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,gidha,96004,26.910184,84.57639,GIDHA,21,,3928
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,gurwalia,96005,26.826944,84.484751,GURWALIA,21,,3940
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,jaitia,96006,26.921889,84.558639,JAITIA,21,,16315
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,kharg pokharia,96007,26.927512,84.521139,KHARG POKHARIA,21,,4048
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,kurwa mathia,96008,26.862667,84.495751,KURWA MATHIA,21,,13758
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,lakhaura,96009,26.892011,84.538639,LAKHAURA,21,,457
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,lalgarh,96010,26.829528,84.565139,LALGARH,21,,9142
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,lohiariya,96011,26.885556,84.574139,LOHIARIYA,21,,3217
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,mahana kuli,96012,26.902583,84.529333,MAHANA KULI,21,,1654
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,mushahari senwaria,96013,26.969139,84.446444,MUSHAHARI SENWARIA,21,,1375
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,paschimi turhapatti,96014,26.867222,84.441278,PASCHIMI TURHAPATTI,21,,16006
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,purbi turhapatti,96015,26.848278,84.473001,PURBI TURHAPATTI,21,,399
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,ranipur rampurwa,96016,26.869194,84.537389,RANIPUR RAMPURWA,21,,2891
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,sirisiya,96017,26.876889,84.479944,SIRISIYA,21,,3590
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,tunia bishunpur,96018,26.826167,84.484083,TUNIA BISHUNPUR,21,,5916
BIHAR,10,PASHCHIM CHAMPARAN,203,CHANPATIA,1933,uttari ghogha,96019,26.945778,84.611056,UTTARI GHOGHA,21,,13572
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,bagahi puraina,96038,26.890891,84.414988,BAGAHI PURAINA,21,,1681
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,bahuarwa,96039,26.927222,84.363056,BAHUARWA,21,,500
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,baluwa bhawanipur,96040,26.902111,84.337472,BALUWA BHAWANIPUR,21,,4865
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,barwa ojha,96041,26.926806,84.381917,BARWA OJHA,21,,856
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,basopatti,96042,26.903278,84.363306,BASOPATTI,21,,1791
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,bhawanipur,96043,26.841055,84.38453,BHAWANIPUR,21,,4508
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,donwar,96046,26.950639,84.419501,DONWAR,21,,683
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,dumari,96047,26.852972,84.381722,DUMARI,21,,11973
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,fatehpur,96048,26.871753,84.369709,FATEHPUR,21,,500
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,hathia,96049,26.913944,84.383111,HATHIA,21,,1110
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,machhergawan,96051,26.90689,84.381554,MACHHERGAWAN,21,,2154
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,nawalpur,96052,26.933944,84.311002,NAWALPUR,21,,10161
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,pipra naurangia,96053,26.849938,84.425149,PIPRA NAURANGIA,21,,10291
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,piprahia,96054,26.921444,84.311001,PIPRAHIA,21,,1889
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,siswa bairagi,96055,26.954556,84.331083,SISWA BAIRAGI,21,,852
BIHAR,10,PASHCHIM CHAMPARAN,203,JOGAPATTI,1935,siswa bhumihar,96056,26.952512,84.303444,SISWA BHUMIHAR,21,,1288
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,bagahi baswaria,96058,27.051806,84.335551,BAGAHI BASWARIA,21,,1802
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,bahuarwa,96059,27.011555,84.472722,BAHUARWA,21,,500
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,basantpur,96060,26.967694,84.548361,BASANTPUR,21,,3427
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,baswaria paraoutola,96061,26.959583,84.425361,BASWARIA PARAOUTOLA,21,,2355
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,belwa lakhanpur,96062,26.995611,84.417722,BELWA LAKHANPUR,21,,1957
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,daniyal parsauna,96063,26.985194,84.478833,DANIYAL PARSAUNA,21,,4392
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,deurwa,96064,27.058278,84.343778,DEURWA,21,,1776
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,dhamaura,96065,26.979889,84.499991,DHAMAURA,21,,2872
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,dhobni,96066,27.033556,84.395583,DHOBNI,21,,639
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,dhobni dharampur,96067,26.990755,84.483278,DHOBNI DHARAMPUR,21,,3068
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,gobraura,96068,27.022667,84.439472,GOBRAURA,21,,873
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,gonauli dumra,96069,27.032056,84.341083,GONAULI DUMRA,21,,1275
