State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,population
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,aarave,176103,21.1533,74.6441, ARAVE G.P,2,2288
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,achhi,176095,21.3652,74.708, ACHHI G.P,2,1056
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,ajande bk,176096,21.1446,74.8878, AJANDE BK G.P.,2,1392
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,ajande kh,176097,21.2158,74.8144, AJANDE KH,2,1159
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,akkadse,176098,21.3202,74.7938, AKKADASE G.P.,2,913
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,alane,176099,21.2227,74.7302, ALANE G.P,2,538
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,amalthe,176100,21.3597,74.7511, AMALTHE G.P,2,1978
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,amrale,176101,21.1441,74.6583, AMARALE G.P,2,2094
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,anjanvihire,176102,21.2425,74.5769, ANJANVIHIR G.P,2,2090
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,babhulde,176104,21.2066,74.7216, BABHULDE G.P,2,489
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,bamhane,176105,21.3505,74.625, BAMHANE G.P,2,2821
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,betawad,176106,21.1686,74.9097, BETAWAD G.P,2,7692
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,bhadane,176107,21.2488,74.6891, BHADANE G.P,2,3158
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chandgad,176108,21.2352,74.8538, CHANDGAD G.P,2,1027
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chaugaon bk.,176109,21.3022,74.6777, CHAUGAON BK,2,1767
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chaugaon kh.,176110,21.2972,74.6788, CHAUGAON KH G.P,2,510
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chilane,176111,21.3341,74.67833, CHILANE G.P,2,3203
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chimathane,176112,21.1816,74.6897, CHIMTHANA G.P.,2,473
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chimthaval,176113,21.0947,74.7022, CHIMTHAVAL G.P,2,740
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,chirane,176114,21.2225,74.7311, CHIRNE G.P,2,1046
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,dabhashi,176116,21.2669,74.8461, DABHASHI G.P,2,2009
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,dabli,176115,21.1894,74.7869, DABLI G.P,2,1412
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,dalwade pr. n,176117,21.3127,74.6936, DALWADE,2,1519
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,dangurne,176167,21.1072,74.7294, DANGURNE G.P,2,981
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,darane,176119,21.1383,74.6902, DRANE G.P,2,1568
MAHARASHTRA,27, DHULE,498, SHINDKHEDE,4369,darkheda,176120,21.1383,74.7194, DARKHEDA G.P,2,859
