State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,population
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,akkalkuwa,183930,21.553889,74.014083, Akkalkuwa Panch,2,4812
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,alvihir,183931,21.618972,74.107861, Alivihir Panch,2,915
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,bhabalpur,183932,21.571417,74.086111, Bhabalpur panch,2,1582
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,bhagarpani,183934,21.7889,74.062055, Bhangrapani Panch,2,0
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,bhagdari,183933,21.797306,74.004778, Bhagadari Panch,2,678
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,bhijarigavan,183935,21.787111,73.98541, Bijrigavhan Panch,2,748
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,bramhangaon,183936,21.520111,73.951222, Bramhangaon Panch,2,1721
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,dab,183937,21.708194,74.024167, Dab Panch,2,4455
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,debramal,183939,21.870667,74.011694, Debramal Panch,2,289
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,denal,183938,21.868126,73.95257, Danel Panch,2,1212
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,devmogara,183940,21.602111,74.022222, Dev Mogra Panch,2,2689
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,gagapur,183941,21.5875,74.016667, Gangapur Panch,2,827
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,gavahli,183942,21.530139,73.848056, Gavhali Panch,2,767
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,ghatani,183943,21.590444,74.000278, Ghantani Panch,2,913
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,horafali,183944,21.629801,73.843, Horafali Panch,2,2192
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,jamana,183945,21.709972,74.090833, Jamana Panch,2,930
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,kadwamahu,183946,21.523695,73.975309, Kadwa Mahu Panch,2,354
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,kakadkhut,183947,21.552528,73.918611, Kakadkhut Panch,2,918
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,katawani,183950,21.568157,73.985958, Khatwani Panch,2,603
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,kathi,183948,21.786528,74.040278, Kathi Panch,2,3722
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,khaper,183949,21.532528,73.927889, Khapar Panch,2,7235
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,korai,183951,21.535611,73.929889, Korai Panch,2,2941
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,kukadipadar,183952,21.770152,73.837766, Kukadipadar Panch,2,719
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,m.akkushvihir,183953,21.574357,73.980198, M.Ankushvihir Panch,2,1282
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,mahalpada,183954,21.789167,74.027917, Malpada Panch,2,1224
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,manibeli (@jangthi),183955,21.820611,73.850167, Manibeli Panch(@Jangthi),2,4330
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,mogara,183956,21.700222,73.927889, Mogra Panch,2,557
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,molgi,183957,21.766472,74.006139, Molgi Panch,2,1489
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,moramba,183958,21.579194,73.88075, Moramba Panch,2,884
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,nala,183959,21.581278,74.005722, Nala Panch,2,558
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,ohawa,183960,21.677392,73.943915, Ohawa Panch,2,1725
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,pecharidev,183961,21.525417,73.873556, Pechridev Panch,2,1155
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,pipalkhuta,183962,21.775139,73.928056, Pimpalkhuta Panch,2,1286
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,porambi,183963,21.503944,73.866944, Porambi Panch,2,296
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,rajmohi m,183965,21.55025,74.043167, Rajmohi Panch,2,1275
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,rasingour,183964,21.575587,73.939887, Raisingpur Panch,2,144
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,sakaliumbar,183966,21.743333,74.013944, Sakliumar Panch,2,1566
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,sigpur bhu,183968,21.587333,74.106583, Singpur Bk Panch,2,1092
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,sinduri (@gaman),183967,21.828889,73.913944, Sinduri Panch(@Gaman),2,1714
MAHARASHTRA,27, NANDURBAR,497, AKKALKUWA,4473,sorapado,183969,21.555278,74.000139, Sorapada Panch,2,2111
