State_Name,State Code,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, ALOOR, 209185, 18.806826, 78.195165, ALOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, AMDAPOOR, 209186, 18.864253, 78.26202, AMDAPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, ANKAPOOR, 209187, 18.766773, 78.256187, ANKAPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, CHEPOOR, 209188, 18.807518, 78.332019, CHEPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, DEGAON, 209189, 18.846162, 78.224712, DEGAON, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, FATHEPUR, 209190, 18.846058, 78.30072, FATHEPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, GAGGUPALLY, 209191, 18.801426, 78.219554, GAGGUPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, GOVINDPET, 209192, 18.764074, 78.32947, GOVINDPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, ISSAPALLY, 209193, 18.801301, 78.236786, ISSAPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, KHANAPUR, 209194, 18.884392, 78.270609, KHANAPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, KOMANPALLY, 209195, 18.880657, 78.291213, KOMANPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, MACHERLA, 209196, 18.858331, 78.20449, MACHERLA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, MAGGIDI, 209197, 18.872246, 78.266147, MAGGIDI, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, MAMIDIPALLY, 212163, 18.777317, 78.297818, MAMIDIPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, MANTHANI, 209199, 18.846986, 78.256263, MANTHANI, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, MIRDHAPALLY, 209200, 18.8292, 78.231734, MIRDHAPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, PERKIT, 209201, 18.79285, 78.307836, PERKIT, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, PIPRI, 209202, 18.834617, 78.276937, PIPRI, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, RAMPOOR, 209203, 18.821298, 78.241259, RAMPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, ARMUR, 5418, SURBIRYAL, 209204, 18.857628, 78.295283, SURBIRYAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, BALKONDA, 209205, 18.872173, 78.33377, BALKONDA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, BASWAPOOR, 888888, 18.903209, 78.339369, BASWAPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, BODEPALLY, 209207, 18.859277, 78.365344, BODEPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, BUSSAPUR, 209208, 18.943457, 78.367244, BUSSAPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, CHAKIRYAL, 209209, 18.984651, 78.389522, CHAKIRYAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, CHITTAPUR, 209210, 18.842944, 78.337976, CHITTAPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, DOODGAON, 209211, 18.983975, 78.381423, DOODGAON, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, ITHWARPET, 888888, 18.878443, 78.319647, ITHWARPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, JALALPUR, 209213, 18.879046, 78.305994, JALALPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, KISAN NAGAR, 209214, 18.887348, 78.349351, KISAN NAGAR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, KODICHERLA, 209215, 18.968515, 78.409197, KODICHERLA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, KOTHAPALLI, 209216, 18.908043, 78.373474, KOTHAPALLI, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, MENDORA, 209217, 18.950958, 78.401913, MENDORA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, MUPKAL, 209218, 18.909559, 78.356744, MUPKAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, NAGAMPET, 209219, 18.911586, 78.402509, NAGAMPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, NAGAPOOR, 209220, 18.899965, 78.32799, NAGAPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, NALLOOR, 209221, 18.929759, 78.36429, NALLOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, RENJARLA, 209222, 18.892975, 78.413713, RENJARLA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, SAVEL, 209223, 18.955661, 78.428649, SAVEL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, SOANPET, 209224, 18.9584, 78.361209, SOANPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, SRIRAMPOOR, 888888, 18.825495, 78.32275, SRIRAMPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, VANNEL B, 209226, 18.858127, 78.382042, VANNEL B, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, VELKATOOR, 209227, 18.925098, 78.431029, VELKATOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, VEMPALLY, 209228, 18.8943, 78.359061, VEMPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BALKONDA, 5419, VENCHIRYAL, 209229, 18.897224, 78.432473, VENCHIRYAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, BANSWADA, 209230, 18.378864, 77.877059, BANSWADA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, BORLAM, 209231, 18.385661, 77.90073, BORLAM, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, BUDMI, 209232, 18.339075, 77.885845, BUDMI, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, CH.RAMPUR, 209233, 18.428105, 77.907599, CH.RAMPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, HANMAJIPET, 209235, 18.435812, 78.003575, HANMAJIPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, IBRAHIMPET, 209236, 18.40372, 77.851808, IBRAHIMPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, KOLLOOR, 209237, 18.402447, 77.913291, KOLLOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, KONAPUR, 209238, 18.408136, 77.97694, KONAPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, POCHARAM, 209239, 18.412039, 77.907339, POCHARAM, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, SANGOJIPET, 209240, 18.41736, 77.993382, SANGOJIPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, SOMESHWAR, 209241, 18.405232, 77.880987, SOMESHWAR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, TADKOLE, 209242, 18.365476, 77.874567, TADKOLE, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BANSWADA, 5420, TIRMALAPUR, 209243, 18.334083, 77.907623, TIRMALAPUR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, BABA NAGAR, 209244, 18.710964, 78.474959, BABA NAGAR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, BABAPOOR, 209245, 18.702027, 78.458318, BABAPOOR, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, BACHANAPALLY, 209246, 18.656576, 78.481695, BACHANAPALLY, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, BADABHEEMGAL, 209247, 18.693901, 78.416595, BADABHEEMGAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, BEJJORA, 209248, 18.680345, 78.445124, BEJJORA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, BHEEMGAL, 209249, 18.700989, 78.449468, BHEEMGAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, CHENGAL, 209250, 18.709364, 78.380495, CHENGAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, DEVAKKAPET, 209251, 18.639348, 78.573104, DEVAKKAPET, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, GONGOPPULA, 209252, 18.639801, 78.427114, GONGOPPULA, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, JAGIRYAL, 209253, 18.735144, 78.446606, JAGIRYAL, 2
ANDHRA PRADESH, 28, NIZAMABAD, 533, BHEEMGAL, 5421, KUPKAL, 209254, 18.737291, 78.461736, KUPKAL, 2
