State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
BIHAR,10,SHEOHAR,205,TARIYANI,2089,Block,88888,26.389303,85.322094,Block,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,JAHANGIRPUR,98394,26.498617,85.2412,JAHANGIRPUR,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,MOHAMMADPUR KATSARI,98395,26.460467,85.239017,MOHAMMADPUR KATSARI,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,MAKSUDPUR KARARIYA,98396,26.4461,85.216283,MAKSUDPUR KARARIYA,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,NAYAGAON EAST,98397,26.493367,85.2238,NAYAGAON EAST,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,NAYAGAON WEST,98398,26.4947,85.2214,NAYAGAON WEST,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,PHULKAHA,98399,26.437767,85.2641,PHULKAHA,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,ROHUA,98400,26.427617,85.256183,ROHUA,21
BIHAR,10,SHEOHAR,205,DUMARI KATSARI,2085,SHAYAMPUR,98401,26.473167,85.1984,SHAYAMPUR,21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,AMBA KALA(N),98402,26.584967,85.27335,AMBA KALA(N),21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,AMBA KALA(S),98403,26.584967,85.27335,AMBA KALA(S),21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,BASAHIA SHEKH,98404,26.5631,85.301,BASAHIA SHEKH,21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,BELWA,98405,26.584967,85.27335,BELWA,21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,DHANKAUL,98406,26.561733,85.372183,DHANKAUL,21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,KAMRAULI,98407,26.512596,85.330353,KAMRAULI,21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,KUAMA,98408,26.551883,85.354933,KUAMA,21
BIHAR,10,SHEOHAR,205,PIPRAHI,2086,MESAUDHA,98409,26.56275,85.309967,MESAUDHA,21
