State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
BIHAR,10,NAWADA,239,AKBARPUR,1914,Akbarpur Block,88888,24.750417,85.557511,Akbarpur Block,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Baksanda,95727,24.734359,85.533221,Baksanda,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Balia Bujurg,95728,24.753184,85.542791,Balia Bujurg,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Brail,95729,24.846565,85.494211,Brail,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Bareo,95730,24.838037,85.552865,Bareo,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Bhanail Lodipur,95731,24.845786,85.581098,Bhanail Lodipur,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Budhua,95732,24.716667,85.581667,Budhua,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Fatehpur,95733,24.754314,85.521441,Fatehpur,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Govind Bigha,95734,24.768889,85.492501,Govind Bigha,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Kulna,95735,24.777228,85.577273,Kulna,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Ledha,95736,24.823333,85.591944,Ledha,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Malikpur Nemdarganj,95737,24.832523,85.566121,Malikpur Nemdarganj,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Makhar,95738,24.778123,85.53528,Makhar,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Pachgama,95739,24.812511,85.548056,Pachgama,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Panchrukhi,95740,24.760556,85.552222,Panchrukhi,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Paijuna,95741,24.755556,85.491111,Paijuna,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Ponti,95742,24.750111,85.557222,Ponti,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Partho Karhari,95743,24.820833,85.557778,Partho Karhari,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Pharaha,95744,24.854167,85.548056,Pharaha,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Sakarpura,95745,24.820556,85.488056,Sakarpura,21
BIHAR,10,NAWADA,239,AKBARPUR,1914,Teyar,95746,24.803889,85.503333,Teyar,21
