State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phas
BIHAR,10,ARARIA,209,FORBESGANJ,1626,FORBESGANJ BLOCK,88888,26.31153,87.2454,FORBESGANJ BLOCK,21
BIHAR,10,ARARIA,209,PALASI,1630,Palasi Block,88888,26.24015,87.566317,Palasi Block,21
BIHAR,10,ARARIA,209,ARARIA,1624,ARARIA BASTI,91078,26.144733,87.51455,ARARIA BASTI,21
BIHAR,10,ARARIA,209,ARARIA,1624,BANGAMA,91079,26.062133,87.408933,BANGAMA,21
BIHAR,10,ARARIA,209,ARARIA,1624,BANSBARI,91080,26.193217,87.447333,BANSBARI,21
BIHAR,10,ARARIA,209,ARARIA,1624,BASANTPUR,91081,26.162817,87.481583,BASANTPUR,21
BIHAR,10,ARARIA,209,ARARIA,1624,BATURBARI,91082,26.216917,87.481033,BATURBARI,21
BIHAR,10,ARARIA,209,ARARIA,1624,BELWA,91083,26.117967,87.48615,BELWA,21
BIHAR,10,ARARIA,209,ARARIA,1624,BOCHI,91084,26.2072,87.482533,BOCHI,21
BIHAR,10,ARARIA,209,ARARIA,1624,CHANDRADEI,91085,26.091633,87.421367,CHANDRADEI,21
BIHAR,10,ARARIA,209,ARARIA,1624,CHATAR,91086,26.003733,87.5033,CHATAR,21
BIHAR,10,ARARIA,209,ARARIA,1624,CHIKANI,91087,26.038783,87.446133,CHIKANI,21
BIHAR,10,ARARIA,209,ARARIA,1624,DIYARI,91088,26.0624,87.509067,DIYARI,21
BIHAR,10,ARARIA,209,ARARIA,1624,GAINRHA,91089,25.997583,87.454767,GAINRHA,21
BIHAR,10,ARARIA,209,ARARIA,1624,GAIYARI,91090,26.099683,87.478267,GAIYARI,21
BIHAR,10,ARARIA,209,ARARIA,1624,HARIA,91091,26.170883,87.416983,HARIA,21
BIHAR,10,ARARIA,209,ARARIA,1624,HAYATPUR,91092,26.099383,87.41105,HAYATPUR,21
BIHAR,10,ARARIA,209,ARARIA,1624,JAMUA,91093,26.298067,87.475217,JAMUA,21
BIHAR,10,ARARIA,209,ARARIA,1624,JHAMTA,91094,26.218417,87.46275,JHAMTA,21
BIHAR,10,ARARIA,209,ARARIA,1624,KAMALDAHA,91095,26.069533,87.435433,KAMALDAHA,21
BIHAR,10,ARARIA,209,ARARIA,1624,KISMAT KHAWASPUR,91096,26.26085,87.454417,KISMAT KHAWASPUR,21
BIHAR,10,ARARIA,209,ARARIA,1624,KUSIYAR GAWON,91097,26.0645,87.485317,KUSIYAR GAWON,21
BIHAR,10,ARARIA,209,ARARIA,1624,MADANPUR EAST,91098,26.224883,87.513967,MADANPUR EAST,21
BIHAR,10,ARARIA,209,ARARIA,1624,MADANPUR WEST,91099,26.214517,87.499,MADANPUR WEST,21
BIHAR,10,ARARIA,209,ARARIA,1624,PAIKTOLA,91100,26.018517,87.443933,PAIKTOLA,21
BIHAR,10,ARARIA,209,ARARIA,1624,POKHARIA,91101,26.186383,87.5169,POKHARIA,21
BIHAR,10,ARARIA,209,ARARIA,1624,RAMPUR KODARKATTI,91102,26.071717,87.463233,RAMPUR KODARKATTI,21
BIHAR,10,ARARIA,209,ARARIA,1624,RAMPUR MOHANPUR EAST,91103,26.182133,87.485833,RAMPUR MOHANPUR EAST,21
BIHAR,10,ARARIA,209,ARARIA,1624,RAMPUR MOHANPUR WEST,91104,26.17935,87.4995,RAMPUR MOHANPUR WEST,21
BIHAR,10,ARARIA,209,ARARIA,1624,SAHASMAL,91105,26.252567,87.496317,SAHASMAL,21
BIHAR,10,ARARIA,209,ARARIA,1624,SHARANPUR,91106,26.285683,87.445567,SHARANPUR,21
BIHAR,10,ARARIA,209,ARARIA,1624,TARAUNA BHOJPUR,91107,26.26865,87.515717,TARAUNA BHOJPUR,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,AMAHARA,91128,26.281983,87.326033,AMAHARA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,AMAUNA,91129,26.3665,87.23005,AMAUNA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,ARRAHA,91130,26.197483,87.198167,ARRAHA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,AURAHI EAST,91131,26.17852,87.36079,AURAHI EAST,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,AURAHI WEST,91132,26.17045,87.32075,AURAHI WEST,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,BHAG KOHALIA,91133,26.313633,87.2791,BHAG KOHALIA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,BHATIYAHI,91134,26.358767,87.2297,BHATIYAHI,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,BOKRA,91135,26.166783,87.35855,BOKRA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,DHOL BAJA,91136,26.25895,87.277133,DHOL BAJA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,DORIA SONAPUR,91137,26.2003,87.401283,DORIA SONAPUR,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,HALHALIA,91139,26.226333,87.349817,HALHALIA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,HARIPUR,91140,26.254883,87.240933,HARIPUR,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,JHIRUA PACHHIARI,91141,26.197,87.25005,JHIRUA PACHHIARI,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,JHIRUWA PURWARI,91142,26.196567,87.323367,JHIRUWA PURWARI,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,KHABASPUR,91143,26.239633,87.387567,KHABASPUR,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,KHAIRKHAN,91144,26.277283,87.340383,KHAIRKHAN,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,KIRKACHIA,91145,26.283183,87.26835,KIRKACHIA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,KUSAMAHA,91146,26.352933,87.317583,KUSAMAHA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,MAJHUA,91147,26.2847,87.30435,MAJHUA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,MATIARI,91148,26.315833,87.260167,MATIARI,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,MIRZAPUR,91149,26.183683,87.223583,MIRZAPUR,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,MUSAHARI,91150,26.229667,87.246733,MUSAHARI,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,PARWAHA,91151,26.232367,87.218567,PARWAHA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,PIPRA,91152,26.3651,87.28425,PIPRA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,POTHIA,91153,26.2267,87.30295,POTHIA,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,RAHIKPUR TILAMOHAN,91154,26.2168,87.363283,RAHIKPUR TILAMOHAN,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,RAMPUR NORTH,91155,26.30182,87.24221,RAMPUR NORTH,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,RAMPUR SOUTH,91156,26.29498,87.24201,RAMPUR SOUTH,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,SAHBAZPUR,91157,26.345117,87.235933,SAHBAZPUR,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,SAIFGANJ,91158,26.21009,87.22952,SAIFGANJ,21
BIHAR,10,ARARIA,209,FORBESGANJ,1626,TIRASKUND,91159,26.260867,87.346883,TIRASKUND,21
BIHAR,10,ARARIA,209,PALASI,1630,BALUA KALIYAGANJ,91229,26.322167,87.619167,BALUA KALIYAGANJ,21
BIHAR,10,ARARIA,209,PALASI,1630,BARADBATTA,91230,26.2557,87.613717,BARADBATTA,21
BIHAR,10,ARARIA,209,PALASI,1630,BARAHKUMBA,91231,26.200817,87.665067,BARAHKUMBA,21
BIHAR,10,ARARIA,209,PALASI,1630,BHIKHA,91232,26.2152,87.573067,BHIKHA,21
BIHAR,10,ARARIA,209,PALASI,1630,CHAHATPUR,91233,26.235967,87.580167,CHAHATPUR,21
BIHAR,10,ARARIA,209,PALASI,1630,CHAURI,91234,26.298,87.617817,CHAURI,21
BIHAR,10,ARARIA,209,PALASI,1630,DEGHLI,91235,26.299133,87.604783,DEGHLI,21
BIHAR,10,ARARIA,209,PALASI,1630,DEHTI NORTH,91236,26.25395,87.551783,DEHTI NORTH,21
BIHAR,10,ARARIA,209,PALASI,1630,DEHTI SOUTH,91237,26.22425,87.5408,DEHTI SOUTH,21
