VID,NAME,long,lat
0507000400989700,Janoli,80.0405,29.68115
0507000300953500,Bidra,80.19598,29.6902
0507000300957600,Lohakot,80.23814,29.68789
0507000300960500,Bagna,80.34508,29.69337
0507000300959900,Tyari Gaon,80.30042,29.69439
0507000300933400,Sukunkhet,80.12325,29.68716
0507000400990000,Dobal Khet,80.01829,29.67612
0507000400989800,Gartir,80.02771,29.67853
0507000300957700,Chaukha,80.21537,29.69062
0507000300961500,Malan Charma,80.2815,29.68923
0507000400985800,Agar,79.99396,29.67462
0507000300933700,Banauli,80.11107,29.68467
0507000300933600,Makar Gaon,80.11985,29.68459
0507000300954100,Petkhola,80.17945,29.68848
0507000300961400,Anragaon,80.29116,29.6905
0507000400990500,Sunauli,80.06489,29.67352
0507000300960100,Gaidali Charma,80.31753,29.69235
0507000300960600,Amkote,80.33629,29.69378
0507000300954300,Moosgaon,80.19053,29.68873
0507000300958400,Khawatari,80.26852,29.68338
0507000300953700,Gothana,80.19936,29.68965
0507000300957500,Kapari Gaon,80.25885,29.68783
0507000300934200,Kimkot,80.10712,29.68031
0507000300954700,Bhauri,80.16897,29.68457
0507000300970600,Ghigharani,80.37312,29.69262
0507000300961300,Daula,80.29685,29.68908
0507000400985700,Kandara,79.98081,29.67063
0507000300957800,Bhandari Gaon Basera,80.21813,29.68604
0507000300933500,Rautera,80.1346,29.68267
0507000300954400,Nakhnoli,80.20316,29.68395
0507000300954600,Basor,80.17908,29.68448
0507000400990200,Hitari,80.03452,29.67479
0507000300934100,Batgal,80.09264,29.67566
0507000300954500,Myoli,80.19301,29.68245
0507000400990300,Basai Talli,80.04049,29.67535
0507000300955000,Dantoli,80.16636,29.67645
0507000400991400,Kaseri,80.01889,29.66604
0507000300972300,Rutra,80.37588,29.65114
0507000501009500,Rodi Madhye Simarkhal,80.21291,29.64872
0507000300934300,Bora Agar,80.11922,29.67821
0507000300955100,Bhaisuri,80.18121,29.67848
0507000400990100,Kamad,80.02736,29.67394
0507000300960700,Sitoli,80.33845,29.69023
0507000300960900,Kaisali,80.32459,29.68775
0507000300934500,Rawal Khet,80.13143,29.67896
0507000400990400,Futsil,80.04862,29.6664
0507000400985900,Itana,80.00878,29.67126
0507000300961100,Thali,80.31296,29.68714
0507000300955200,Dhoon Khola,80.21025,29.68283
0507000300970700,Dwali Sera,80.37534,29.68718
0507000300961000,Kotali,80.31886,29.68664
0507000400986500,Busail,79.96607,29.66726
0507000300958300,Naini,80.25497,29.68281
0507000400986100,Bora Satve,79.99228,29.66555
0507000300962100,Toligaon,80.33273,29.68277
0507000501009800,Agar,80.18157,29.64207
0507000300972000,Nwali,80.36167,29.6508
0507000400993700,Rawal Gaon Ghunth,80.05653,29.64359
0507000300972400,Barmau,80.38555,29.64231
0507000501029100,Akhuli,80.34161,29.63422
0507000501010400,Dungari Pandey,80.21086,29.63477
0507000400997300,Sakar,80.1108,29.63044
0507000501027400,Khati Gaon,80.26814,29.63521
0507000501024600,Paikatiya,80.24142,29.62632
0507000401003700,Surkhal Sahu,80.03604,29.60981
0507000501025900,Urga,80.23859,29.60802
0507000501031000,Maun Kote,80.34543,29.60052
0507000501020400,Maryura,80.1992,29.55032
0507000501020900,Seri Barakot,80.13946,29.5452
0507000300934600,Dauja Waliya,80.10549,29.67121
0507000400990800,Jantoo,80.05601,29.66481
0507000300961700,Lamara,80.28786,29.68219
0507000400991200,Ghatyuri,80.03143,29.66972
0507000300961900,Chauki,80.30074,29.68285
0507000400991000,Jogyura,80.04212,29.671
0507000300954900,Markoli,80.14131,29.67339
0507000400991100,Basai Malli,80.03659,29.66687
0507000400986000,Tunda Chauri,80.00275,29.66672
0507000400991300,Siroli,80.02409,29.66778
0507000400995400,Gula Gaon,80.08438,29.64458
0507000400994800,Choli,80.10803,29.65143
0507000300963900,Bhaitari,80.31069,29.6458
0507000501026800,Gangaseri,80.26146,29.64723
0507000401002900,Dharari Nainoli,79.99635,29.63139
0507000400998300,Ran Kote Upreti,80.04296,29.63932
0507000400998700,Jarh Kutera,80.06027,29.63847
0507000400980300,Bhed Kukari,79.94981,29.72223
0507000400988700,Kunve,79.97747,29.71244
0507000300949700,Pari Sera,80.21678,29.72951
0507000400986400,Dube Kanyuri,79.96927,29.65959
0507000300955400,Nagara Gara,80.20227,29.6782
0507000300955300,Oligaon,80.21008,29.67928
0507000300958100,Lamtari,80.24094,29.67993
0507000400993900,Chitgal,80.07702,29.66401
0507000300958000,Chaupata,80.23145,29.67989
0507000300956200,Joshi Gaon,80.21733,29.67917
0507000400992300,Bhandari Gaon,80.04194,29.66612
0507000400990600,Piplet,80.06061,29.66668
0507000400992200,Balatari,80.02909,29.66373
0507000300958200,Jingal Gaon,80.24778,29.67951
0507000300959000,Usail,80.22629,29.67302
0507000300958700,Chhatri Gaon,80.25289,29.6784
0507000300955500,Mosgal,80.19008,29.67511
0507000400986300,Man Khola,79.98674,29.66125
0507000300970800,Bachakot,80.37781,29.68025
0507000300958600,Bajet,80.25984,29.67574
0507000300955600,Khan Phar,80.16944,29.66998
0507000300971200,Kanadhar,80.34359,29.67757
0507000300958500,Siroli,80.26994,29.67664
0507000300956300,Harali,80.21311,29.67264
0507000300956100,Pathrauli,80.20677,29.67061
0507000300956000,Batula,80.19783,29.66983
0507000400986200,Jakhani,80.00758,29.65969
0507000300958900,Pukhrora,80.24154,29.6728
0507000300958800,Banigaon,80.24754,29.67422
0507000400994000,Jiwal,80.09027,29.66124
0507000300962300,Gudar,80.30167,29.6759
0507000400990900,Uprara,80.05343,29.65783
0507000300962200,Umari,80.31879,29.67523
0507000300955900,Gubrauli,80.18593,29.66931
0507000300971000,Daulani,80.36282,29.67349
0507000300962400,Sameti,80.28736,29.67164
0507000400990700,Kharik,80.06424,29.65577
0507000300962800,Mitari Gaon,80.32174,29.67095
0507000400991500,Rakar,80.01796,29.65821
0507000400992400,Kaflari,80.04138,29.66171
0507000501009200,Suwalekh,80.2112,29.65956
0507000300959400,Lwethi,80.27245,29.67039
0507000300971500,Dyogara,80.37718,29.67205
0507000300971100,Chamdugri,80.35491,29.67202
0507000300955800,Bhadrika,80.17404,29.66006
0507000300959300,Surautha,80.26352,29.66159
0507000401002500,Matiyala,79.99237,29.65357
0507000401002600,Baisali,79.9796,29.64935
0507000300971300,Malan Nadu,80.34335,29.66836
0507000400992500,Takauti,80.03873,29.65848
0507000400992100,Sutar Gaon,80.02356,29.65518
0507000300962700,Sanna,80.2935,29.66994
0507000300955700,Kusaila,80.15989,29.65725
0507000300959100,Bichul,80.23233,29.66193
0507000401002300,Sera Ghara,79.96995,29.65126
0507000400994100,Malla Garkhe,80.10665,29.65841
0507000400997900,Baligaon,80.02843,29.65226
0507000300956400,Modi,80.18411,29.66379
0507000300959200,Ritha,80.24167,29.66479
0507000400992600,Gothani,80.03745,29.65569
0507000300956600,Pagrauli,80.21407,29.66223
0507000300971400,Lothara,80.35647,29.66548
0507000300962900,Dandu,80.32912,29.67001
0507000300963200,Lima Tora,80.31073,29.66764
0507000300963100,Sangari Malli,80.31834,29.66754
0507000400994200,Birgoli,80.12814,29.65786
0507000300963300,Sangari Talli,80.30064,29.66706
0507000400991700,Hanera Lagga Rol,80.00513,29.64718
0507000300959500,Baseri,80.24374,29.66017
0507000400994300,Nargwari,80.13812,29.65867
0507000300956500,Mahat Gaon,80.1875,29.65976
0507000300963400,Dungri,80.28832,29.66201
0507000400994900,Chahali,80.09951,29.65356
0507000300971600,Garjiri,80.37896,29.66624
0507000300971700,Tatkhola,80.36262,29.66085
0507000300963000,Chami Nadu,80.33235,29.66246
0507000300963500,Pali,80.3013,29.65768
0507000400995000,Agron,80.09096,29.65235
0507000400991900,Gopil,80.01896,29.64782
0507000300963700,Sinkholi,80.32006,29.66202
0507000400993400,Hat,80.05014,29.64724
0507000401002700,Rangal,79.99311,29.64285
0507000400992900,Lali,80.03457,29.64814
0507000400999000,Simal Kote,80.07163,29.62927
0507000501029200,Dhurchu Nayabad,80.34679,29.64003
0507000300972700,Munawe,80.40701,29.61805
0507000501024700,Supokhara,80.2303,29.62053
0507000501028000,Arali,80.26752,29.62371
0507000501017700,Sanghar,80.12059,29.61501
0507000501025000,Gargaon Lagga Maichali,80.25721,29.6247
0507000401000100,Jagari,80.06962,29.61327
0507000400996600,Byal Katiya,80.12655,29.64714
0507000300972200,Sunkholi,80.38609,29.65955
0507000400994600,Lwairat Joshi,80.1281,29.65325
0507000300972100,Pant Sera,80.37598,29.65977
0507000501007000,Malli Seem,80.14308,29.64508
0507000501026500,Harari,80.24824,29.6547
0507000400995200,Aam Tana,80.07113,29.64764
0507000501009000,Jhuni,80.18603,29.65304
0507000400994500,Garali,80.13313,29.65229
0507000300971800,Gaidali Nadu,80.34008,29.65607
0507000400991800,Badhar,80.01323,29.64205
0507000501009300,Ukhri Seri,80.22647,29.65141
0507000400993000,Khatera,80.03931,29.64468
0507000400995900,Pokhari,80.09884,29.64309
0507000501009100,Malan,80.20122,29.65069
0507000401002800,Kuntola,79.98291,29.63423
0507000400995800,Pali,80.09103,29.64634
0507000300959600,Satgarh,80.28121,29.65436
0507000400996000,Son Ki Hat,80.10657,29.64734
0507000400993800,Tunar Suzi Bisodi,80.06149,29.64408
0507000300963800,Bichhata,80.32088,29.65626
0507000400998000,Chaudhari,80.02475,29.64001
0507000501026600,Bheta Dhanik,80.254,29.65144
0507000300971900,Chanauli,80.34982,29.64877
0507000501007100,Jhunkoli,80.15741,29.64379
0507000400998200,Naudhuga,80.03755,29.64186
0507000501026700,Chokyal Gaon,80.26751,29.64794
0507000501024100,Bhauri,80.24202,29.64473
0507000400996400,Khulet,80.11974,29.64415
0507000400998100,Hanera,80.03335,29.63936
0507000400996300,Wayal,80.11384,29.64194
0507000400996200,Singari,80.10888,29.64251
0507000300929700,Kumalta,80.04861,29.73083
0507000400980500,Kirola,79.9392,29.72377
0507000300966800,Namukh,80.3235,29.73211
0507000400981600,Kunlta Chak Saintoli,79.93587,29.70895
0507000300967200,Chami Garkha,80.34194,29.73028
0507000400985500,Salabhuti,79.97207,29.67409
0507000501024300,Timalpata,80.23765,29.6365
0507000400997200,Suwal,80.10676,29.63334
0507000300972600,Bathauli,80.39174,29.62528
0507000501024200,Lama Khet,80.24506,29.6349
0507000501027600,Dholi Birkatiya,80.2552,29.62871
0507000401000200,Jakhani Upreti,80.06324,29.61604
0507000501025300,Baset,80.24909,29.61549
0507000401000400,Bharak Nali,80.05756,29.60625
0507000501008100,Bhurmuni,80.17401,29.61152
0507000401003600,Sugari,80.01839,29.60153
0507000501013000,Devkatiya,80.22932,29.59349
0507000401005000,Khailari,80.04747,29.58607
0507000300957900,Oligair,80.22242,29.68269
0507000400991600,Kaptar,80.01241,29.65347
0507000400992700,Makhauli Suzi Bisodi,80.03686,29.65252
0507000400992800,Tunar Bagar,80.0412,29.64915
0507000400992000,Hat Lagga Pantkhet,80.02457,29.64626
0507000400993500,Madhye Purana Dak Bangla,80.05529,29.64683
0507000400996700,Kotali Lagga Birgoli,80.13531,29.64922
0507000400996100,Haliya Maliya,80.11501,29.64805
0507000400993600,Mancote,80.05313,29.64111
0507000400995500,Sali Khet Sahu,80.07607,29.64064
0507000400996800,Gajari,80.13298,29.64275
,Forest,80.20119,29.7635
0507000400998400,Punauli,80.03965,29.63829
0507000400998600,Koon Upreti,80.04777,29.63472
0507000501009400,Papala,80.22832,29.64426
0507000501009600,Hateri (dugri),80.20408,29.644
0507000400995700,Simtola,80.08813,29.63614
0507000501026900,Mera Sera Mahar,80.25308,29.64521
0507000400998500,Chaudiyar,80.03489,29.63385
0507000400999200,Kheti Gara,80.05399,29.63308
0507000501010200,Nargoli,80.21507,29.64351
0507000501009700,Satgal,80.19156,29.64
0507000400993100,Hot Laga Punt Khet,80.0354,29.63591
0507000400993200,Lwechatta Son,80.03952,29.63584
0507000400998900,Suraj,80.07812,29.63203
0507000501007300,Bichkot (bhanar),80.14776,29.63485
0507000400993300,Barkanoli Urf Bhatgaon,80.04232,29.63354
0507000400995600,Jamar Kote,80.07942,29.63666
0507000501010900,Til Garh,80.22773,29.63858
0507000501027100,Sinkholi Urf Matar Rautela,80.28107,29.63638
0507000300972500,Dyori,80.41317,29.63566
0507000501029000,Bansdhar,80.3255,29.63766
0507000501010100,Rori,80.2051,29.63785
0507000400997100,Jyoturi,80.09485,29.63134
0507000501027000,Matar,80.25774,29.63991
0507000501007400,Diyuri,80.13139,29.63309
0507000501007200,Bangwari Tingarh,80.16031,29.6345
0507000400997400,Sauli,80.12012,29.63279
0507000501010300,Pali,80.21658,29.63805
0507000400999100,Kuthera,80.06079,29.63069
0507000501010000,Patal Gaon,80.19972,29.63369
0507000501009900,Naikina Pandey,80.18312,29.632
0507000501007600,Naini,80.13752,29.62599
0507000501028900,Rochhera,80.31377,29.63349
0507000401003100,Nainoli Kaina,80.01607,29.61756
0507000401003300,Ganura,80.02969,29.61951
0507000501010800,Bhandari Gaon,80.22289,29.63129
0507000501007900,Naukina Nayak,80.19223,29.62834
0507000501027300,Pankholi,80.2785,29.63343
0507000501027500,Majhera,80.25624,29.63327
0507000501010500,Khitoli,80.21134,29.63083
0507000400997500,Apla Dalla Palla,80.11606,29.62811
0507000501024800,Bisa Bajer,80.24033,29.61921
0507000501011000,Chhera,80.1943,29.62007
0507000400999500,Bursum Bari,80.09691,29.61365
0507000501024900,Syunsi,80.25027,29.62243
0507000401004300,Pali Paliyal,80.0077,29.59171
0507000401001100,Khet,80.07595,29.59696
0507000501008600,Bans Maitoli,80.14723,29.59709
0507000501012200,Nakote,80.17905,29.60211
0507000401002000,Dandadhar,80.0958,29.58527
0507000501018900,Himpani,80.16198,29.58745
0507000401001900,Upna Mafi,80.08563,29.58312
0507000501019000,Dhari Joshi,80.17498,29.58477
0507000501015000,Silpata,80.21361,29.5883
0507000401005100,Kaltir,80.0551,29.58065
0507000400997600,Chaniya Gaon,80.10426,29.62872
0507000400999400,Golai,80.09395,29.62122
0507000501024400,Pachaura,80.23388,29.62867
0507000501007500,Jamtari,80.12436,29.62375
0507000501007700,Talli Seem,80.15772,29.62775
0507000501024500,Chama,80.24837,29.62925
0507000501027200,Sarpeta Kela Gaon,80.28981,29.63454
0507000501029500,Ghurchoo,80.33254,29.62986
0507000400997800,Boyel,80.11641,29.62319
0507000501027700,Bhul Gaon,80.26416,29.62895
0507000400999300,Bhandari Gaon,80.07087,29.62095
0507000501008000,Naukina Fulara,80.17939,29.62192
0507000401003000,Raitoli,79.99402,29.61344
0507000300972800,Ranuwa,80.41155,29.62305
0507000501029300,Kunkatiya,80.36118,29.62593
0507000400999900,Khetigaon,80.08226,29.6204
0507000501029400,Gaunchh,80.3474,29.62303
0507000501010700,Bareu,80.21515,29.62454
0507000501027800,Dhooraijar,80.27501,29.62765
0507000501010600,Syala,80.20169,29.62462
0507000501007800,Digtoli,80.15265,29.62305
0507000401000000,Denkhola,80.07657,29.61688
0507000501029600,Galant,80.31603,29.62339
0507000501029700,Khark Dholi,80.29984,29.62136
0507000400999600,Quinar,80.10646,29.61289
0507000501030500,Marhmanley,80.33274,29.62422
0507000501008200,Sankatiya,80.16676,29.61482
0507000401003400,Chamlekh,80.01275,29.60945
0507000501030600,Dhaul Kanda,80.35855,29.61283
0507000501027900,Khoona,80.27893,29.62311
0507000501025100,Dhari Gar,80.26245,29.62297
0507000400999800,Jarmal Gaon,80.0875,29.61654
0507000401000300,Churiya Gair,80.05018,29.61038
0507000401000500,Dantoli,80.05952,29.61058
0507000501028500,Naini Patal,80.2807,29.61707
0507000501011100,Dhari Gaon,80.21216,29.61708
0507000501028100,Kumalta,80.25779,29.62149
0507000401000700,Kanara Gunth,80.08141,29.61152
0507000401003500,Sibana,80.00098,29.60149
0507000501028300,Swaguli,80.27242,29.6202
0507000501017900,Jajurali,80.13222,29.61007
0507000401000800,Bhuli Gaon,80.08727,29.60714
0507000401000600,Jara Jakhani,80.06958,29.60875
0507000501028200,Naghar,80.26496,29.61863
0507000501011300,Chhana Pandey,80.19071,29.61271
0507000501028400,Patal Pokhari,80.27619,29.61829
0507000501025200,Bipul,80.25646,29.61795
0507000501011400,Gurura,80.18149,29.61201
0507000501030400,Gaunch Nayawad,80.32639,29.61509
0507000501008400,Dumet,80.14688,29.60998
0507000501029800,Garh Gaon,80.30276,29.61247
0507000300972900,Amatari,80.40937,29.60072
0507000501011200,Halpati,80.20961,29.61015
0507000501028700,Sirrha,80.28519,29.61174
0507000401003800,Dandali,80.05229,29.60451
0507000501025500,Ghunsera Gaon,80.22686,29.61061
0507000501025400,Satsiling,80.23575,29.61283
0507000501026100,Pali Gaon,80.26205,29.61405
0507000501031600,Jamir Pani,80.35703,29.56876
0507000501019600,Dungari Rawal,80.11435,29.56925
0507000501033200,Kilat Deopa,80.30255,29.56355
0507000501017100,Machhina Kholi,80.19527,29.56175
0507000501019800,Rora Gaon,80.14603,29.56017
0507000501019700,Barwa Lekh,80.13614,29.55518
0507000501041200,Chaurha,80.28316,29.47562
0507000501037100,Himtara,80.18578,29.46935
0507000400999700,Nisi Gaon,80.09046,29.60839
0507000401001300,Bala Kuncha,80.06893,29.60362
0507000501030700,Dobans,80.38938,29.61471
0507000401004200,Banela Gaon,80.03186,29.59912
0507000501031200,Julpata,80.38626,29.60204
0507000501008800,Sintoli,80.16534,29.60557
0507000401004000,Surkhal Pathak,80.05048,29.59983
0507000501026000,Salmora,80.25282,29.60857
0507000401004100,Surkhal Shugara,80.04319,29.59789
0507000501026200,Mula Garh,80.27339,29.60554
0507000501028600,Nainiyabad,80.27749,29.60978
0507000501008700,Jagtar,80.15619,29.60174
0507000401001800,Bokata,80.09806,29.59584
0507000501030300,Dhaun Dhura,80.31895,29.60246
0507000501030800,Katiyani,80.36497,29.6016
0507000501031300,Geti Gada,80.40296,29.59919
0507000501011600,Dhunga Bhool,80.19215,29.60563
0507000501011500,Kante,80.18351,29.60589
0507000501011700,Dhara Pani,80.207,29.60369
0507000401003900,Bhama,80.06029,29.59805
0507000501008500,Sinchaura,80.13689,29.59844
0507000401001200,Oligaon,80.06756,29.59716
0507000401000900,San,80.08767,29.59963
0507000501018200,Khati Gaon,80.1202,29.59851
0507000501008900,Budali,80.1733,29.60083
0507000501030900,Dholi Kholi Urf Giyari,80.3289,29.60367
0507000501025800,Jivi(may Gooth),80.23273,29.60364
0507000501025600,Dungari Joshi,80.22484,29.60453
0507000501030000,Chirali,80.30588,29.60462
0507000401004400,Sunkhola,80.0311,29.5928
0507000501012600,Panda,80.24551,29.60342
0507000501026400,Garhan,80.26689,29.59996
0507000501018300,Tallisar,80.10668,29.59426
0507000501012000,Majhera (samola),80.18717,29.59813
0507000401004700,Badena Gunth,80.02503,29.58951
0507000501011900,Ratwali,80.1942,29.59847
0507000501012500,Gaithana,80.23648,29.59935
0507000401001700,Bataka Toli,80.08245,29.59014
0507000401004500,Sarkande,80.04538,29.58963
0507000501025700,Marh,80.22486,29.59983
0507000501011800,Bagaur,80.20311,29.59834
0507000501029900,Saurh Lekh,80.28729,29.60254
0507000401001400,Pabhen,80.07168,29.59116
0507000501012700,Seli,80.25129,29.59923
0507000401001500,Kaliya Patal,80.06084,29.58572
0507000501014900,Silauli,80.21881,29.58619
0507000501012800,Khuni,80.24461,29.59632
0507000501018400,Bastey,80.11818,29.588
0507000501014800,Tari Gaon,80.21364,29.59474
0507000401004800,Bungli Gunth,80.01461,29.56938
0507000501030100,Dholi Kholi,80.31297,29.59261
0507000401004600,Khati Gaon,80.03326,29.58305
0507000501031100,Kuwa Pani,80.36151,29.58588
0507000501012300,Vission Chandak,80.19966,29.59039
0507000501030200,Kuchala Bhadwari,80.3381,29.59154
0507000501012900,Sujai,80.25042,29.59311
0507000401001600,Kanda,80.07235,29.58137
0507000501013600,Kanari,80.26154,29.59098
0507000501018700,Pabhai,80.14227,29.5886
0507000501013700,Pabhai,80.2719,29.58981
0507000501031400,Materi,80.388,29.58535
0507000501013400,Odmatha,80.24579,29.58922
0507000501018800,Dungari,80.14589,29.58081
0507000401005200,Ling,80.04384,29.57951
0507000501013100,Dhanaura,80.22614,29.58911
0507000501031700,Chaurh,80.33932,29.58169
0507000501013300,Bastey,80.23359,29.58483
0507000501018500,Selmira,80.10964,29.57838
0507000501013500,Naini-saini,80.24692,29.58356
0507000501013800,Madhnayabad,80.28848,29.58552
0507000401002200,Tudil,80.09883,29.57946
0507000501018600,Kunchyu Rani,80.12714,29.58003
0507000501012400,Bajeti (chanak),80.20279,29.58011
0507000501013200,Nera,80.22832,29.58627
0507000501015100,Puneri Mahar,80.20866,29.58641
0507000401002100,Damde Or,80.09047,29.57697
0507000501031800,Sirkuch,80.32432,29.58038
0507000501032800,Jakh Pat,80.30877,29.58246
0507000501019100,Dungara,80.16256,29.58044
0507000401004900,Badena,80.03071,29.56864
0507000401006000,Pipali Nigalti,80.04398,29.57195
0507000401005300,Chahaj,80.06436,29.57255
0507000501014000,Nagdhar,80.27362,29.58177
0507000501016100,Kunj Chamaliya,80.17437,29.57528
0507000501016300,Papdeu,80.19612,29.57649
0507000501033000,Barthiya Kote Nayak,80.31956,29.57096
0507000501015400,Makholya Gaon,80.2439,29.57735
0507000501019300,Kujgar,80.15321,29.57597
0507000501031500,Majirkanda,80.38006,29.5748
0507000501013900,Naghar,80.29431,29.57825
0507000501019200,Tham Kund,80.16309,29.57581
0507000501015200,Devlalgaon,80.22809,29.58007
0507000501015700,Kasani,80.24834,29.57055
0507000501016700,Rawal Gaon,80.17132,29.56609
0507000501033500,Riyasi Malli,80.2843,29.5493
0507000501020700,Tala,80.16948,29.54491
0507000200900500,Sagri Dhakdhauna,80.67075,29.98784
,Forest,80.61834,30.32114
0511000101441300,Gangadhar,79.38292,29.54952
0511000101453700,Gairari Latwal,79.64661,29.53904
0511000101441400,Oradadar,79.38809,29.54941
0511000101441500,Tiwaregaon,79.39401,29.54768
0507000401005400,Chaura,80.09068,29.56745
0507000501014100,Devatpur Chaura,80.26551,29.57763
0507000401006400,Rasyun,80.04454,29.54965
0507000501016900,Hund Khola,80.18235,29.56352
0507000501019900,Doomana,80.15809,29.56074
0507000501017300,Takari,80.20331,29.56157
0507000501035800,Simalkote,80.25563,29.54341
0507000501020500,Dhari Dhamaura,80.20387,29.54666
0507000501021300,Thala,80.14552,29.52554
0507000501034600,Khatera,80.31023,29.52818
0507000501034500,Naugaon,80.30063,29.53024
0507000501022900,Sirpoli,80.18296,29.52751
,PITHORAGARH,80.21507,29.5739
0507000501031900,Dholi,80.3351,29.56607
0507000501019400,Chaumusirodiya,80.15213,29.56948
0507000501019500,Chamali,80.13088,29.56604
0507000501014400,Sori,80.28883,29.57368
0507000501016600,Banauli Bhat(badoli),80.18377,29.5706
0507000501032900,Barthiya Kote Mahar,80.31076,29.57154
0507000401006200,Naini,80.03978,29.56138
0507000501016500,Paun,80.1923,29.57292
0507000401006100,Dyulahara Kote,80.04795,29.5656
0507000501014300,Kusauli,80.26482,29.56968
0507000501015500,Dola,80.23525,29.57365
0507000401005900,Askora,80.06337,29.54676
0507000501016400,Hureti,80.19932,29.57007
0507000501021400,Matiyal,80.10379,29.56012
0507000501015900,Chaisar,80.22064,29.5654
0507000501014500,Lelu,80.28473,29.56566
0507000501032600,Rajyoura,80.37538,29.56343
0507000401005500,Duni,80.07342,29.55883
0507000401005600,Nali,80.0865,29.55638
0507000501032700,Kanari,80.3891,29.56816
0507000501017000,Gankot Laggabishar,80.19154,29.56559
0507000501021500,Dharasi Chamela,80.11983,29.5581
0507000501020000,Kucha,80.16796,29.55738
0507000501033300,Muna Kote,80.30909,29.55087
0507000501016800,Bisar,80.17846,29.55855
0507000501033100,Baralu,80.3151,29.5614
0507000501014600,Suwakote,80.27774,29.5575
0507000501017400,Darim Khola(anshik),80.20869,29.55837
0507000501035400,Bharkatiya Joshi,80.25927,29.56111
0507000501016000,Maithana,80.23811,29.55833
0507000501017200,Paganna,80.18539,29.55785
0507000501032200,Bish Kholi,80.33656,29.54731
0507000501021700,Upertola,80.10845,29.55313
0507000401006600,Sinoli Bhawalta,80.0918,29.54504
0507000501020800,Jakh,80.1538,29.55127
0507000501017600,Kiri Gaon,80.22382,29.55503
0507000501032000,Gaina,80.31399,29.55634
0507000501032100,Bagar Toli,80.32686,29.55077
0507000501035600,Rudna,80.26783,29.5543
0507000501035300,Rikhai,80.25134,29.55301
0507000501017500,Aicholi,80.21412,29.55509
0507000501020300,Maspati,80.20443,29.55397
0507000501020200,Ghighar Kholi,80.19381,29.55473
0507000501021600,Kafar Katiya,80.12709,29.5491
0507000401006300,Rautora,80.04917,29.55086
0507000501035500,Kotali Paneru,80.26234,29.55525
0507000501020100,Mansau,80.17913,29.5515
0507000401005700,Tulakhand,80.08189,29.54768
0507000501021900,Melku,80.11302,29.54397
0507000501021800,Maltha,80.10268,29.54574
0507000501020600,Balakot,80.18365,29.54485
0507000501035200,Kurma,80.2328,29.54877
0507000501035100,Gaina,80.21823,29.54877
0507000501033400,Manthala,80.29851,29.54687
0507000501035000,Khar Kini,80.21058,29.54576
0507000501022000,Kharku Bhalya,80.12117,29.53754
0507000501021000,Puran,80.15297,29.54278
0507000501035700,Digas,80.26812,29.5467
0507000501032300,Baltari,80.34148,29.53353
0507000501035900,Anu,80.24278,29.54249
0507000501022500,Tharkot,80.18929,29.54354
0507000501033600,Langari,80.28195,29.54273
0507000501022600,Toli Fagali,80.1886,29.53608
0507000501022700,Bhelolat,80.20831,29.54023
0507000401006700,Cham Dungara Timta,80.09726,29.53063
0507000501036000,Udya Bunga Thalkedar,80.22839,29.54229
0507000501033900,Kain Khola,80.3067,29.54161
0507000501021100,Rawal Gaon,80.15859,29.53383
0507000501033800,Kanda Punetha,80.29643,29.541
0507000501021200,Mail Dungari,80.14039,29.53436
0507000501033700,Aru Kholi,80.2868,29.53976
0507000501038700,Basaur Mainan,80.32796,29.53514
0507000501038600,Kante Borgaon,80.32095,29.53641
0507000401006500,Kharkoli,80.07528,29.5292
0507000501034000,Salam Gaon,80.30896,29.53913
0507000501038500,Pura Sthiti Urf Pundakhet,80.31331,29.53558
0507000501036500,Khatera,80.26462,29.53701
0507000501022400,Igyar,80.17322,29.53316
0507000501036200,Marsoli Bhat,80.23299,29.53753
0507000501034100,Susera,80.30677,29.53495
0507000501036100,Deeogha Waldiya,80.2236,29.53308
0507000501022800,Sthuni,80.20668,29.52992
0507000401006800,Jartola,80.08489,29.52572
0507000501022100,Sailgwale,80.12786,29.52748
0507000501034200,Badari,80.29978,29.53419
0507000501038200,Digara,80.26666,29.48609
0507000501038400,Tameriya,80.26019,29.45706
0507000501039200,Gyal Pipali,80.34763,29.5265
0507000501034400,Korpari (kuleri),80.28269,29.5324
0507000501038800,Agar,80.32322,29.5293
0507000501038900,Digara,80.31614,29.53115
0507000501022200,Rari Khunti,80.11074,29.52525
0507000501039100,Jayal,80.33113,29.5267
0507000501039300,Tarigaon,80.35313,29.52337
0507000401006900,Dubola Bitola,80.09161,29.52085
0507000501037600,Bilai,80.26924,29.52685
0507000501039000,Bich Kholi,80.31491,29.52247
0507000501039400,Baun Kote,80.33856,29.52061
0507000501022300,Gurana,80.16339,29.52193
0507000501034700,Budalgaon,80.298,29.52442
0507000501023100,Kante,80.18646,29.52417
0507000501034800,Silauni,80.28698,29.52147
0507000501039500,Jalturi,80.33118,29.51662
0507000501037500,Pathar Khani,80.256,29.51879
0507000501023800,Gogana,80.13464,29.50467
0507000501023300,Seri,80.16348,29.51308
0507000501040300,Chimtoli Malli,80.29501,29.51124
0507000501039900,Mankatiya,80.32391,29.51138
0507000501040200,Chimtoli Talli,80.30796,29.51108
0507000501037700,Saungaon Maya Bijara Kanda,80.27024,29.51889
0507000501034900,Kali Pokhari,80.28173,29.51241
0507000501036700,Baraway,80.22918,29.50302
