,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
6015,HARIDWAR,Bhagwanpur,Ahamadpur Khedi,ALAWALPUR
6016,HARIDWAR,Bhagwanpur,Alawalpur,ALAWALPUR
6017,HARIDWAR,Bhagwanpur,Alipur Khataula,SARTHERI SHAHJAHANPUR
6018,HARIDWAR,Bhagwanpur,Amarpur Qazi,BALEKI YUSUFPUR
6019,HARIDWAR,Bhagwanpur,Aurangzeb Pur,MUKARRAMPUR URF KALEWALA
6020,HARIDWAR,Bhagwanpur,Badheri Buzurg,SIRCHANDI
6021,HARIDWAR,Bhagwanpur,Bahbalpur Hasuwala,BAHBALPUR HANSOWALA
6022,HARIDWAR,Bhagwanpur,Baleki Yusufpur,BALEKI YUSUFPUR
6023,HARIDWAR,Bhagwanpur,Balupur,BINDU KHARAK
6024,HARIDWAR,Bhagwanpur,Banjarewala Grunt,BANJARE WALA GRUNT
6025,HARIDWAR,Bhagwanpur,Behedeki Saidabad,BAHEDAKI SAIDABAD
6026,HARIDWAR,Bhagwanpur,Bhagwanpur Chandanpur,BHAGWANPUR CHANDANPUR
6027,HARIDWAR,Bhagwanpur,Bhagwanpur (CT),
6028,HARIDWAR,Bhagwanpur,Bhalaswa Gaj,BHALASWAGAJ
6029,HARIDWAR,Bhagwanpur,Binarsi Urf Bulet,BINARASI URF BULED
6030,HARIDWAR,Bhagwanpur,Bindu Kharak,BINDU KHARAK
6031,HARIDWAR,Bhagwanpur,Birsang Pur,MOLNA
6032,HARIDWAR,Bhagwanpur,Chappersher Afganpur,CHHAPPERSHER AFGANPUR
6033,HARIDWAR,Bhagwanpur,Chauli Shahbuddin Pur,CHAULLI SHAHBUDDINPUR
6034,HARIDWAR,Bhagwanpur,Chhachhrauli,BINDU KHARAK
6035,HARIDWAR,Bhagwanpur,Chudiyala Mohanpur,CHUDIYALA MOHANPUR
6036,HARIDWAR,Bhagwanpur,Dadli,MAHESHWARI
6037,HARIDWAR,Bhagwanpur,Dariyapur Dayalpur(AH),
6038,HARIDWAR,Bhagwanpur,Dariyapur Dayalpur(M),DARIYAPUR DAYALPUR
6039,HARIDWAR,Bhagwanpur,Daulatpur/Urf Budhwa Shaheed,DAULATPUR HAZRATPUR URF BUDHWA SAHEED
6040,HARIDWAR,Bhagwanpur,Fakkarhedi,TEJUPUR
6041,HARIDWAR,Bhagwanpur,Fatehullapur Telpura,FATEHULLAHPUR TELPURA
6042,HARIDWAR,Bhagwanpur,Firozpur Urf Buggawala,NAUKARA GRUNT
6043,HARIDWAR,Bhagwanpur,Gin Mohd Shaheed Pur,SISONA
6044,HARIDWAR,Bhagwanpur,Habibpur Nawada,HABIBPUR NIWADA
6045,HARIDWAR,Bhagwanpur,Hakim Pur Turra,HAKIMPUR TURRA
6046,HARIDWAR,Bhagwanpur,Harchand Pur  Majara,BAHEDAKI SAIDABAD
6047,HARIDWAR,Bhagwanpur,Hasanawala,HASANAWALA
6048,HARIDWAR,Bhagwanpur,Hasanpur Madanpur(A.H),HASANPUR MADANPUR
6049,HARIDWAR,Bhagwanpur,Hasanpur Madanpur(M),HASANPUR MADANPUR
6050,HARIDWAR,Bhagwanpur,Ibrahimpur Masahi,IBRAHIMPUR MASAHI
6051,HARIDWAR,Bhagwanpur,Jalalpur Dada,JALALPUR DADA
6052,HARIDWAR,Bhagwanpur,Jhiryan Grunt,JHIRIYAN GRUNT
6053,HARIDWAR,Bhagwanpur,Kalal Hati,DHEER MAZRA
6054,HARIDWAR,Bhagwanpur,Khadarpur,
6055,HARIDWAR,Bhagwanpur,Khajoori,KHAJOORI
6056,HARIDWAR,Bhagwanpur,Khanpur,MOHAMMADPUR JAT
6057,HARIDWAR,Bhagwanpur,Khedi Shikohpur,KHEDI SHIKOHPUR
6058,HARIDWAR,Bhagwanpur,Khelpur Nasrullapur,KHELPUR NASURULLAPUR
6059,HARIDWAR,Bhagwanpur,Kunja Bahadurpur,KUNJA BAHADARPUR
6060,HARIDWAR,Bhagwanpur,Kutubpur Grunt,SIKRAUDHA
6061,HARIDWAR,Bhagwanpur,Lakesri,SIKANDERPUR BHAINSWAL
6062,HARIDWAR,Bhagwanpur,Lalwala Khalsa,LALWALA KHALSA
6063,HARIDWAR,Bhagwanpur,Lalwala Mazbata,LALWALA KHALSA
6064,HARIDWAR,Bhagwanpur,Lam Grunt,LAM GRUNT
6065,HARIDWAR,Bhagwanpur,Latifpur Khubban Pur,LATIFPUR KHUBBANPUR
6066,HARIDWAR,Bhagwanpur,Lawwa,SISONA
6067,HARIDWAR,Bhagwanpur,Lodiwala,MUKARRAMPUR URF KALEWALA
6068,HARIDWAR,Bhagwanpur,Maheshri,MAHESHWARI
6069,HARIDWAR,Bhagwanpur,Makanpur Mahmood Alampur,
6070,HARIDWAR,Bhagwanpur,Manak Mazara,MANAK MAZRA
