,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
0,ALMORA,Almora,Adhar Muafi,MATELA (AGHAR)
1,ALMORA,Almora,Adheli Sunar,SYALI
2,ALMORA,Almora,Aditha,ANARIA KOT
3,ALMORA,Almora,Aicholi,JOSHI DHURA
4,ALMORA,Almora,Airi Khan,THIKLANA
5,ALMORA,Almora,Alai Supyal,ALAIE SUPYAL
6,ALMORA,Almora,Almora Range,
7,ALMORA,Almora,Almora Range,
8,ALMORA,Almora,Almora Range,
9,ALMORA,Almora,Almora Range,
10,ALMORA,Almora,Almora Range,
11,ALMORA,Almora,Almora Range,
12,ALMORA,Almora,Amkholi,AMKHOLI
13,ALMORA,Almora,Anariyakot,ANARIA KOT
14,ALMORA,Almora,Anarsa,PALYOUN
15,ALMORA,Almora,Asota,SILKHORA
16,ALMORA,Almora,Atdeli Tiwari,SYALI
17,ALMORA,Almora,Athar Bari,Atharbani
18,ALMORA,Almora,BABURIA NAYAL,BABURIYA NAYAL
19,ALMORA,Almora,Baburiya Nayal,
20,ALMORA,Almora,Badhar,BADHAR
21,ALMORA,Almora,Badyura,BADYURA
22,ALMORA,Almora,Baiditana,BAJETHI
23,ALMORA,Almora,Baisiya Chhana,BHAISIYA CHHANA
24,ALMORA,Almora,Bajainiya Muafi,GAR GUTH
25,ALMORA,Almora,Bajethi,BAJETHI
26,ALMORA,Almora,Bajgal,BAJGAL
27,ALMORA,Almora,Bajwar,KHERDA
28,ALMORA,Almora,Bajyoli,PETSHAL
29,ALMORA,Almora,Bakh,Bakh
30,ALMORA,Almora,BAKHARIA TANA,NAUGAON
31,ALMORA,Almora,Bakhariya Tana,
32,ALMORA,Almora,Bakh Madhye Damudhara,Bakh
33,ALMORA,Almora,Balam,RAINGAL
34,ALMORA,Almora,Balta,BALTA
35,ALMORA,Almora,Balt Bari,BHALYURA
36,ALMORA,Almora,Bamanswal,BAMAN SWAL
37,ALMORA,Almora,Baman Tilari,BAMAN TILADI
38,ALMORA,Almora,Bamouri Khalsa,JINGAL
39,ALMORA,Almora,Bangsar,BANGSAR
40,ALMORA,Almora,Ban Thoke,BAN THOKE
41,ALMORA,Almora,Barakote,NAINI
42,ALMORA,Almora,Bargal,KUNJ RAOTADA
43,ALMORA,Almora,Bari Matena,THANA  MATENA
44,ALMORA,Almora,Barseemi,BARSEEMI 1
45,ALMORA,Almora,Barsima,MALARI
46,ALMORA,Almora,Barsimi,BARSEEMI (LODHIA)-2
47,ALMORA,Almora,Bartoli,BARTOLI
48,ALMORA,Almora,Baruwa Tana,SALLA BHATKOT
49,ALMORA,Almora,Basar,BASAR
50,ALMORA,Almora,Basgaon,BASGAON
51,ALMORA,Almora,Basoli Bhakuni,BASOLI
52,ALMORA,Almora,Batgal Bhatt,BADGAL BHATT
53,ALMORA,Almora,.Batgal Routela,BADGAL RAUTELA
54,ALMORA,Almora,Batuliya,DALMOTI
55,ALMORA,Almora,Baura,BORDA
56,ALMORA,Almora,Beena,BEENA
57,ALMORA,Almora,Belawalgaon,Belwal gaon
58,ALMORA,Almora,BELWAL GAON,
59,ALMORA,Almora,Beni Tamta,DHAURA
60,ALMORA,Almora,BETULIA,BABURIYA NAYAL
61,ALMORA,Almora,Bhagoti,RAMANA
62,ALMORA,Almora,Bhaisora,BHAISORA
63,ALMORA,Almora,Bhaisora,KHAGMARAKOT
64,ALMORA,Almora,Bhaisori,BHAISORI
65,ALMORA,Almora,Bhakar,MATELA (AGHAR)
66,ALMORA,Almora,Bhakara Dak,GURNA
67,ALMORA,Almora,Bhakuna,BHAKUNA
68,ALMORA,Almora,Bhalar,GAR GUTH
69,ALMORA,Almora,Bhanar,GAR GUTH
70,ALMORA,Almora,Bhanjar,GHUNYOLI
71,ALMORA,Almora,Bhat Gaon,BHATGAON
72,ALMORA,Almora,Bhatkhola,BHAT KHOLA
73,ALMORA,Almora,Bhatkot Gunth Kamleshwar,BHATTKOT
74,ALMORA,Almora,Bheta Bariya,BHETABARIYA
75,ALMORA,Almora,Bheta Dangi,BHETABARIYA
76,ALMORA,Almora,Bhetuli,BHETULI
77,ALMORA,Almora,Bhulyura,BHALYURA
78,ALMORA,Almora,Bimola,BIMAULA
79,ALMORA,Almora,Bina,BEENA
80,ALMORA,Almora,Binsar Captain Saiwej,SUNOLI
81,ALMORA,Almora,Binsar Madhve Chak No2,SUNOLI
82,ALMORA,Almora,Binsar Madhye Chak No1,SUNOLI
83,ALMORA,Almora,Binsar Madhye Jauljibi,SUNOLI
84,ALMORA,Almora,Binsar Madhye Miss Shahib,SUNOLI
85,ALMORA,Almora,Binsar Madhye Sarkari Dukan,SUNOLI
86,ALMORA,Almora,Bintola Malla,BINTOLA
87,ALMORA,Almora,Bintola Talla,BINTOLA
88,ALMORA,Almora,Birora,BIRORA
89,ALMORA,Almora,Biroura,BISAUDKOT
90,ALMORA,Almora,Bisara,KANELI
91,ALMORA,Almora,Brahma Tana,BHETABARIYA
92,ALMORA,Almora,Budh Khola,HAWALBAG
93,ALMORA,Almora,Bunga,
94,ALMORA,Almora,BUNGA,BUNGA
95,ALMORA,Almora,Bursan,TALLI TOLI
96,ALMORA,Almora,Busouri,UNYURA
97,ALMORA,Almora,Champa,CHAMPA
98,ALMORA,Almora,Chan,CHAN
99,ALMORA,Almora,Chanoli,CHANOLI
100,ALMORA,Almora,Chapar,GIRCHAULA
101,ALMORA,Almora,Chaukhuriya,DHAURA
102,ALMORA,Almora,Chauleti,BAN THOKE
103,ALMORA,Almora,Chaumu,CHAUMU
104,ALMORA,Almora,Chauna,CHAUNA
105,ALMORA,Almora,Chaunli Malli,MALLI CHAUNALI
106,ALMORA,Almora,Chaunoli Talli,MALLI CHAUNALI
107,ALMORA,Almora,Chausali,CHAUSALI
108,ALMORA,Almora,Chautra,ANARIA KOT
109,ALMORA,Almora,Chhana,AARCHALI
110,ALMORA,Almora,Chhana,CHHANA
111,ALMORA,Almora,Chhani,CHHANI
112,ALMORA,Almora,Chhatola,BALMA
113,ALMORA,Almora,Chinona,CHINON
114,ALMORA,Almora,Chirala,DIGOLI
115,ALMORA,Almora,Chitai Pant,CHITAYI PANT
116,ALMORA,Almora,Chitai Tiwari,CHITAYI TIWARI
117,ALMORA,Almora,Choura,Bakh
118,ALMORA,Almora,Chular Musyoli Lagga Papara,HAWALBAG
119,ALMORA,Almora,Churari,CHURARI
120,ALMORA,Almora,Dal,DAL
121,ALMORA,Almora,Dalakote,DALAKOT
122,ALMORA,Almora,Dangi Khola,DANGI KHOLA
123,ALMORA,Almora,Darimi Udiyari,SIMILTY
124,ALMORA,Almora,Darmar,BASGAON
125,ALMORA,Almora,Dashoun,DASHO
126,ALMORA,Almora,Daula,DALAKOT
127,ALMORA,Almora,Deoli,DEWALI
128,ALMORA,Almora,Deoli Khan,DEWALI KHAN
129,ALMORA,Almora,Deora,DEWARA
130,ALMORA,Almora,Devnala,KALTANI
131,ALMORA,Almora,Dhaili,DHAILI
132,ALMORA,Almora,Dhaili,DHALI
133,ALMORA,Almora,Dhamas,DHAMAS
134,ALMORA,Almora,Dhamoli,KUNJVERGAL
135,ALMORA,Almora,Dhamuwa Kanala,KUT GOLI
136,ALMORA,Almora,Dhaniyan,DASHO
137,ALMORA,Almora,Dhankholi,MALLI CHAUNALI
138,ALMORA,Almora,Dhari,DHARI
139,ALMORA,Almora,Dhari,SEAL
140,ALMORA,Almora,Dharsimi,KHATYARI
141,ALMORA,Almora,Dhatwal Gaon,DHATWAL GAON
142,ALMORA,Almora,Dhaul Naili,DHOL NAILEE
143,ALMORA,Almora,Dhaura,DHAURA
144,ALMORA,Almora,Dhaura,GUTHOLI
145,ALMORA,Almora,Dhoora Lamtana,THAT
146,ALMORA,Almora,Dhura(Joshi Dhura),JOSHI DHURA
147,ALMORA,Almora,Digoli,DIGOLI
148,ALMORA,Almora,Dilkot,KUJARI
149,ALMORA,Almora,Dinapani,MATENA
150,ALMORA,Almora,Divdiya,KUNJ RAOTADA
151,ALMORA,Almora,Diyari,DIYARI
152,ALMORA,Almora,Diyari Kuna,PALYOUN
153,ALMORA,Almora,Doba,DOBA
154,ALMORA,Almora,Dol Bakhli,BHAISORA
155,ALMORA,Almora,Dol Pokhra,BADGAL RAUTELA
156,ALMORA,Almora,Dotiyal Gaon,DOTYALA GAON
157,ALMORA,Almora,Dugal Khola,DUGAL KHOLA
158,ALMORA,Almora,Dugari,DUNGARI
159,ALMORA,Almora,Dulagaon,RAILAKOT
160,ALMORA,Almora,Dungar Lekh,DUNGERLEKH
161,ALMORA,Almora,Falsima,FALSEEMA
162,ALMORA,Almora,Farka,FARKA
163,ALMORA,Almora,Fatehpur Bari,MAHAT GAON
164,ALMORA,Almora,Gadholi,GADHOLI
165,ALMORA,Almora,Gadhwali,GADHWALI
166,ALMORA,Almora,Gaijole,MANAUN
167,ALMORA,Almora,Gailakot,KAPKOT
168,ALMORA,Almora,Gali Basyur Mai Chaktunkande,GALLI BASYURA
