,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
4494,CHAMPAWAT,Champawat,Aam Karia,AAM KARIYA
4495,CHAMPAWAT,Champawat,Aam Khola,RUIEYAN
4496,CHAMPAWAT,Champawat,Aamni,AAMNEE
4497,CHAMPAWAT,Champawat,Akeri,BAKODA
4498,CHAMPAWAT,Champawat,Amaun,BAGERI
4499,CHAMPAWAT,Champawat,Amgounth,RUIEYAN
4500,CHAMPAWAT,Champawat,Amora,PALSO
4501,CHAMPAWAT,Champawat,Amora,TARKULI
4502,CHAMPAWAT,Champawat,Ari Gurauli,AERI GUROLI
4503,CHAMPAWAT,Champawat,Bachkot,BACHKOT
4504,CHAMPAWAT,Champawat,Badauli,BADOLI
4505,CHAMPAWAT,Champawat,Bageri,BAGERI
4506,CHAMPAWAT,Champawat,Baira,GHURCHUM
4507,CHAMPAWAT,Champawat,Bajaun,BAJAUN
4508,CHAMPAWAT,Champawat,Bajrikot,BAJARI KOT
4509,CHAMPAWAT,Champawat,Bakora,BAKODA
4510,CHAMPAWAT,Champawat,Bakunda,MAUN POKHARI
4511,CHAMPAWAT,Champawat,banbasa,BANBASA
4512,CHAMPAWAT,Champawat,Bardoli,FUNGAR MAPHI
4513,CHAMPAWAT,Champawat,Barkum,RIYASI BAMAN GAON
4514,CHAMPAWAT,Champawat,Barpass,BAR PASS
4515,CHAMPAWAT,Champawat,Basaan,MAIROLI
4516,CHAMPAWAT,Champawat,Basauti Mafi,BHANDAR BORA
4517,CHAMPAWAT,Champawat,Bastiya,LAFARA
4518,CHAMPAWAT,Champawat,Bastiya Goonth,BASTIYA GOOTH
4519,CHAMPAWAT,Champawat,Bhageena Bhandari,BHAGINA BHANDARI
4520,CHAMPAWAT,Champawat,Bhagina Khet,MATELA
4521,CHAMPAWAT,Champawat,Bhanauli,LADA BORA
4522,CHAMPAWAT,Champawat,Bhandar,SORAI
4523,CHAMPAWAT,Champawat,Bhandar Bora,BHANDAR BORA
4524,CHAMPAWAT,Champawat,Bhula Gaon,haram
4525,CHAMPAWAT,Champawat,Bibrik,LAFARA
4526,CHAMPAWAT,Champawat,Bilhairi,KATHNAULI
4527,CHAMPAWAT,Champawat,bilhedi,MAUN POKHARI
4528,CHAMPAWAT,Champawat,Bilota Sain,DIGDAI
4529,CHAMPAWAT,Champawat,Birgola,SIMIYORI
4530,CHAMPAWAT,Champawat,Birgul,BIRGUL
4531,CHAMPAWAT,Champawat,Boyal,GURKHOLI GUNTH
4532,CHAMPAWAT,Champawat,Bugga Chowkni,MAUN POKHARI
4533,CHAMPAWAT,Champawat,Bunga Khayali,BHUNGA KHIYALI
4534,CHAMPAWAT,Champawat,Chanchalpur Urf Chanchri,GOLI
4535,CHAMPAWAT,Champawat,Chaniya,DHAKANA BADOLA
4536,CHAMPAWAT,Champawat,Chaudhary Jula,DIGDAI
4537,CHAMPAWAT,Champawat,Chaura Dumkhuri,CHORA DUMKHARI
4538,CHAMPAWAT,Champawat,Chaura Khayali,CHORA KHYALI
4539,CHAMPAWAT,Champawat,Chaura Sethi,CHORA SETHI
4540,CHAMPAWAT,Champawat,Chhatkot,CHATKOT
4541,CHAMPAWAT,Champawat,Chhira Pani,MUDYANI
4542,CHAMPAWAT,Champawat,Chowki,CHAUKI
4543,CHAMPAWAT,Champawat,Chowkni Bora,CHAUKUNI BORA
4544,CHAMPAWAT,Champawat,Chowkni Pandey,CHAUKUNI BORA
4545,CHAMPAWAT,Champawat,Chura Khark Khet,SUYAL KHARK
4546,CHAMPAWAT,Champawat,Danda Bisht,DANDA BISHT
4547,CHAMPAWAT,Champawat,Danthi,DHAKANA BADOLA
4548,CHAMPAWAT,Champawat,Dayoli (Dhauli),GHURCHUM
4549,CHAMPAWAT,Champawat,Devidhura Range,
4550,CHAMPAWAT,Champawat,Dhakna Badola,DHAKANA BADOLA
4551,CHAMPAWAT,Champawat,Dhaun,DHAUN RAUT
4552,CHAMPAWAT,Champawat,Dhyan Bhandar,DHAUN RAUT
4553,CHAMPAWAT,Champawat,Digdai,DIGDAI
4554,CHAMPAWAT,Champawat,Diyuri,DIYURI
4555,CHAMPAWAT,Champawat,Dola,KAANDA
4556,CHAMPAWAT,Champawat,Dooni,RUIEYAN
4557,CHAMPAWAT,Champawat,Dubar Jainal,DUBAR JAINAL
4558,CHAMPAWAT,Champawat,Dubchora,AERI GUROLI
4559,CHAMPAWAT,Champawat,Dudhori,DUDHAURI
4560,CHAMPAWAT,Champawat,Dudh Pokhara,RAKREE  FULARA
4561,CHAMPAWAT,Champawat,Dugra,JAI GAON JAITOLI
4562,CHAMPAWAT,Champawat,Dungra Saithi,DUNGARA SETHY
4563,CHAMPAWAT,Champawat,Duniya,MATELA
4564,CHAMPAWAT,Champawat,Garhkot,GARKOT
4565,CHAMPAWAT,Champawat,Gawani,MANCH
4566,CHAMPAWAT,Champawat,Gayal,KARI
4567,CHAMPAWAT,Champawat,Ghurchum,GHURCHUM
4568,CHAMPAWAT,Champawat,Giri Punaithi,KATHNAULI
4569,CHAMPAWAT,Champawat,Goli,GOLI
4570,CHAMPAWAT,Champawat,Gor Kholi,GURKHOLI GUNTH
4571,CHAMPAWAT,Champawat,Gunth Garsari,BAR PASS
4572,CHAMPAWAT,Champawat,Gurna Goonth,RUIEYAN
4573,CHAMPAWAT,Champawat,Haram,haram
4574,CHAMPAWAT,Champawat,Hartola,SORAI
4575,CHAMPAWAT,Champawat,Hiula,DUDHAURI
4576,CHAMPAWAT,Champawat,Hiyali,RIYASI BAMAN GAON
4577,CHAMPAWAT,Champawat,Jaigaon Jatoli,JAI GAON JAITOLI
4578,CHAMPAWAT,Champawat,Jamrari,GHURCHUM
4579,CHAMPAWAT,Champawat,Jayar,FUNGAR MAPHI
4580,CHAMPAWAT,Champawat,Jup Patua,CHORA SETHI
4581,CHAMPAWAT,Champawat,Kaari,KARI
4582,CHAMPAWAT,Champawat,Kaflang,RAKREE  FULARA
4583,CHAMPAWAT,Champawat,Kallu Khan,MAIROLI
4584,CHAMPAWAT,Champawat,Kamaila,Kanda
4585,CHAMPAWAT,Champawat,Kanalgaon,KANAL GAON
4586,CHAMPAWAT,Champawat,Kanda,Kanda
4587,CHAMPAWAT,Champawat,Kanda,KANDA (RAWATSUI)
4588,CHAMPAWAT,Champawat,Kanyura,KAPHALATA MALLA
4589,CHAMPAWAT,Champawat,Kathar Mafi,SIMALTA
4590,CHAMPAWAT,Champawat,Kathnauli,KATHNAULI
4591,CHAMPAWAT,Champawat,Kawarsing,LADA BORA
4592,CHAMPAWAT,Champawat,Khaar,GURKHOLI GUNTH
4593,CHAMPAWAT,Champawat,Khal Kedia,KHAL KARIYA
4594,CHAMPAWAT,Champawat,Khar Giri,RUIEYAN
4595,CHAMPAWAT,Champawat,Khark,KHAL KARIYA
4596,CHAMPAWAT,Champawat,Khark Bagar,KHAL KARIYA
4597,CHAMPAWAT,Champawat,Khark Karki,KHARK KARKEE
4598,CHAMPAWAT,Champawat,Khatoli Malli,KHATOLEE  MALLI
4599,CHAMPAWAT,Champawat,Khatoli Talli,KHATOLI TALLI
4600,CHAMPAWAT,Champawat,Khetar Narial P Kaler Khan,BHAGINA BHANDARI
4601,CHAMPAWAT,Champawat,Khetar Ukhera,BHAGINA BHANDARI
4602,CHAMPAWAT,Champawat,Khunari,DIGDAI
4603,CHAMPAWAT,Champawat,kot Amori,KOT AMORI
4604,CHAMPAWAT,Champawat,Koyati,KOYATI
4605,CHAMPAWAT,Champawat,Kukrauni,SALLI
4606,CHAMPAWAT,Champawat,Kulathi,DANDA BISHT
4607,CHAMPAWAT,Champawat,Ladhon Tukra,MAIROLI
4608,CHAMPAWAT,Champawat,Lafra,LAFARA
4609,CHAMPAWAT,Champawat,Lamkaniya,CHORA DUMKHARI
4610,CHAMPAWAT,Champawat,Lara Bora,LADA BORA
4611,CHAMPAWAT,Champawat,Latauli,SHAKTI PUR BUNGA
4612,CHAMPAWAT,Champawat,Lawarki,haram
4613,CHAMPAWAT,Champawat,Lista,SHAKTI PUR BUNGA
4614,CHAMPAWAT,Champawat,Lohaghat Range,
4615,CHAMPAWAT,Champawat,Lohaghat Range,
4616,CHAMPAWAT,Champawat,Lohaghat Range,
4617,CHAMPAWAT,Champawat,Lohaghat Range,
4618,CHAMPAWAT,Champawat,Lohaghat Range,
4619,CHAMPAWAT,Champawat,Lohaghat Range,
4620,CHAMPAWAT,Champawat,Lohaghat Range,
4621,CHAMPAWAT,Champawat,Lohaghat Range,
4622,CHAMPAWAT,Champawat,Maadli Malli,KANAL GAON
4623,CHAMPAWAT,Champawat,Madli Talli,KANAL GAON
4624,CHAMPAWAT,Champawat,Mairoli,MAIROLI
4625,CHAMPAWAT,Champawat,Majgaon,KANAL GAON
4626,CHAMPAWAT,Champawat,Majhera,BASTIYA GOOTH
4627,CHAMPAWAT,Champawat,Malla Kafalta,KAPHALATA MALLA
4628,CHAMPAWAT,Champawat,Manch,MANCH
4629,CHAMPAWAT,Champawat,Mankanda,MANCH
4630,CHAMPAWAT,Champawat,Mataila,MATELA
4631,CHAMPAWAT,Champawat,Maun Pokhari,MAUN POKHARI
4632,CHAMPAWAT,Champawat,Mirtola,MATELA
4633,CHAMPAWAT,Champawat,Moradi,MOURARI
4634,CHAMPAWAT,Champawat,Mosta,BAKODA
4635,CHAMPAWAT,Champawat,Mudiyani,MUDYANI
4636,CHAMPAWAT,Champawat,Naad Bora,DHAKANA BADOLA
4637,CHAMPAWAT,Champawat,Naag,BACHKOT
4638,CHAMPAWAT,Champawat,naayal,naayal
4639,CHAMPAWAT,Champawat,Nadhan,NAGHAN
4640,CHAMPAWAT,Champawat,Nadola,AAM KARIYA
4641,CHAMPAWAT,Champawat,Nagar Gaon,SILANG TAK
4642,CHAMPAWAT,Champawat,Nand Kuli,JAI GAON JAITOLI
4643,CHAMPAWAT,Champawat,Narsingh Danda,HARIPUR NAR SINGH DANDA
4644,CHAMPAWAT,Champawat,Nayadi,GHURCHUM
4645,CHAMPAWAT,Champawat,Nayal,BHAGINA BHANDARI
4646,CHAMPAWAT,Champawat,Nayal,
4647,CHAMPAWAT,Champawat,Neerh,NEED TALLI
4648,CHAMPAWAT,Champawat,Ninori,SIMIYORI
4649,CHAMPAWAT,Champawat,Okhal Dugga,MATELA
4650,CHAMPAWAT,Champawat,Pachnai,PACHNAI
4651,CHAMPAWAT,Champawat,Padunga,BADOLI
4652,CHAMPAWAT,Champawat,Paiti Mafi,FUNGAR MAPHI
4653,CHAMPAWAT,Champawat,Pali,GHURCHUM
4654,CHAMPAWAT,Champawat,Pali,KAPHALATA MALLA
4655,CHAMPAWAT,Champawat,Palsau,PALSO
4656,CHAMPAWAT,Champawat,Patal,GARKOT
4657,CHAMPAWAT,Champawat,Pather Maun,DHAUN RAUT
4658,CHAMPAWAT,Champawat,Pawet,KHARK KARKEE
4659,CHAMPAWAT,Champawat,Phungar,FUNGAR MAPHI
4660,CHAMPAWAT,Champawat,Pinana,PINANA
4661,CHAMPAWAT,Champawat,Polap,POLAP
4662,CHAMPAWAT,Champawat,Punabe,SUYAL KHARK
4663,CHAMPAWAT,Champawat,Punaithi,PUNETHI
4664,CHAMPAWAT,Champawat,Quarala,SWALA
4665,CHAMPAWAT,Champawat,Raisang,GURKHOLI GUNTH
4666,CHAMPAWAT,Champawat,Rakri Phulara,RAKREE  FULARA
4667,CHAMPAWAT,Champawat,Ramaila,RAMAILA
4668,CHAMPAWAT,Champawat,Ratan Kaniya,BHAGINA BHANDARI
4669,CHAMPAWAT,Champawat,Raw Kunwar,BHANDAR BORA
4670,CHAMPAWAT,Champawat,Rayal,POLAP
4671,CHAMPAWAT,Champawat,Reetha,BADOLI
