,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
13923,TEHRI GARHWAL,Devprayag,Adaili,PAINDULA
13924,TEHRI GARHWAL,Devprayag,Airari,AIRARI
13925,TEHRI GARHWAL,Devprayag,Amaroli,PAINDULA
13926,TEHRI GARHWAL,Devprayag,Amni,AMANI
13927,TEHRI GARHWAL,Devprayag,Amoli,AMOLI
13928,TEHRI GARHWAL,Devprayag,Arota,AROTA
13929,TEHRI GARHWAL,Devprayag,Bachheli Khal,BACHELIKHAL
13930,TEHRI GARHWAL,Devprayag,Badiyar Garh,
13931,TEHRI GARHWAL,Devprayag,Badiyar Thati,BADIYAR
13932,TEHRI GARHWAL,Devprayag,Badola,BADOLA
13933,TEHRI GARHWAL,Devprayag,Badon,MUSANGAON
13934,TEHRI GARHWAL,Devprayag,Bageshwar,BHARPUR
13935,TEHRI GARHWAL,Devprayag,Bagi,BAGI- BANGARH
13936,TEHRI GARHWAL,Devprayag,Bagi,MUNDETH
13937,TEHRI GARHWAL,Devprayag,Bagwan,BAGWAAN
13938,TEHRI GARHWAL,Devprayag,Baijawari,BAINJWARI
13939,TEHRI GARHWAL,Devprayag,Bairagana,THATIDAGAR
13940,TEHRI GARHWAL,Devprayag,Bajela Chak Tyurna,TYUNA
13941,TEHRI GARHWAL,Devprayag,Bamana,BAMANA
13942,TEHRI GARHWAL,Devprayag,Bandasa,BANDASA
13943,TEHRI GARHWAL,Devprayag,Banga Pani,MUNDOLI
13944,TEHRI GARHWAL,Devprayag,Bangari Gaon,BIRAKOT
13945,TEHRI GARHWAL,Devprayag,Bankola,PAINDULA
13946,TEHRI GARHWAL,Devprayag,Bariyal Gaon,PALI
13947,TEHRI GARHWAL,Devprayag,Barkot,SANKRO
13948,TEHRI GARHWAL,Devprayag,Barsoli,BARSOLI
13949,TEHRI GARHWAL,Devprayag,Basuli,BARSOLI
13950,TEHRI GARHWAL,Devprayag,Baunth,BAUNTH
13951,TEHRI GARHWAL,Devprayag,Bhadoli,BHADOLI
13952,TEHRI GARHWAL,Devprayag,Bhadrasu,PAWELA
13953,TEHRI GARHWAL,Devprayag,Bhaisakot,BHAINSKOT
13954,TEHRI GARHWAL,Devprayag,Bhaishwara,BHAINSWARA
13955,TEHRI GARHWAL,Devprayag,Bhald Gaon,RAITASI
13956,TEHRI GARHWAL,Devprayag,Bhald Gaon,TYALNI
13957,TEHRI GARHWAL,Devprayag,Bhaldi Gaon,BHALEGAON
13958,TEHRI GARHWAL,Devprayag,Bhaldiyana,FARASOLI
13959,TEHRI GARHWAL,Devprayag,Bhandali,BHANDALI
13960,TEHRI GARHWAL,Devprayag,Bharpur,BHARPUR
13961,TEHRI GARHWAL,Devprayag,Bharpur,
13962,TEHRI GARHWAL,Devprayag,Bhat Gaon,BIRAKOT
13963,TEHRI GARHWAL,Devprayag,Bhat Gaon,LALATHPATOUN
13964,TEHRI GARHWAL,Devprayag,Bhatkot,BHATKOT
13965,TEHRI GARHWAL,Devprayag,Bhitara,RAMPUR
13966,TEHRI GARHWAL,Devprayag,Bhitwali,DHUNGI
13967,TEHRI GARHWAL,Devprayag,Bhuinth,BHWEENT
13968,TEHRI GARHWAL,Devprayag,Bhutiyana,CHHAM
13969,TEHRI GARHWAL,Devprayag,Bhuwala Gaon,BIRAKOT
13970,TEHRI GARHWAL,Devprayag,Bhyu Pani,DHARI
13971,TEHRI GARHWAL,Devprayag,Bibhairab,PALLI
13972,TEHRI GARHWAL,Devprayag,Binani,DIYULI
13973,TEHRI GARHWAL,Devprayag,Bindua,TOL
13974,TEHRI GARHWAL,Devprayag,Birakot,BIRAKOT
13975,TEHRI GARHWAL,Devprayag,Bitula,PAUNSARA
13976,TEHRI GARHWAL,Devprayag,Bonga,RANKANDIYAL
13977,TEHRI GARHWAL,Devprayag,Bonga Rampur,BONGA RAMPUR
13978,TEHRI GARHWAL,Devprayag,Borgaon,CHILPAD
13979,TEHRI GARHWAL,Devprayag,Bor Gaon,MUNDOLI
