,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
53814,HAPUR,DHAULANA,Azampur,AAJAMPUR
53815,HAPUR,DHAULANA,Baharmandpur,DEHRA
53816,HAPUR,DHAULANA,Bajhera Khurd,BAJHERA KHURD
53817,HAPUR,DHAULANA,Basatpur,BASATPUR
53818,HAPUR,DHAULANA,Bhajeda Kalan,BHAJEDA KALAN
53819,HAPUR,DHAULANA,Bhava,BHAVA
53820,HAPUR,DHAULANA,Bhovapur,BHOVAPUR
53821,HAPUR,DHAULANA,Bhudia,BHUDIA
53822,HAPUR,DHAULANA,Chhajarsi Kuleechnagar,CHHAJARSI
53823,HAPUR,DHAULANA,Dahirpur Rajjakpur,DAHIRPUR RAJJAKPUR
53824,HAPUR,DHAULANA,Dahpa,DAHPA  KANDAULI
53825,HAPUR,DHAULANA,Daulatpur Dhikari,DAULATPUR DHIKARI
53826,HAPUR,DHAULANA,Dehra,DEHRA
53827,HAPUR,DHAULANA,Dhaulana,DHAULANA
53828,HAPUR,DHAULANA,Doma Tikri,DOMA TIKRI
53829,HAPUR,DHAULANA,Duhri,DUHRI
53830,HAPUR,DHAULANA,Eklaidi,EKLAIDI
53831,HAPUR,DHAULANA,Galand,GALAND
53832,HAPUR,DHAULANA,Gironi,CHHAJARSI
53833,HAPUR,DHAULANA,Gordhanpur,DEHRA
53834,HAPUR,DHAULANA,Hasanpur,HASANPUR
53835,HAPUR,DHAULANA,Hasanpur Lodha,HASANPUR LODHA
53836,HAPUR,DHAULANA,Himmat Nagar,HIMMAT NAGAR
53837,HAPUR,DHAULANA,Hindalpur,HINDALPUR
53838,HAPUR,DHAULANA,Ibrahimpur Tasauli,TISAUDI KHERA
53839,HAPUR,DHAULANA,Jadopur,JADOPUR
53840,HAPUR,DHAULANA,Kakrana,KAKRANA
53841,HAPUR,DHAULANA,Kamaruddin Nagar,KAMARUDDIN NAGAR
53842,HAPUR,DHAULANA,Kandauli,DAHPA  KANDAULI
53843,HAPUR,DHAULANA,Kandola,KANDOLA
53844,HAPUR,DHAULANA,Kapoorpur,KAPOORPUR
53845,HAPUR,DHAULANA,Karanpur Jatt,KARANPUR JATT
53846,HAPUR,DHAULANA,Karimpur Bhaipur,KARIMPUR BHAIPUR
53847,HAPUR,DHAULANA,Khairpur Khairabad,KHAIRPUR KHAIRABAD
53848,HAPUR,DHAULANA,Khera,TISAUDI KHERA
53849,HAPUR,DHAULANA,Kripanagar Urf Bighepur,BEEGHEYPUR
53850,HAPUR,DHAULANA,Laalpur,Laalpur
53851,HAPUR,DHAULANA,Lakhan,LAKHAN
53852,HAPUR,DHAULANA,Lalpur,LALPUR
53853,HAPUR,DHAULANA,Latifpur Mazara Sapnavat,SAPANWAT
53854,HAPUR,DHAULANA,Meerapur,MEERAPUR
53855,HAPUR,DHAULANA,Mubarikpur Badarkha,KANDOLA
53856,HAPUR,DHAULANA,Murshadpur Majara  Sapnawat,SAPANWAT
53857,HAPUR,DHAULANA,Nagla  Chhajju,KAMARUDDIN NAGAR
53858,HAPUR,DHAULANA,Nagla Gajju,NAGLA GAJJU
53859,HAPUR,DHAULANA,Nagla Kashi,NAGLA KASHI
53860,HAPUR,DHAULANA,Naglaudairampur,NAGLAUDAIRAMPUR
53861,HAPUR,DHAULANA,Nandlalpur,BAJHERA KHURD
53862,HAPUR,DHAULANA,Nandpur,NANDPUR
53863,HAPUR,DHAULANA,Naraina,NARAINA
53864,HAPUR,DHAULANA,Narainpur Vaska,NARAINPUR VASKA
53865,HAPUR,DHAULANA,Nidhauli,NIDHAULI
53866,HAPUR,DHAULANA,Parpa,PARPA
53867,HAPUR,DHAULANA,Parson,GALAND
53868,HAPUR,DHAULANA,Partapur,PARTAPUR
53869,HAPUR,DHAULANA,Pilkhua Dehat,PILKHUA DEHAT
53870,HAPUR,DHAULANA,Pipla Bandpur,PIPLA BANDPUR
53871,HAPUR,DHAULANA,Piplehda,PIPLADA
53872,HAPUR,DHAULANA,Ravali,SHEKHPUR KHICHARA
53873,HAPUR,DHAULANA,Samana,SAMANA
53874,HAPUR,DHAULANA,Sapanwat,SAPANWAT
53875,HAPUR,DHAULANA,Shaulana,SHAULANA
53876,HAPUR,DHAULANA,Shekhpur Khichara,SHEKHPUR KHICHARA
53877,HAPUR,DHAULANA,Sikheda,SIKHEDA
53878,HAPUR,DHAULANA,Siwaya,SIWAYA
53879,HAPUR,DHAULANA,Sukhdeopur,SUKHDEOPUR
53880,HAPUR,Garhmukteshwar,Abdullapur,RAMPUR NYAMATPUR
53881,HAPUR,Garhmukteshwar,Abidpur Kadi,BIHOONI
53882,HAPUR,Garhmukteshwar,Ahasanpur,AHSAANPUR JAMAALPUR
53883,HAPUR,Garhmukteshwar,Aidalpur Parsadipur,ALAMPUR BHAGWANTPUR
53884,HAPUR,Garhmukteshwar,Akbarpur Buklana,AKBARPUR BUKLANA
53885,HAPUR,Garhmukteshwar,Akkhapur Urf Akhtyarpur,AKKHAPUR URF AKHTYARPUR
53886,HAPUR,Garhmukteshwar,Alam Bhagwantpur,ALAMPUR BHAGWANTPUR
53887,HAPUR,Garhmukteshwar,Alamgirpur,ALAMGIRPUR
53888,HAPUR,Garhmukteshwar,Alampur,ALAMNAGAR NAWADA
53889,HAPUR,Garhmukteshwar,Alapur,SHERPUR  ALAPUR
53890,HAPUR,Garhmukteshwar,Allabuxpur,ALLABUXPUR
53891,HAPUR,Garhmukteshwar,Alladadpur Urf Kulpur,ALAMPUR BHAGWANTPUR
53892,HAPUR,Garhmukteshwar,Allipur,ALLIPUR THERA
53893,HAPUR,Garhmukteshwar,Anuppur Divae,ANUPPUR DEBAI
53894,HAPUR,Garhmukteshwar,Athsaini,ATHSAINI
53895,HAPUR,Garhmukteshwar,Badarkha,BADARKHA
53896,HAPUR,Garhmukteshwar,Bagadpur,BAGADPUR
53897,HAPUR,Garhmukteshwar,Bahadur Garh,BAHADUR GARH
53898,HAPUR,Garhmukteshwar,Bahapur Theda,BAHAPUR THEDA
53899,HAPUR,Garhmukteshwar,Bakar Pur,RAJHETI
53900,HAPUR,Garhmukteshwar,Bangoli,BANGOLI
