,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
0,AGRA,Agra,Abhaypura,ABHAYPURA
1,AGRA,Agra,Akbarpur,AKBARPUR
2,AGRA,Agra,Akola,AKOLA
3,AGRA,Agra,Albatia,KALWARI
4,AGRA,Agra,Anguthi,ANGOOTHI
5,AGRA,Agra,Artauni (CT),ARTAUNI
6,AGRA,Agra,Azizpur (CT),AZIZPUR
7,AGRA,Agra,Babarpur Ehtmali,BAIPUR MUSTKIL
8,AGRA,Agra,Babarpur Mustkil,BAIPUR MUSTKIL
9,AGRA,Agra,Bad,BAD
10,AGRA,Agra,Bagd,BAGDA
11,AGRA,Agra,Bagda,BAMRAULI AHIR
12,AGRA,Agra,Bahenta,BARAULI AHIR
13,AGRA,Agra,Bain Khera,BAIN KHERA
14,AGRA,Agra,Bainpur Mustkil,BAIPUR MUSTKIL
15,AGRA,Agra,Baipur Ehtmali,BAIPUR MUSTKIL
16,AGRA,Agra,Bajhera,Bajhera
17,AGRA,Agra,Balhera,BALHERA
18,AGRA,Agra,Bamrauli Ahir,BAMRAULI AHIR
19,AGRA,Agra,BAMRAULI GUJR,BARAULI GUJAR
20,AGRA,Agra,BAMRAULI KATAR,BAMRAULI KATARA
21,AGRA,Agra,Bamrauli Katara,BARAULI AHIR
22,AGRA,Agra,Barara,BARARA
23,AGRA,Agra,Barauli Ahir,BARAULI AHIR
24,AGRA,Agra,Barauli Gujar,BARAULI AHIR
25,AGRA,Agra,Basua Nagla,PATHOLI
26,AGRA,Agra,BHAHAI,BHAHAI
27,AGRA,Agra,Bhandai,BHANDAI
28,AGRA,Agra,Bhidavali,Bhidavali
29,AGRA,Agra,Bichpuri,BICHPURI
30,AGRA,Agra,Bijhamai,BIJHAMAI
31,AGRA,Agra,Bilahani,BILAHANI
32,AGRA,Agra,Bisarna,BISARNA
33,AGRA,Agra,Bishara Kalan,BISHARA KALAN
34,AGRA,Agra,Bishari Bhand,BISHARI BHAND
35,AGRA,Agra,Brahmnagar,AKBARPUR
36,AGRA,Agra,Budhana Ehtmali,BUDHANA MUSTKIL
37,AGRA,Agra,Budhana Mustkil,BUDHANA MUSTKIL
38,AGRA,Agra,Budhera,BUDHERA
39,AGRA,Agra,Chamrauli,CHAMRAULI
40,AGRA,Agra,Chauhatna,CHAUHATNA
41,AGRA,Agra,Dehtora (CT),DEHTORA
42,AGRA,Agra,Deoretha (CT),DEORETHA
43,AGRA,Agra,Deori,DEORI
44,AGRA,Agra,Dhamota,GHAMOTA
45,AGRA,Agra,Dhanauli (CT),DHANAULI
46,AGRA,Agra,Digner,DIGNER
47,AGRA,Agra,Etmadpur Madra,ETMADPUR MADRA
48,AGRA,Agra,Gadoli kalan,Gadoli kalan
49,AGRA,Agra,Gadpura,Gadpura
50,AGRA,Agra,Gamari,GAMARI
51,AGRA,Agra,Gangraua,GANGRAUA
52,AGRA,Agra,Garhsani,GARHSANI
53,AGRA,Agra,Gooharpur,Gooharpur
54,AGRA,Agra,Gutla,GUTLA
55,AGRA,Agra,Hingot Kheria,HINGOT KHERIA
56,AGRA,Agra,Ikthara,IKTHAR
57,AGRA,Agra,Islampur,ISLAMPUR
58,AGRA,Agra,Itaura,ITAURA
59,AGRA,Agra,Jakhoda,Jakhoda
60,AGRA,Agra,Janara,JAIN GARA
61,AGRA,Agra,Jarua Katra,JARUA KATRA
62,AGRA,Agra,Jaupura,JAUPURA
63,AGRA,Agra,Kaboolpur,KABOOLPUR
64,AGRA,Agra,Kahrai,KAHRAI
65,AGRA,Agra,Kakrari,KAKRARI
66,AGRA,Agra,Kakua,KAKUA
67,AGRA,Agra,Kalal Kheria,KALAL KHERIA
68,AGRA,Agra,Kalika Nagla,KALIKA NAGLA
69,AGRA,Agra,Kalwari (CT),KALWARI
70,AGRA,Agra,Karmana Ehtmali,KARMANA MUSTKIL
71,AGRA,Agra,Karmana Mustkil,KARMANA MUSTKIL
72,AGRA,Agra,Kaulakha (CT),KAULAKHA
73,AGRA,Agra,Khal,Khal
74,AGRA,Agra,Khallauwa,KHALLAUWA
75,AGRA,Agra,Khaspur Ehtmali,KHASPUR MUSTKIL
76,AGRA,Agra,Khaspur Mustkil,KHASPUR MUSTKIL
77,AGRA,Agra,Khera Bhagor,KHERA BHAGOR
78,AGRA,Agra,Kuan Khera,KUAN KHERA
79,AGRA,Agra,Kundol,KUNDOL
80,AGRA,Agra,Kuthawati,KUTHAWATI
81,AGRA,Agra,Lakavali,LAKAVALI
82,AGRA,Agra,Lakhanpur,LAKHANPUR
83,AGRA,Agra,Lalau,LALAU
84,AGRA,Agra,Laramada,LARAMADA
85,AGRA,Agra,Lodhai,LODHAI
86,AGRA,Agra,Mahua Khera,MAHUA KHERA
87,AGRA,Agra,Malpura,MALPURA
88,AGRA,Agra,Manghatai,MANGHATAI
89,AGRA,Agra,Mankenda,MANKENDA
90,AGRA,Agra,Mayapura,Mayapur
91,AGRA,Agra,Mehra Naharganj,MEHRA NAHARGANJ
92,AGRA,Agra,Midhakur,MIDHAKUR
93,AGRA,Agra,Mohammadpur,MOHAMMADPUR
94,AGRA,Agra,Mundhera,JARUA KATRA
95,AGRA,Agra,Nadauta,NADAUTA
96,AGRA,Agra,Nagla Nathu,ISLAMPUR
97,AGRA,Agra,Nainana-Brahman (CT),NAINANA-BRAHMAN
98,AGRA,Agra,Nainana Jat (CT),NAINANA-BRAHMAN
99,AGRA,Agra,NAINAN JAT,NAINANA JAT
100,AGRA,Agra,Nanpur,Nanpur
101,AGRA,Agra,Naubari,NAUBARI
102,AGRA,Agra,Nauphari,LODHAI
103,AGRA,Agra,Nurpur,Nurpur
104,AGRA,Agra,Pachgain Khera,PACHGAIN KHERA
105,AGRA,Agra,Parihar,Parihar
106,AGRA,Agra,Patholi (CT),PATHOLI
107,AGRA,Agra,Patti Pachgain,PACHGAIN KHERA
108,AGRA,Agra,Pawawali,PAWAWALI
109,AGRA,Agra,Pinani Ramnagar,PINANI RAMNAGAR
110,AGRA,Agra,Rahan Khudra,Rahan Khudra
111,AGRA,Agra,Rajrai,RAJRAI
112,AGRA,Agra,Rohta (CT),ROHTA
113,AGRA,Agra,Sadarban,SADARBAN
114,AGRA,Agra,Sahara,SAHARA
115,AGRA,Agra,Saimari,SAIMARI
116,AGRA,Agra,Salemabad,SALEMABAD
117,AGRA,Agra,Samogar Ehtmali,SAMOGAR MUSTKIL
118,AGRA,Agra,Samogar Mustkil,SAMOGAR MUSTKIL
119,AGRA,Agra,Sarbatpura,Sarbatpura
120,AGRA,Agra,Sargan Khera,SAMOGAR MUSTKIL
121,AGRA,Agra,Shyamo,SHYAMO
122,AGRA,Agra,Sikandarpur Ehtmali,KHASPUR MUSTKIL
123,AGRA,Agra,Sikandarpur Mustkil,KHASPUR MUSTKIL
124,AGRA,Agra,Siroli,SIROLI
125,AGRA,Agra,Sucheta,SUCHETA
126,AGRA,Agra,Sujgai,BAHENTA
127,AGRA,Agra,Sunari,SUNARI
128,AGRA,Agra,Sutendi,Sutendi
129,AGRA,Agra,Swami Ehtmali,SWAMI MUSTKIL
130,AGRA,Agra,Swami Mustkil,SWAMI MUSTKIL
131,AGRA,Agra,Tanora Noorpur Ehtmali,TANORA NURPUR MUSTKIL
132,AGRA,Agra,Tanora Nurpur Mustkil,TANORA NURPUR MUSTKIL
133,AGRA,Agra,Tapara,TAPARA
134,AGRA,Agra,Tora,TORA
135,AGRA,Bah,Abhaypura,ABHAYPURA
136,AGRA,Bah,Amahi,AMAHI
137,AGRA,Bah,Arjun Pura,ARJUN PURA
138,AGRA,Bah,Arnota,ARNOTA
139,AGRA,Bah,Badagaon,BADAGAON
140,AGRA,Bah,Badous,BADOUS
141,AGRA,Bah,Baghrena,BAGHRENA
142,AGRA,Bah,Bah Dehat,EMANPURA
143,AGRA,Bah,Balai,BALAI
144,AGRA,Bah,Bamroli,BAMROLI
145,AGRA,Bah,Barah,BARAH
146,AGRA,Bah,Barenda,BARENDA
147,AGRA,Bah,Basai Arela,BASAI ARELA
148,AGRA,Bah,Basai Bhadoriya,Basai Bhadoriya
149,AGRA,Bah,Basai Goojar,ONDH
150,AGRA,Bah,Basoni,BASONI
151,AGRA,Bah,Bateshwar,BATESHWAR
152,AGRA,Bah,Bedpura,Bedpura
153,AGRA,Bah,Bhadroli,BHADROLI
154,AGRA,Bah,Bhari Nagla,BHARI NAGLA
155,AGRA,Bah,Bhartar,Bhartar
156,AGRA,Bah,Bhaupura,NARHOLI
157,AGRA,Bah,Bhitari,BALAI
158,AGRA,Bah,Bhojpura,JAITPURA KALAN
159,AGRA,Bah,Bhonigapura,LADHAVAPURA
160,AGRA,Bah,Bichoula,BICHOULA
161,AGRA,Bah,Bitholi,BITHOLI
162,AGRA,Bah,Bithona,BITHONA
163,AGRA,Bah,Budhera,BATESHWAR
164,AGRA,Bah,CHACHIHA,CHACHIHA
165,AGRA,Bah,Chamraua,CHAMRAUA
166,AGRA,Bah,Chandrapura,Chandrapura
167,AGRA,Bah,Changoli,CHANGOLI
168,AGRA,Bah,Charitha,GARHI BAROLI
169,AGRA,Bah,Chikanipura,NADGAWAN
170,AGRA,Bah,Chitrahar,CHITRAHAR
171,AGRA,Bah,Chorangabehar,Chorangabehar
172,AGRA,Bah,Chourangahar,CHOURANGAHAR
173,AGRA,Bah,Chousingi,CHOUSINGI
174,AGRA,Bah,Dagroopura,LAKHANPUR KHALSA
175,AGRA,Bah,Deenpura,PARBATIPURA
176,AGRA,Bah,Derak,DERAK
177,AGRA,Bah,Devpura,NADGAWAN
178,AGRA,Bah,Dhaniyapura,MADHEPURA
179,AGRA,Bah,Dharmasala,AMAHI
180,AGRA,Bah,Dhaypura,ROOPPURA
181,AGRA,Bah,Dhobai,MANGADPUR
182,AGRA,Bah,Dodapura,DODAPURA
183,AGRA,Bah,Emanpura,EMANPURA
184,AGRA,Bah,Fatehpura,FATEHPURA
185,AGRA,Bah,Gadhbar,GADHBAR
186,AGRA,Bah,Gadhia Pratappura,GADHIA PRATAPPURA
187,AGRA,Bah,Gajoura,GAJOURA
188,AGRA,Bah,Gajrora,CHOUSINGI
189,AGRA,Bah,Garhi Baroli,GARHI BAROLI
190,AGRA,Bah,Garhi Rampra,Garhi Rampra
191,AGRA,Bah,Gohra,KHERA RATHOR
192,AGRA,Bah,Gonsili,GONSILI
193,AGRA,Bah,Gopal Pura,GOPAL PURA
194,AGRA,Bah,Gungawali,GUNGAWALI
195,AGRA,Bah,Gurha,SIMRAHI
196,AGRA,Bah,Hajarpura,LAKHANPUR KHALSA
197,AGRA,Bah,Hatkani,PYARAMPURA
198,AGRA,Bah,Hingot Khera,HINGOT KHERA
199,AGRA,Bah,Holy Pura,PHARAIRI
200,AGRA,Bah,Husainpura,HUSAINPURA
201,AGRA,Bah,Indaini,VERI
202,AGRA,Bah,Itaili,ITAILI
203,AGRA,Bah,Jaitpura Kalan,JAITPURA KALAN
204,AGRA,Bah,Jaitpur Khurd,UDAYPUR KHALSA
205,AGRA,Bah,Jarar,JARAR
206,AGRA,Bah,Jojalipura,SAMARAMAU
207,AGRA,Bah,Kachhpura,NAHTOLI
208,AGRA,Bah,Kachora Ghat,KACHORA GHAT
209,AGRA,Bah,Kalinjar,KALINJAR
210,AGRA,Bah,Kaliyanpur mafi,Bhartar
