,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
64009,KANPUR NAGAR,Bilhaur,Ahmadpur Nadiha,FATTEPUR
64010,KANPUR NAGAR,Bilhaur,Ajauli,NEVADA MAHASARAN
64011,KANPUR NAGAR,Bilhaur,Akbarpur,GHANSHYAMPUR
64012,KANPUR NAGAR,Bilhaur,Akbarpur Senga,AKBARPUR SENGA
64013,KANPUR NAGAR,Bilhaur,Alampur,BOODHANPUR
64014,KANPUR NAGAR,Bilhaur,Allipur,JAMALPUR
64015,KANPUR NAGAR,Bilhaur,Allipur Bhseni,NEVADA TARAPAT
64016,KANPUR NAGAR,Bilhaur,Amiliha,AMILIHA
64017,KANPUR NAGAR,Bilhaur,Anei,ANEI
64018,KANPUR NAGAR,Bilhaur,Ankin,ANKIN
64019,KANPUR NAGAR,Bilhaur,Anti,KIRATPUR
64020,KANPUR NAGAR,Bilhaur,Araji Isepur,ARAJI ISEPUR
64021,KANPUR NAGAR,Bilhaur,Araul,ARAUL
64022,KANPUR NAGAR,Bilhaur,Arjunpur,DEBIPUR SARAI
64023,KANPUR NAGAR,Bilhaur,Atva,SUNAURHA
64024,KANPUR NAGAR,Bilhaur,Aurangpur Sabhi,AURANGPUR SABHI
64025,KANPUR NAGAR,Bilhaur,Auro Taharpur,AURO TAHARPUR
64026,KANPUR NAGAR,Bilhaur,Babhiyapur,BABHIYAPUR
64027,KANPUR NAGAR,Bilhaur,Bachhana,BACHHANA
64028,KANPUR NAGAR,Bilhaur,Bachipur,BACHIPUR
64029,KANPUR NAGAR,Bilhaur,Badanpur,TRILOKPUR
64030,KANPUR NAGAR,Bilhaur,Baghpur,UDETPUR BITHOOR
64031,KANPUR NAGAR,Bilhaur,Bahlolpur,BAHLOLPUR
64032,KANPUR NAGAR,Bilhaur,Bahramapur,BHATPURA SHIVRAJPUR
64033,KANPUR NAGAR,Bilhaur,Bahrampur,BAHRAMPUR
64034,KANPUR NAGAR,Bilhaur,Baidani,SANDILA
64035,KANPUR NAGAR,Bilhaur,Baira Khanpur,BAIRA KHANPUR
64036,KANPUR NAGAR,Bilhaur,Bairi,BAIRI
64037,KANPUR NAGAR,Bilhaur,Bairi Alipur,BAIRI ALIPUR
64038,KANPUR NAGAR,Bilhaur,Bajidpur,BAJIDPUR
64039,KANPUR NAGAR,Bilhaur,Bakothi,BAKOTHI
64040,KANPUR NAGAR,Bilhaur,Balhipur,BALHIPUR
64041,KANPUR NAGAR,Bilhaur,Bani,BANI
64042,KANPUR NAGAR,Bilhaur,Bansathi,BANSATHI
64043,KANPUR NAGAR,Bilhaur,Baramau,BARAMAU
64044,KANPUR NAGAR,Bilhaur,Baranda,BARANDA
64045,KANPUR NAGAR,Bilhaur,Barauli,BARAULI
64046,KANPUR NAGAR,Bilhaur,Baruva Kalan,ROODRAPUR BAIL
64047,KANPUR NAGAR,Bilhaur,Baruwa Khurd,RAJARAMPUR
64048,KANPUR NAGAR,Bilhaur,Basen,BASEN
64049,KANPUR NAGAR,Bilhaur,Bawan Jhala Muzaffarpur,BAWAN JHALA MUZAFFARPUR
64050,KANPUR NAGAR,Bilhaur,Bedipur,BEDIPUR
64051,KANPUR NAGAR,Bilhaur,Behrampur,GILAWAT AMINABAD
64052,KANPUR NAGAR,Bilhaur,Behta,BEHTA
64053,KANPUR NAGAR,Bilhaur,Bhagwantpur,BHAGWANTPUR
64054,KANPUR NAGAR,Bilhaur,Bhainsau,BHAINSAU
