,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
49882,GORAKHPUR,Bansgaon,Abgeer,CHANDI
49883,GORAKHPUR,Bansgaon,Adharipur,MANO KISHUNPUR
49884,GORAKHPUR,Bansgaon,Adrauli,KANAPAR
49885,GORAKHPUR,Bansgaon,Aema Ah.,KARJHI
49886,GORAKHPUR,Bansgaon,Ahala,KAHALA
49887,GORAKHPUR,Bansgaon,Ahirauli,GHEVARPAR
49888,GORAKHPUR,Bansgaon,Ahirauli,HARPUR
49889,GORAKHPUR,Bansgaon,Ahirauli,RAJGARH
49890,GORAKHPUR,Bansgaon,Ahirauli Buzurg,KOTHA
49891,GORAKHPUR,Bansgaon,Ahirauli Khurd,KOTHA
49892,GORAKHPUR,Bansgaon,Akabrabad,Parauli
49893,GORAKHPUR,Bansgaon,Akolahi,KUSMAURA BUZURG
49894,GORAKHPUR,Bansgaon,Akusi,AKUSI
49895,GORAKHPUR,Bansgaon,Amawa,TIGHARA KHURD
49896,GORAKHPUR,Bansgaon,Ammarpur,AMMARPUR
49897,GORAKHPUR,Bansgaon,Amraina,KOHATA RUP
49898,GORAKHPUR,Bansgaon,Anandipur,BASTOO PAR
49899,GORAKHPUR,Bansgaon,Aojhali,Jagdishpur
49900,GORAKHPUR,Bansgaon,Arazi Muriayari,GARAHI
49901,GORAKHPUR,Bansgaon,Arazi Parpurwa,MISHRAULI
49902,GORAKHPUR,Bansgaon,Arni,GODSARI
49903,GORAKHPUR,Bansgaon,Aryee Deeh,KHAJURI BABU
49904,GORAKHPUR,Bansgaon,Asan Pakar,BASOODEEHA
49905,GORAKHPUR,Bansgaon,Asawanparmus.,GHEVARPAR
49906,GORAKHPUR,Bansgaon,Asekhore,CHANDI
49907,GORAKHPUR,Bansgaon,Ashapar,CHAKMALI URF BITHUA
49908,GORAKHPUR,Bansgaon,Asilbhar,ASILABHAR
49909,GORAKHPUR,Bansgaon,Asthaula,ASTHAULA
49910,GORAKHPUR,Bansgaon,Atapar,ATAYAR
49911,GORAKHPUR,Bansgaon,Atkahiya,BANS GAGAHA
49912,GORAKHPUR,Bansgaon,Atrauli,ATRAULI
49913,GORAKHPUR,Bansgaon,Babhanauli,GARAHI
49914,GORAKHPUR,Bansgaon,Babhanpur,ASILABHAR
49915,GORAKHPUR,Bansgaon,Babhan Pura,KHAKHAIJ KHOR
49916,GORAKHPUR,Bansgaon,Badari,JEEWKAR
49917,GORAKHPUR,Bansgaon,Badauli,KHAMUA BHATT
49918,GORAKHPUR,Bansgaon,Badhaipurwa,BADHAIPURWA
49919,GORAKHPUR,Bansgaon,Badihari,AKUSI
49920,GORAKHPUR,Bansgaon,Bagha Gara,Parauli
49921,GORAKHPUR,Bansgaon,Baghmaua,RAJPUR
49922,GORAKHPUR,Bansgaon,Baghrayee,BAGHRAYEE
49923,GORAKHPUR,Bansgaon,Bahi Dari,BAHI DADI
49924,GORAKHPUR,Bansgaon,Bahorwa,KALAURA
49925,GORAKHPUR,Bansgaon,Baidauli,JAGARNATHPUR
49926,GORAKHPUR,Bansgaon,Baidauli Baboo,BAIDAULI BABOO
49927,GORAKHPUR,Bansgaon,Baidauli Mohan,BAHI DADI
49928,GORAKHPUR,Bansgaon,Baidauli  Paltan Singh,BAHI DADI
49929,GORAKHPUR,Bansgaon,Bakulaha,DARI RAWAT
49930,GORAKHPUR,Bansgaon,Bakunthpur,BAKUNTHPUR
49931,GORAKHPUR,Bansgaon,Baliya,BALIYA
49932,GORAKHPUR,Bansgaon,Ballochak,DADRWA CHATUR
49933,GORAKHPUR,Bansgaon,Balua,PURWA
49934,GORAKHPUR,Bansgaon,Balua Buzurg,DHASKA
49935,GORAKHPUR,Bansgaon,Balua Katka,PURWA
49936,GORAKHPUR,Bansgaon,Balua Khurd,DHASKA
49937,GORAKHPUR,Bansgaon,Balua Urf Gopalpur,FULHAR KHURD
49938,GORAKHPUR,Bansgaon,Bandhwa,BANSPAR
49939,GORAKHPUR,Bansgaon,Baniyapar,PAKDI DUBEY
49940,GORAKHPUR,Bansgaon,Banjariya,Banjariya Khakhar
49941,GORAKHPUR,Bansgaon,Bankati,KOTHA
49942,GORAKHPUR,Bansgaon,Bankati,RAJPUR
49943,GORAKHPUR,Bansgaon,Banpurwa,SIYAR
49944,GORAKHPUR,Bansgaon,Bans Gagaha,BANS GAGAHA
49945,GORAKHPUR,Bansgaon,Banspar,BANSPAR
49946,GORAKHPUR,Bansgaon,Baraban,Gochharan
49947,GORAKHPUR,Bansgaon,Barago,BARAGO
49948,GORAKHPUR,Bansgaon,Baraila,BARAILA
49949,GORAKHPUR,Bansgaon,Baraini,GARAHI
49950,GORAKHPUR,Bansgaon,Baraipar,BARAIPAR
49951,GORAKHPUR,Bansgaon,Baraipar,RAGHUADIH BUJURG
49952,GORAKHPUR,Bansgaon,Baraipar No. 44,DAWARPAR
49953,GORAKHPUR,Bansgaon,Baraipar No.48,BHITAHA
49954,GORAKHPUR,Bansgaon,Barawal Digar,SAKHARUA
49955,GORAKHPUR,Bansgaon,Bardeeha,DHAUSA
49956,GORAKHPUR,Bansgaon,Bardeeha,Gochharan
49957,GORAKHPUR,Bansgaon,Barha Buzurg,BADHA BUZURG
49958,GORAKHPUR,Bansgaon,Baria,KHAKHAIJ KHOR
49959,GORAKHPUR,Bansgaon,Bariar,BARIAR
49960,GORAKHPUR,Bansgaon,Barideeha,BHITAHA
49961,GORAKHPUR,Bansgaon,Barigaon,TEEKAR
49962,GORAKHPUR,Bansgaon,Barpar Pandey,FULHAR KHURD
49963,GORAKHPUR,Bansgaon,Barparwa,KAUADIL
49964,GORAKHPUR,Bansgaon,Barwal Eswari Prasad,BARWAL ESWARI PRASAD
49965,GORAKHPUR,Bansgaon,Barwal Shankar Prasa,BARWAL ESWARI PRASAD
49966,GORAKHPUR,Bansgaon,Basauli Buzurg,DHOBAULI GAHARWAR
49967,GORAKHPUR,Bansgaon,Basauli Khurd,AMMARPUR
49968,GORAKHPUR,Bansgaon,Basdila,PARSIA
49969,GORAKHPUR,Bansgaon,Basipar,NEVRA
49970,GORAKHPUR,Bansgaon,Basoodeeha,BASOODEEHA
49971,GORAKHPUR,Bansgaon,Baspurwa,MEHDIYA
49972,GORAKHPUR,Bansgaon,Bastoo Par,BASTOO PAR
49973,GORAKHPUR,Bansgaon,Baupar,BAUPAR
49974,GORAKHPUR,Bansgaon,Bedauli,BAIDAULI
49975,GORAKHPUR,Bansgaon,Bela,GHORSAON
49976,GORAKHPUR,Bansgaon,Bela Ah.,BELA
49977,GORAKHPUR,Bansgaon,Beladar,Beladar
49978,GORAKHPUR,Bansgaon,Belahi,BAKUNTHPUR
49979,GORAKHPUR,Bansgaon,Bela Mus.,BELA
49980,GORAKHPUR,Bansgaon,Belapar,BELPAR
49981,GORAKHPUR,Bansgaon,Belavir Bhan,ASTHAULA
49982,GORAKHPUR,Bansgaon,Belbara,BELSARA
49983,GORAKHPUR,Bansgaon,Belipar,BELIPAR
49984,GORAKHPUR,Bansgaon,Belkur,BELKUR
49985,GORAKHPUR,Bansgaon,Belsari Bujurg,PURWA
49986,GORAKHPUR,Bansgaon,Belsari Khurd,PURWA
49987,GORAKHPUR,Bansgaon,Belwa Sahay,KOTHA
49988,GORAKHPUR,Bansgaon,Beni,TEKWAR
49989,GORAKHPUR,Bansgaon,Benwapar,LAHIDARI
49990,GORAKHPUR,Bansgaon,Besahani,BESAHANI
49991,GORAKHPUR,Bansgaon,Bhagra,GAJPUR
49992,GORAKHPUR,Bansgaon,Bhagta,BADHA BUZURG
49993,GORAKHPUR,Bansgaon,Bhairopur,BHAIROPUR
49994,GORAKHPUR,Bansgaon,Bhaisaha Khurd,HATWA  OF GAGAH
49995,GORAKHPUR,Bansgaon,Bhaisaha Mus.Ah.,BHAISAHA BUJURG
49996,GORAKHPUR,Bansgaon,Bhaisa Hariher,DHOBAULI GAHARWAR
49997,GORAKHPUR,Bansgaon,Bhaisahi Buzurg,BHAISAHI BUZURG
49998,GORAKHPUR,Bansgaon,Bhaisahi Khurd,BHAISAHI BUZURG
49999,GORAKHPUR,Bansgaon,Bhakauli,THATHAULI
50000,GORAKHPUR,Bansgaon,Bhaluan,KOTHA
50001,GORAKHPUR,Bansgaon,Bharauli Karan,HATA KHURD
50002,GORAKHPUR,Bansgaon,Bharthari,BHARTHARI
50003,GORAKHPUR,Bansgaon,Bharwal,BHARWAL
50004,GORAKHPUR,Bansgaon,Bharwalia,HARAIYA
50005,GORAKHPUR,Bansgaon,Bharwalia Babu,KOTHA
