,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
56238,HATHRAS,Hathras,Aharai,AHARAI
56239,HATHRAS,Hathras,Ahbaranpur,AHBARANPUR
56240,HATHRAS,Hathras,Allahpur Chursen,ALHEPUR CHURSEN
56241,HATHRAS,Hathras,Amarpur,NAGLA BABU
56242,HATHRAS,Hathras,Ani Garhi,ANI GARHI
56243,HATHRAS,Hathras,Anuruddhapur,SURATPUR
56244,HATHRAS,Hathras,Araji Siamal,SIAMAL
56245,HATHRAS,Hathras,Arazi Saer Kehari Singh,MAGTAI
56246,HATHRAS,Hathras,Arjunpur,ARJUNPUR
56247,HATHRAS,Hathras,Bad Nagla Athwaria,BAD NAGLA ATHWARIA
56248,HATHRAS,Hathras,Baghana,BAGHANA
56249,HATHRAS,Hathras,Baghau,BAGHAOO
56250,HATHRAS,Hathras,Baghraya,BAGHRAYA
56251,HATHRAS,Hathras,Baguli Kamalpur,BAGULI KAMALPUR
56252,HATHRAS,Hathras,Bairisala,RAMGARH
56253,HATHRAS,Hathras,Balna,GARHI BALNA
56254,HATHRAS,Hathras,Bamauli,BAMAULI
56255,HATHRAS,Hathras,Bamnai,BAMNAI
56256,HATHRAS,Hathras,Bandipur,NAGLA MAAN
56257,HATHRAS,Hathras,Banka,DAUDA BANKA
56258,HATHRAS,Hathras,Baramai,KHERA BARAMAI
56259,HATHRAS,Hathras,Baramai,SHEKHUPUR MADAN
56260,HATHRAS,Hathras,Barauli,BAROLI
56261,HATHRAS,Hathras,Bardwari,BARDWARI
56262,HATHRAS,Hathras,Barwana,BARWANA
56263,HATHRAS,Hathras,Belwari,KHARGU
56264,HATHRAS,Hathras,Bergaon,BAIRGAON
56265,HATHRAS,Hathras,Bhadamai,BHADAMAI
56266,HATHRAS,Hathras,Bhagatua,GARAW GARHI
56267,HATHRAS,Hathras,Bhakari Nagla Bhoja,BHAKARI NAGLA BHOJA
56268,HATHRAS,Hathras,Bhilokhari,BHOPATPUR
56269,HATHRAS,Hathras,Bhogaon Nagla Jayas,BHOGAON NAGLA JAYAS
56270,HATHRAS,Hathras,Bhojpur Khetsi,BHOJPUR KHETSI
56271,HATHRAS,Hathras,Bhopatpur,BHOPATPUR
56272,HATHRAS,Hathras,Bhudari,SUNDHIA
56273,HATHRAS,Hathras,Bichhia,SANGILA NAGLA BARI
56274,HATHRAS,Hathras,Bichpuri,MATHU BICHPURI
56275,HATHRAS,Hathras,Bidhipur,SHERPUR
56276,HATHRAS,Hathras,Birnagar,VEERNAGAR
56277,HATHRAS,Hathras,Bishundas,BISHUNDAS
56278,HATHRAS,Hathras,Bisrant,BISRANT
56279,HATHRAS,Hathras,Bonai,BONAI
56280,HATHRAS,Hathras,Budh Nagla Hemraj,BUDHU NAGLA HEMRAJ
56281,HATHRAS,Hathras,Bul Garhi,BAGHANA
56282,HATHRAS,Hathras,Chachpur Bhatela,CHACHPUR BHATELA
56283,HATHRAS,Hathras,Chamar Patti,NAGLA BABU
56284,HATHRAS,Hathras,Chamar Pura,NAGLA BABU
56285,HATHRAS,Hathras,Chandapa,CHANDAPA
56286,HATHRAS,Hathras,Chand Garhi,CHANDRA GARHI
56287,HATHRAS,Hathras,Chaukra,BARDWARI
56288,HATHRAS,Hathras,Chhatarpur,JAHANGIRPUR
56289,HATHRAS,Hathras,Chhotua,NAVIPUR
56290,HATHRAS,Hathras,Chintapur,GARHI TAMANA
56291,HATHRAS,Hathras,Chintapur Badan,CHINTAPUR BADAN
56292,HATHRAS,Hathras,Chitawar,CHITAWAR
56293,HATHRAS,Hathras,Dadanpur Dhakpura,DADANPUR DHAKPURA
56294,HATHRAS,Hathras,Dargawan,BAMNAI
56295,HATHRAS,Hathras,Darkai,KAKORI
56296,HATHRAS,Hathras,Darshana Mutfurkat,BISHUNDAS
56297,HATHRAS,Hathras,Darshana Ta Gubrari,BARDWARI
56298,HATHRAS,Hathras,Dataura,CHINTAPUR BADAN
56299,HATHRAS,Hathras,Dayalpur,DAYALPUR
56300,HATHRAS,Hathras,Dengra,BAGULI KAMALPUR
56301,HATHRAS,Hathras,Devinagar (CT),DEVI NAGAR
56302,HATHRAS,Hathras,Dhakpura,BHAKARI NAGLA BHOJA
56303,HATHRAS,Hathras,Dhatura Kalan,DHATURA KHURD
56304,HATHRAS,Hathras,Dhatura Khurd,DHATURA KHURD
56305,HATHRAS,Hathras,Ehan,EHAN
56306,HATHRAS,Hathras,Faujia,PHARSAUTI
56307,HATHRAS,Hathras,Gadai,BAMAULI
56308,HATHRAS,Hathras,Gambhir Patti Bisana,GAMBHIR PATTTI BISANA
56309,HATHRAS,Hathras,Gangchauli,GANGCHOLI
56310,HATHRAS,Hathras,Gangoli,GANGOLI
56311,HATHRAS,Hathras,Garaw Garhi,GARAW GARHI
56312,HATHRAS,Hathras,Garhi Balna,GARHI BALNA
56313,HATHRAS,Hathras,Garhi Dharu,GARHI DHARU
56314,HATHRAS,Hathras,Garhi Dudha Dhari,GARHI DUDHA DHARI
56315,HATHRAS,Hathras,Garhi Girdhara,TIPRAS
56316,HATHRAS,Hathras,Garhi Jaini,TIPRAS
56317,HATHRAS,Hathras,Garhi Kachhwaya,SANTIKARA
56318,HATHRAS,Hathras,Garhi Khurti,KHARWA
56319,HATHRAS,Hathras,Garhi Parti,GARHI PARTI BANARASI
56320,HATHRAS,Hathras,Garhi Singha,SHEKHUPUR MADAN
56321,HATHRAS,Hathras,Garhi Tamana (CT),GARHI TAMANA
56322,HATHRAS,Hathras,Gijrauli,GIJROLI
56323,HATHRAS,Hathras,Gojia,GOJIA
56324,HATHRAS,Hathras,Golnagar,GOLNAGAR
56325,HATHRAS,Hathras,Gopalpur,NAGLA GAJUA
56326,HATHRAS,Hathras,Gopalpur,SURATIA
56327,HATHRAS,Hathras,Gopi,NAGLA GOPI
56328,HATHRAS,Hathras,Gubrari,GUBRARI
56329,HATHRAS,Hathras,Gumanpur,GUMANPUR
56330,HATHRAS,Hathras,Gwarau,GUARAOO KALA
56331,HATHRAS,Hathras,Hajipur,HAZIPUR
56332,HATHRAS,Hathras,Haraila,DAUDA BANKA
56333,HATHRAS,Hathras,Hathras Dehat (CT),HATHRAS DEHAT
56334,HATHRAS,Hathras,Hatisa Bhagawantpur,HATISA BHAGWANTPUR
56335,HATHRAS,Hathras,Himmatpur,MAHO KHAS
56336,HATHRAS,Hathras,Hira Garhi,KHEDIA DAHAR
56337,HATHRAS,Hathras,Jafrabad,JAFRABAD
56338,HATHRAS,Hathras,Jahangirpur,JAHANGIRPUR
56339,HATHRAS,Hathras,Jaitpur,JAITPUR
56340,HATHRAS,Hathras,Jalalpurt Shahjadpur,JALALPUR
56341,HATHRAS,Hathras,Jatoi,JATOI
56342,HATHRAS,Hathras,Jhingura,JHINGURA
56343,HATHRAS,Hathras,Jind Patti Bisana,JIND PATTI BISANA
56344,HATHRAS,Hathras,Jogia,JOGIA
56345,HATHRAS,Hathras,Jugariya,GOJIA
56346,HATHRAS,Hathras,Jujharia,BAMNAI
56347,HATHRAS,Hathras,Kachhapura,KACHHAPURA
56348,HATHRAS,Hathras,Kailora,KALORA
56349,HATHRAS,Hathras,Kaimar,KAIMAR
56350,HATHRAS,Hathras,Kakori,KAKORI
56351,HATHRAS,Hathras,Kakrawali,KATHARIA
56352,HATHRAS,Hathras,Kalwari,KALWARI
56353,HATHRAS,Hathras,Kanchana,UDAIBHAN BHAKROI
56354,HATHRAS,Hathras,Kapura,KAPURA
56355,HATHRAS,Hathras,Karil,KARIL
56356,HATHRAS,Hathras,Katailiya,KATALIYA
56357,HATHRAS,Hathras,Katharia,KATHARIA
56358,HATHRAS,Hathras,Keshar Garhi,DAYALPUR
56359,HATHRAS,Hathras,Keshopur,KESHOPUR
56360,HATHRAS,Hathras,Kewal Garhi,KEWAL GARHI
56361,HATHRAS,Hathras,Khajuria,KHUJURIA
56362,HATHRAS,Hathras,Khargu,KHARGU
56363,HATHRAS,Hathras,Kharwa,KHARWA
56364,HATHRAS,Hathras,Khera Chaturbhuj,SIKANDARPUR
56365,HATHRAS,Hathras,Khera Parsauli,KHERA PARSAULI
56366,HATHRAS,Hathras,Kheria Asha,JIND PATTI BISANA
56367,HATHRAS,Hathras,Kheria Dahar,KHEDIA DAHAR
56368,HATHRAS,Hathras,Khokia,NAGLA BABU
56369,HATHRAS,Hathras,Khonda Hajari,GIJROLI
56370,HATHRAS,Hathras,Khondarati,SHAHPUR KALA
56371,HATHRAS,Hathras,Khutipuri,KHUTIPURI
56372,HATHRAS,Hathras,Koka,KOKA
56373,HATHRAS,Hathras,Korna Chamarua,KORNA CHAMARUA
56374,HATHRAS,Hathras,Kota,KOTA
56375,HATHRAS,Hathras,Kumarpur Nagla Bans,KUNWARPUR NAGLA BANS
56376,HATHRAS,Hathras,Kumrai,KUMHARAI
56377,HATHRAS,Hathras,Kurar,RAJPUR
56378,HATHRAS,Hathras,Kuravali,KURAWALI
56379,HATHRAS,Hathras,Lahra,LAHRA
56380,HATHRAS,Hathras,Lakhnu,LAKHNOO
56381,HATHRAS,Hathras,Lakhupura,KHEDIA DAHAR
56382,HATHRAS,Hathras,Lalpur,AHARAI
56383,HATHRAS,Hathras,Larpur,LADPUR
56384,HATHRAS,Hathras,Luheta Khurd Kalan,LUHETA KHURD KALAN
56385,HATHRAS,Hathras,Madan Garhi,PAWLOI
56386,HATHRAS,Hathras,Magtae,MAGTAI
56387,HATHRAS,Hathras,Mahamauni,MAHAMAUNI
56388,HATHRAS,Hathras,Mahokhas,MAHO KHAS
56389,HATHRAS,Hathras,Majhola,MAJHOLA
56390,HATHRAS,Hathras,Maleh,MAHO KHAS
56391,HATHRAS,Hathras,Man Maho,GARHI DHARU
56392,HATHRAS,Hathras,Mathu,MATHU BICHPURI
56393,HATHRAS,Hathras,Mauhari,MOHARI
56394,HATHRAS,Hathras,Mehma,NAVIPUR
56395,HATHRAS,Hathras,Mehmudpur Brahaman,MEHMUDPUR BRAHAMAN
56396,HATHRAS,Hathras,Mehmudpurjatan,MEHMUDPURJATAN
56397,HATHRAS,Hathras,Mewali,NURPUR
56398,HATHRAS,Hathras,Mirzapur,MIRZAPUR
56399,HATHRAS,Hathras,Mitai,MITAI
56400,HATHRAS,Hathras,Mitanpur,BHOGAON NAGLA JAYAS
56401,HATHRAS,Hathras,Mohabbatpura,MOHABBAT PURA
56402,HATHRAS,Hathras,Mohanpur,MOHANPUR
56403,HATHRAS,Hathras,Mugaria,SURATIA
56404,HATHRAS,Hathras,Mungsa,SANGILA NAGLA BARI
56405,HATHRAS,Hathras,Nagala Adu,NAGLA ADU
56406,HATHRAS,Hathras,Nagla Aam,LAHRA
56407,HATHRAS,Hathras,Nagla Alia,NAGLA ALIYA
56408,HATHRAS,Hathras,Nagla Amra,NAGLA AMRA
56409,HATHRAS,Hathras,Nagla Anta,NAGLA AMRA
56410,HATHRAS,Hathras,Nagla Babu,NAGLA BABU
56411,HATHRAS,Hathras,Nagla Banarsi Prahlad,NAGLA BANARSI PRAHLAD
56412,HATHRAS,Hathras,Nagla Bari,BAMNAI
56413,HATHRAS,Hathras,Nagla Bihari,KACHHAPURA
56414,HATHRAS,Hathras,Nagla Bihari,SUSAVALI
56415,HATHRAS,Hathras,Nagla Dana,ANI GARHI
56416,HATHRAS,Hathras,Nagla Dauda,DAUDA BANKA
56417,HATHRAS,Hathras,Nagla Daya,NAGLA DAYA
56418,HATHRAS,Hathras,Nagla Dhaurpur,DHAUR PUR
56419,HATHRAS,Hathras,Nagla Gajua,NAGLA GAJUA
56420,HATHRAS,Hathras,Nagla Ganga,GOJIA
56421,HATHRAS,Hathras,Nagla Hira Singh,BISHUNDAS
56422,HATHRAS,Hathras,Nagla Imaliya,NAGLA IMALIA
56423,HATHRAS,Hathras,Nagla Keson,NAGLA KESHO
56424,HATHRAS,Hathras,Nagla Khargu,NAGLA KHARAG
56425,HATHRAS,Hathras,Nagla Lacchhi,NAGLA LACCHHI
56426,HATHRAS,Hathras,Nagla Man,NAGLA MAAN
56427,HATHRAS,Hathras,Nagla Mani,BISRANT
56428,HATHRAS,Hathras,Nagla Motirai,ROHAI
56429,HATHRAS,Hathras,Nagla Nandram,KHERA BARAMAI
56430,HATHRAS,Hathras,Nagla Nandu,NAGLA NANDU
56431,HATHRAS,Hathras,Nagla Ojha,KACHHAPURA
56432,HATHRAS,Hathras,Nagla Ramrai,BHAKARI NAGLA BHOJA
56433,HATHRAS,Hathras,Nagla Shisham,TIMRALI
56434,HATHRAS,Hathras,Nagla Soron,BHAKARI NAGLA BHOJA
56435,HATHRAS,Hathras,Nagla Tajana,JAHANGIRPUR
56436,HATHRAS,Hathras,Nahrai,MIRZAPUR
56437,HATHRAS,Hathras,Nahroi,NAHROI
56438,HATHRAS,Hathras,Navipur,NAVIPUR
56439,HATHRAS,Hathras,Noorpur,NURPUR
56440,HATHRAS,Hathras,Padu,PADU
56441,HATHRAS,Hathras,Paharpur,PAHARPUR
56442,HATHRAS,Hathras,Paikwara,PAKWADA
56443,HATHRAS,Hathras,Painthgaon,PAINTHGAON
56444,HATHRAS,Hathras,Parsara,PARSARA
56445,HATHRAS,Hathras,Partap,BAD NAGLA ATHWARIA
56446,HATHRAS,Hathras,Pataini,SIAMAL
56447,HATHRAS,Hathras,Patta Khas,PATA KHAS
56448,HATHRAS,Hathras,Patti Samant,MITAI
56449,HATHRAS,Hathras,Pavloi,PAWLOI
56450,HATHRAS,Hathras,Pharsauti,PHARSAUTI
56451,HATHRAS,Hathras,Phuskara,PHARSAUTI
56452,HATHRAS,Hathras,Pipal Garhi,DAUDA BANKA
56453,HATHRAS,Hathras,Pubaina,BHOPATPUR
56454,HATHRAS,Hathras,Punnar,PUNNER
56455,HATHRAS,Hathras,Purakalan,PURA KALA
56456,HATHRAS,Hathras,Pura Khurd,PURA KHURDA
56457,HATHRAS,Hathras,Rajpur,RAJPUR
56458,HATHRAS,Hathras,Ramanpur madnaiya,DADANPUR DHAKPURA
56459,HATHRAS,Hathras,Ramgarh,RAMGARH
56460,HATHRAS,Hathras,Ram Nagla,RAM NAGLA
56461,HATHRAS,Hathras,Rangpura,KOTA
56462,HATHRAS,Hathras,Raravali,RARAVALI
56463,HATHRAS,Hathras,Ratan Garhi,RATAN GARHI
56464,HATHRAS,Hathras,Rayak,RAYAK
56465,HATHRAS,Hathras,Rohai,ROHAI
56466,HATHRAS,Hathras,Rudrapur,RUDRAPUR
56467,HATHRAS,Hathras,Rutvangarhi,KORNA CHAMARUA
56468,HATHRAS,Hathras,Sainpur,SAINPUR
56469,HATHRAS,Hathras,Sangila Nagla Bari,SANGILA NAGLA BARI
