,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
54166,HARDOI,Bilgram,Adampur,ADAMPUR
54167,HARDOI,Bilgram,Akbarpur,AKBARPUR
54168,HARDOI,Bilgram,Akbarpur Pasnamau,AKBARPUR PASNAMAU
54169,HARDOI,Bilgram,Akhtyarpur,PANTHAURI
54170,HARDOI,Bilgram,Akhwailpur Malwa,AKHWAILPUR MALWA
54171,HARDOI,Bilgram,Alaapur,ALAAPUR
54172,HARDOI,Bilgram,Alapur,DHONDHI
54173,HARDOI,Bilgram,Aliapur,KOILARA
54174,HARDOI,Bilgram,Aligarh,ALIGARH
54175,HARDOI,Bilgram,Allipur,RASOOLPUR AIMA
54176,HARDOI,Bilgram,Amilookha,JAJWASI
54177,HARDOI,Bilgram,Ashafpur,BERUA NIZAMPUR
54178,HARDOI,Bilgram,Atarchha Buzurg,ATARCHHA BUZURG
54179,HARDOI,Bilgram,Atarchha Khurd,ATARCHHA KHURD
54180,HARDOI,Bilgram,Atwa Ali Mardanpur,ATWA ALI MARDANPUR
54181,HARDOI,Bilgram,Atwara Chak Kola,ATWARA CHAK KOLA
54182,HARDOI,Bilgram,Auhadpur,SANDI DEHAT
54183,HARDOI,Bilgram,Ausanpur,AUSANPUR
54184,HARDOI,Bilgram,Azmat Nagar Pansala,AZMAT NAGAR
54185,HARDOI,Bilgram,Azmat Nagar Sisala,AZMAT NAGAR
54186,HARDOI,Bilgram,Babatmau,BABATMAU
54187,HARDOI,Bilgram,Babatmau Pansala,BABATMAU
54188,HARDOI,Bilgram,Baghaurha,BAGHAURHA
54189,HARDOI,Bilgram,Baghiyari,BAGHIYARI  CHOUGWAN
54190,HARDOI,Bilgram,Bagh Rai,BAGH RAI
54191,HARDOI,Bilgram,Bahadur Nagar,PAKRA  SAIDAPUR
54192,HARDOI,Bilgram,Baifaria,BAIFARIA
54193,HARDOI,Bilgram,Bakhaura,BAKHAURA
54194,HARDOI,Bilgram,Balehra Kamal Nagar,BALEHRA KAMAL NAGAR
54195,HARDOI,Bilgram,Balenda,JARAULI SHERPUR
54196,HARDOI,Bilgram,Band,BAND
54197,HARDOI,Bilgram,Bansa,BANSA
54198,HARDOI,Bilgram,Barauna,BARAUNA
54199,HARDOI,Bilgram,Bargawan,BARGAWAN
54200,HARDOI,Bilgram,Barhanpur,BARHANPUR  FATT Y
54201,HARDOI,Bilgram,Barhas,BARHAS
54202,HARDOI,Bilgram,Barhiya Kherha,BARHIYA KHERHA
54203,HARDOI,Bilgram,Barhnawa,BARHNAWA
54204,HARDOI,Bilgram,Barhuwan,BRHUYA MUSAYPUR
