,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
43457,FIROZABAD,Firozabad,AkalPur Damodarpur,AKALPUR DAMODARPUR
43458,FIROZABAD,Firozabad,Akilabad Hanspur,AKILABAD HANSPUR
43459,FIROZABAD,Firozabad,Alampura Jarkhi,ALAMPURA JARKHI
43460,FIROZABAD,Firozabad,Alampur Anandipur,JAINDAMAI
43461,FIROZABAD,Firozabad,Alampur Kaneta,ALAMPUR KANETA
43462,FIROZABAD,Firozabad,Alampur Kotla,DAURI
43463,FIROZABAD,Firozabad,Alinagar Kenjra,ALINAGAR KENJRA
43464,FIROZABAD,Firozabad,Allahdadpur,ALLAHDADPUR
43465,FIROZABAD,Firozabad,Anandipur Karkauli,ANANDIPUR KARKAULI
43466,FIROZABAD,Firozabad,Arajirudh,RUDAU MUSTAQIL
43467,FIROZABAD,Firozabad,Asal Pur,ASAL PUR
43468,FIROZABAD,Firozabad,Asan,ASAN
43469,FIROZABAD,Firozabad,Atipur,ATIPUR
43470,FIROZABAD,Firozabad,Badan Pur,BADANPUR
43471,FIROZABAD,Firozabad,Bahoran Pur,BAHORAN PUR
43472,FIROZABAD,Firozabad,Baindi,Baindi
43473,FIROZABAD,Firozabad,Balchandarpur,JAHAGIRPUR
43474,FIROZABAD,Firozabad,Bara Gaon,Bara Gaon
43475,FIROZABAD,Firozabad,Baramai,Baramai
43476,FIROZABAD,Firozabad,Barkatpur,BARKATPUR
43477,FIROZABAD,Firozabad,Bartara,BARTARA
43478,FIROZABAD,Firozabad,Basaimohammadpur,BASAIMOHAMMADPUR
43479,FIROZABAD,Firozabad,Basudeopur,BASUDEOPUR
43480,FIROZABAD,Firozabad,Bazidpur Kutubpur,BAZIDPUR KUTUKPUR
43481,FIROZABAD,Firozabad,Bazidpur Okhara,RAJPUR KOTLA
43482,FIROZABAD,Firozabad,Bedipur Bidirika,BEDIPUR BIDIRIKA
43483,FIROZABAD,Firozabad,Bhagipur Kotla,BADANPUR
43484,FIROZABAD,Firozabad,Bhaitari,BHITRI
43485,FIROZABAD,Firozabad,Bhikanpur Annadipur,SENGAI
43486,FIROZABAD,Firozabad,Bhikanpur Meghpur,BHIKANPUR MEGHPUR
43487,FIROZABAD,Firozabad,Bhikan Pur Sadasukh,Bhikanpur Sadasukh
43488,FIROZABAD,Firozabad,Bijaipur Bhikanpur,bijaipur bhikanpur
43489,FIROZABAD,Firozabad,Bilahna,BILAHNA
43490,FIROZABAD,Firozabad,Chandwar,CHANDWAR
43491,FIROZABAD,Firozabad,Daragpur,JILUPURA
43492,FIROZABAD,Firozabad,Datauli,DATAULI
43493,FIROZABAD,Firozabad,Dattpur,BACHHGAON
43494,FIROZABAD,Firozabad,Daulatpur,DAULATPUR
43495,FIROZABAD,Firozabad,Dauri,DAURI
43496,FIROZABAD,Firozabad,Dhakpura,DHAKPURA
43497,FIROZABAD,Firozabad,Donkeli,DONKELI
43498,FIROZABAD,Firozabad,Dorsa Mohammadpur,DORSA MOHAMMADPUR
43499,FIROZABAD,Firozabad,Fatehapur Kotla,FATEHAPUR KOTLA
43500,FIROZABAD,Firozabad,Fatehpur Anandipur,LADUPUR CHAKARPUR
43501,FIROZABAD,Firozabad,Gangni,GANGNI
43502,FIROZABAD,Firozabad,Garhi Baran,PIPRAULI
43503,FIROZABAD,Firozabad,:Garhi Chhatrapat,KHAGERAI
43504,FIROZABAD,Firozabad,Garhi Hansram,GARHI HANSRAM
43505,FIROZABAD,Firozabad,Garhi Janu,BADANPUR
43506,FIROZABAD,Firozabad,Garhi Kalyan,GARHI KALYAN
43507,FIROZABAD,Firozabad,Garhi Shriram,GARHI SHRIRAM
43508,FIROZABAD,Firozabad,Garhitodia,BAHORAN PUR
43509,FIROZABAD,Firozabad,Gazipur,GAZIPUR
43510,FIROZABAD,Firozabad,Gonch,GONCH
43511,FIROZABAD,Firozabad,Gondai,GONDAI
43512,FIROZABAD,Firozabad,Gudun,GUDUN
43513,FIROZABAD,Firozabad,Hamirpura,HAMIRPURA
43514,FIROZABAD,Firozabad,Hardashpur Nisfi,HARDASHPUR NISFI
43515,FIROZABAD,Firozabad,Hardaspur Kotla,HARDASPUR KOTLA
43516,FIROZABAD,Firozabad,Hirangaon,JARAULI KHURD
43517,FIROZABAD,Firozabad,Itora,ITORA
43518,FIROZABAD,Firozabad,Jaganpur,KACHHPURA
43519,FIROZABAD,Firozabad,Jahagirpur,JAHAGIRPUR
43520,FIROZABAD,Firozabad,Jaindamai,JAINDAMAI
43521,FIROZABAD,Firozabad,Jaitpur,BHITRI
43522,FIROZABAD,Firozabad,Jakhai,JAKHAI
43523,FIROZABAD,Firozabad,Jalalpur,JALALPUR
43524,FIROZABAD,Firozabad,Jamalpur,JAMALPUR
43525,FIROZABAD,Firozabad,Jampur,JAMPUR
43526,FIROZABAD,Firozabad,Jasrathpur,JASRATHPUR
43527,FIROZABAD,Firozabad,Jatau,JATAU
43528,FIROZABAD,Firozabad,Jilupura,JILUPURA
43529,FIROZABAD,Firozabad,Kachhpura,KACHHPURA
43530,FIROZABAD,Firozabad,Kaitha,KAITHA
43531,FIROZABAD,Firozabad,Khagerai,KHAGERAI
43532,FIROZABAD,Firozabad,Khalilganj,DONKELI
